Deal Type,Announce Date,Target Name,Acquirer Name,Seller Name,Announced Total Value (mil.),Payment Type,TV/EBITDA,Deal Status
"M&A",2015/11/23,"NK Yugranefteprom OOO","LUKOIL PJSC","TotalEnergies SE",N/A,"Undisclosed", ,"Completed"
"M&A",2015/11/23,"Star Telecom Broadband Assets","Rostelecom PJSC","MTT OAO",N/A,"Cash", ,"Completed"
"M&A",2015/11/30,"Russian banking assets/Royal Bank of Scotland PLC","Expobank LLC","NatWest Group PLC",N/A,"Cash", ,"Completed"
"M&A",2015/10/6,"5 hormonal branded products","Alvogen Group Inc","Bayer AG",N/A,"Cash", ,"Completed"
"INV",2015/10/15,"Bank Otkritie Financial Corp PJSC","Private Investor","Oanfir Technology Investments Ltd",N/A,"Undisclosed", ,"Completed"
"M&A",2015/10/19,"Skartel OOO","China Baoli Technologies Holdings Ltd","MTH Ltd",N/A,"Undisclosed", ,"Pending"
"M&A",2015/10/19,"Raiffeisenbank pension fund business/Russia","B&N Bank JSC","Raiffeisen Bank International AG",N/A,"Cash", ,"Completed"
"INV",2015/10/23,"TT-Trevel OOO","Severgroup CJSC","TUI AG",N/A,"Undisclosed", ,"Completed"
"INV",2015/4/16,"UK Kolmar OOO","Private Investor","Gunvor Group Ltd",N/A,"Undisclosed", ,"Completed"
"M&A",2015/4/22,"Kharyaga oil field","Zarubezhneft OAO","TotalEnergies SE",N/A,"Cash", ,"Withdrawn"
"INV",2015/4/30,"Delovoi Standard Ltd","Ivania Ltd","Sanoma Oyj",N/A,"Undisclosed", ,"Completed"
"M&A",2015/4/30,"Mostotrest PJSC","TFK-Finance OJSC","Marc O'Polo Investments Ltd",N/A,"Undisclosed",1.20,"Completed"
"M&A",2015/4/30,"United Press portfolio of titles","MoscowTimes LLC","Sanoma Oyj",N/A,"Cash", ,"Completed"
"INV",2015/5/14,"Pharmstandard PJSC","Augment Investments Ltd","Bristley Enterprises Ltd",N/A,"Undisclosed", ,"Completed"
"M&A",2015/5/18,"Arawak Energy Russia BV","Sharmel Ltd","Vitol Holding BV",N/A,"Undisclosed", ,"Completed"
"M&A",2015/9/1,"3 Hypermarkets / Chelyabinsk & Volgograd","Lenta International Co PJSC","O'Key Group SA",N/A,"Cash", ,"Pending"
"M&A",2015/9/14,"UK Uralsib ZAO","Finance One BV","Danofe Trading Ltd",N/A,"Undisclosed", ,"Withdrawn"
"M&A",2015/9/17,"Russian unit","Private Investor","Axel Springer SE",N/A,"Cash", ,"Completed"
"M&A",2015/8/6,"Novorossiysk Fuel Oil Terminal LLC","Zvezda OOO","Gunvor Group Ltd",N/A,"Undisclosed", ,"Pending"
"M&A",2015/8/6,"Portenergo OOO","Investor Group","Sibur Ltd",N/A,"Cash", ,"Pending"
"INV",2015/8/28,"Viasat Holding OOO","Private Investor","Modern Times Group MTG AB",N/A,"Cash", ,"Withdrawn"
"INV",2015/2/10,"Chelyabinsk Zinc Plant PJSC","United Capital Partners Inc","Atonline Ltd",N/A,"Undisclosed", ,"Completed"
"M&A",2025/1/28,"ING Bank Eurasia JSC","Global Development JSC","ING Groep NV",N/A,"Cash", ,"Terminated"
"M&A",2025/1/31,"Automotive Component Factories/Gestamp Automocion SA","Polad AO","Gestamp Automocion SA",N/A,"Cash", ,"Completed"
"INV",2025/5/5,"Selectel Co Ltd","Moscow Exchange MICEX-RTS PJSC","LVL1 Management Ltd",N/A,"Undisclosed", ,"Completed"
"M&A",2025/5/28,"Certain assets/Aggreko Ltd","Halliburton Co","Aggreko PLC",N/A,"Cash", ,"Proposed"
"M&A",2025/4/16,"Sibay mining & processing plant/Bashkortostan","Polymetal JSC","Ural Mining and Metallurgical Co OJSC",N/A,"Cash", ,"Completed"
"M&A",2016/12/9,"Eldorado Group","Safmar Group Inc","PPF Group NV",N/A,"Undisclosed", ,"Completed"
"M&A",2016/12/16,"Nexans Russian business","Impex Electro","Nexans SA",N/A,"Cash", ,"Completed"
"M&A",2016/12/23,"Junghof plaza","FGI Frankfurter Gewerbeimmobilien GmbH,Prudential Real Estate Investors (Fund: PRISA III Fund LP)","Commerz Real AG",N/A,"Cash", ,"Completed"
"INV",2025/2/26,"Severo-Zapadnaya Koncessionnaya Kompaniya OOO","NatsProyektStroy","Vinci SA",N/A,"Undisclosed", ,"Completed"
"M&A",2025/2/27,"Banking unit/Volkswagen AG","Private Investor","Volkswagen AG",N/A,"Cash", ,"Completed"
"M&A",2016/6/23,"Russian television unit","Private Investor","Scripps Networks Interactive Inc",N/A,"Cash", ,"Withdrawn"
"M&A",2016/6/27,"Mediaskop AO","Vtsiom OAO","WPP PLC",N/A,"Undisclosed", ,"Pending"
"M&A",2016/6/27,"Russian & international pay-TV businesses","Natsionalnaya Media Gruppa ZAO","Baring Vostok Capital Partners Ltd/Russia",N/A,"Cash", ,"Completed"
"M&A",2016/9/1,"13 Restaurants/Russia","Private Investor","McDonald's Corp",N/A,"Cash", ,"Withdrawn"
"M&A",2016/9/1,"B&N Bank JSC","Binbank PAO","TradeWest LLC,Rizanto Securities Inc,Hanberg Finance Ltd",N/A,"Undisclosed", ,"Completed"
"INV",2016/11/9,"Solidcore Resources PLC","Potential Buyer","PPF Group NV",N/A,"Undisclosed", ,"Withdrawn"
"M&A",2016/11/10,"Enel Russian assets","Inter RAO UES PJSC","Enel SpA",N/A,"Cash", ,"Withdrawn"
"M&A",2016/1/27,"Russian telecom assets","VEON Ltd","Tele2 AB",N/A,"Cash", ,"Withdrawn"
"M&A",2020/12/2,"SK Sovkombank Zhizn AO","Sovcombank PJSC","MetLife Inc",N/A,"Undisclosed", ,"Pending"
"M&A",2022/5/2,"KOKK AO","Interros Capital International Co LLC","Global Payments Inc",N/A,"Undisclosed", ,"Completed"
"M&A",2016/9/23,"KOKK AO","Potential Buyer","Global Payments Inc",N/A,"Undisclosed", ,"Withdrawn"
"INV",2026/6/3,"Arctic LNG 2 OOO","Nordline OOO","TotalEnergies SE",N/A,"Cash", ,"Pending"
"M&A",2024/12/18,"Latvijas Mobilais Telefons SIA,Lattelecom Bpo Sia","Republic of Latvia","Telia Co AB",N/A,"Undisclosed", ,"Proposed"
"INV",2020/10/15,"Draiv Klik Bank OOO","Sberbank of Russia PJSC","BNP Paribas SA",N/A,"Undisclosed", ,"Pending"
"M&A",2002/10/7,"IFZ AO","Private Investor","US Russia Investment Fund LLC/The",N/A,"Undisclosed", ,"Completed"
"M&A",2026/2/6,"Aviasales","Potential Buyer","Elbrus Capital OOO,iTech Capital,GO Travel UN Ltd,Prati Ltd,Realstory Trading Ltd",N/A,"Cash", ,"Withdrawn"
