Acquirer Financial Adviser,Acquirer Legal Adviser,Acquirer Termination Fee,Action ID,Amendment Date,Announce Date,Announced Equity Value (mil.),Announced Total Value (mil.),Cash Terms,Completion/Termination Date,Contingency Payment (Cash),Currency of Deal,Current/Completed Total Value,Deal Attributes,Deal Description,Deal Status,Deal Type,Has Contingency Payment,Merger Agreement Date,Nature of Bid,Net Debt,Payment Type,Percent Owned,Percent Sought,Proposal Date,Proposed Deal Type,Seller Financial Adviser,Seller Legal Adviser,Stock Terms,Target Financial Adviser,Target Legal Adviser,Target Termination Fee,Acquirer City of Domicile,Acquirer Country/Region,Acquirer Country/Region ISO Code,Acquirer Industry Sector,Acquirer Name,Acquirer Number of Employees,Acquirer SIC Name,Current Acquirer SIC Code,Current Seller SIC Code,Current Target SIC Code,Seller Country/Region,Seller Country/Region ISO Code,Seller Industry Sector,Seller Name,Seller SIC Name,Target City of Domicile,Target Country/Region,Target Country/Region ISO Code,Target Industry Group,Target Industry Sector,Target Industry Subgroup,Target Name,Target Number of Employees,Target SIC Name,EqV/Book Val,EqV/EBITDA,EqV/Rev,EqV/Total Assets,TV/Book Val,TV/EBITDA,TV/Rev,TV/Total Assets,Acquirer Shareholders,Central Bank of Russia,EC: European Commission,Federal Antimonopoly service of Russian Federation: FAC,Foreign Investment Commission,Ministry of Finance,Russian Ministry on Antitrust Policy,Seller Board of Directors,Target Shareholders
,Herbert Smith Fr, ,182635112, ,2018-09-14,4.1,4.1,4.1 Mln,2018-09-14,,USD,4.1,"Cross Border, Private Equity, Minority Purchase",A consortium led by Mitsubishi Corp acquired a minority stake in Avtosspot OOO. The transaction was completed on 9/14/2018.,Completed,INV,No, ,Friendly,0,Cash,0,21, ,,,, ,,, ,,Japan,,"Consumer Staples, Communications","Mitsubishi Corp,VK IPJSC",,,, ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Media,Communications,Internet Media & Services,Avtosspot OOO,, , , , , , , , , ,,,,,,,,,
,, ,182782417, ,2018-12-07,0,0,0.05 Mln,2019-01-07,,RUB,0,"Company Takeover, Cross Border",Uflex Ltd announced the acquisition of Flex Chemicals Pvt Ltd for RUB 0.05M. The transaction was announced on 12/7/2018 and is expected to be completed by 1/7/2019.,Pending,M&A,No, ,Friendly,0,Cash,0,100, ,,,, ,,, ,Ajayabpur,India,IN,Materials,Uflex Ltd,8050, ,N.A., ,N.A.,N.A., ,N.A.,, , ,Russia,RU,Materials,Materials,Chemicals,Flex Chemicals Pvt Ltd,, , , , , , , , , ,,,,,,,,,
,, ,182979120, ,2018-12-12,N/A,N/A,N/A,2018-12-12,,RUB,N/A,Minority Purchase,Gazprom Neft PJSC acquired a minority stake in KHL LLC. The transaction was completed on 12/12/2018. Financial terms of the transaction are undisclosed.,Completed,INV,No, ,Friendly,0,Undisclosed,0,11.76, ,,,, ,,, ,Moscow,Russia,RU,Energy,Gazprom Neft PJSC,,PETROL REFINNG,2911, ,N.A.,N.A., ,N.A.,, , ,Russia,RU,Consumer Discretionary Services,Consumer Discretionary,Consumer Services,KHL LLC,, , , , , , , , , ,,,,,,,,,
,, ,183124833, ,2018-12-14,N/A,N/A,N/A,2018-12-14,,RUB,N/A,"Private Equity, Additional Stake Purchase, Minority Purchase",Sistema Venchur Kepital AO acquired a minority stake in Internet Resheniya OOO. The transaction was completed on 12/14/2018. Financial terms of the transaction are undisclosed.,Completed,INV,No, ,Friendly,0,Cash,10.8,7, ,,,, ,,, ,Moscow,Russia,RU,Financials,Sistema Venchur Kepital AO,, ,N.A., ,N.A.,N.A., ,N.A.,, ,MOSCOW,Russia,RU,Media,Communications,Internet Media & Services,Internet Resheniya OOO,, , , , , , , , , ,,,,,,,,,
,White & Case LLP, ,183400744, ,2018-03-01,59.47,59.47,3377.0 Mln,2018-12-31,,RUB,48.7,"Cross Border, Majority Purchase",Rostelecom PJSC acquired Votron LLC & Open Mobile Platform LLC for RUB 3377.00M. The transaction was announced on 3/1/2018 and completed on 12/31/2018.,Completed,M&A,No, ,Friendly,0,Cash,0,75, ,,,, ,,, ,Moscow,Russia,RU,Communications,Rostelecom PJSC,,PHONE NO  RADI,4813, ,,N.A., ,N.A.,, ,,United States,,"Financial Services, Software & Tech Services","Financials, Technology","Asset Management, Software","Votron LLC,Open Mobile Platform LLC",,, , , , , , , , ,,,,,,,,,
,, ,183521226, ,2018-12-19,N/A,N/A,N/A,2019-06-19,,USD,N/A,Minority Purchase,Potential Buyer announced the acquisition of a minority stake in EN+ Group International PJSC. Financial terms of the transaction are undisclosed.,Withdrawn,INV,No, ,Friendly,0,Undisclosed,0,25.049999,2018-12-19,On the Block,,, ,,, ,,Russia,,N.A.,Potential Buyer,,,, ,N.A.,N.A., ,N.A.,, ,Kaliningrad,Russia,RU,Materials,Materials,Metals & Mining,EN+ Group International PJSC,90064, , , , , , , , , ,,,,,,,,,
,, ,184082882, ,2018-12-27,1242.86,1242.86,659.26/sh.,2019-03-07,,RUB,1050.85,"Mandatory Offer, Company Takeover, Additional Stake Purchase, Tender Offer",MegaFon Finance OOO announced the acquisition of MegaFon PJSC for RUB 86489.64M. The transaction was announced on 12/27/2018 and is expected to be completed by 3/7/2019.,Pending,M&A,No, ,Unsolicited,0,Cash,78.839996,21.16, ,,,, ,,, , ,Russia,RU,Communications,MegaFon Finance OOO,,MORT BANK/CORR,6162, ,N.A.,N.A., ,N.A.,, ,Sankt-peterburg,Russia,RU,Telecommunications,Communications,Telecommunications,MegaFon PJSC,, ,5.84,3.05,1.23,0.82,5.84,3.05,1.23,0.82,,,,,,,,,
,, ,184888698, ,2019-01-09,37.32,37.32,2491.0 Mln,2019-01-09,,RUB,37.32,Company Takeover,Mobile TeleSystems PJSC acquired IT-Grad 1 Klaud OOO for RUB 2491.00M. The transaction was completed on 1/9/2019.,Completed,M&A,No, ,Friendly,0,Cash,0,100, ,,,, ,Renaissance Cap,, ,Moscow,Russia,RU,Communications,Mobile TeleSystems PJSC,60388, ,N.A., ,N.A.,N.A., ,N.A.,, ,Saint Petersburg,Russia,RU,Software & Tech Services,Technology,Software,IT-Grad 1 Klaud OOO,, , , , , , , , , ,,,,,,,,,
,White & Case LLP, ,185252192, ,2019-11-20,264.15,264.15,N/A,2020-01-13,,RUB,N/A,Company Takeover,Rostelecom PJSC acquired Dataline OOO for RUB 16900.00M. The transaction was announced on 11/20/2019 and completed on 1/13/2020.,Completed,M&A,No, ,Friendly,0,Cash and Debt,0,100,2019-01-16,,VTB Capital,, ,,, ,Moscow,Russia,RU,Communications,Rostelecom PJSC,,PHONE NO  RADI,4813, ,7375,N.A., ,N.A.,, , ,Russia,RU,Software & Tech Services,Technology,IT Services,Dataline OOO,,INFO RETR SVC, , , , , , , , ,,,,2019-06-20,,,,,
,, ,185997044, ,2018-11-16,N/A,N/A,N/A,2018-11-16,,RUB,N/A,Majority Purchase,Private Investor acquired Telecom-Express LLC. The transaction was completed on 11/16/2018. Financial terms of the transaction are undisclosed.,Completed,M&A,No, ,Friendly,0,Undisclosed,0,60, ,,KPMG Corp Fin,, ,,, ,,Russia,,N.A.,Private Investor,,,, ,N.A.,N.A., ,N.A.,, , ,Russia,RU,Telecommunications,Communications,Telecommunications,Telecom-Express LLC,, , , , , , , , , ,,,,,,,,,
,, ,186313245, ,2019-01-30,N/A,N/A,N/A,2019-01-30,,RUB,N/A,Majority Purchase,IKS Holding JSC acquired Yadro Co Ltd. The transaction was completed on 1/30/2019. Financial terms of the transaction are undisclosed.,Completed,M&A,No, ,Friendly,0,Undisclosed,0,51, ,,,, ,,, ,Moscow,Russia,RU,Financials,IKS Holding JSC,, ,N.A., ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Tech Hardware & Semiconductors,Technology,Technology Hardware,Yadro Co Ltd,, , , , , , , , , ,,,,,,,,,
,, ,186594136, ,2018-10-01,8,8,8.0 Mln,2018-10-01,,USD,8,"Venture Capital, Private Equity, Minority Purchase, Financing Round",A consortium led by Sistema PJSFC acquired a minority stake in Mobile Video Solutions Inc. The transaction was completed on 10/1/2018.,Completed,INV,No, ,Friendly,0,Cash,0,0, ,,,, ,,, ,,Russia,,"Communications, Financials","Sistema PJSFC (Fund: Sistema Rusnano SICAR),Skolkovo Venture Investments LLC",,,, ,N.A.,N.A., ,N.A.,, ,IRVINE,Russia,US,Industrial Services,Industrials,Commercial Support Services,Mobile Video Solutions Inc,, , , , , , , , , ,,,,,,,,,
,, ,186602968, ,2018-12-28,222.89,222.89,15500.0 Mln,2018-12-28,,RUB,222.89,"Cross Border, Management Buyout, Majority Purchase",Alvansa Ltd sold Pharmaceutical Enterprise Obolenskoe JSC to a consortium led by VTB Bank PJSC for RUB 15500.00M. The transaction was completed on 12/28/2018.,Completed,M&A,No, ,Friendly,0,Cash,0,95.139999, ,,Rothschild & Co,, ,,, ,,Russia,,"Financials, Communications","VTB Bank PJSC,Management Group,Sistema PJSFC",,,,N.A.,N.A.,Cyprus,CY,Financials,Alvansa Ltd, ,Moscow,Russia,RU,Health Care,Health Care,Biotech & Pharma,Pharmaceutical Enterprise Obolenskoe JSC,, , , , , , , , , ,,,,,,,,,
,, ,186737972, ,2019-02-06,N/A,N/A,N/A,2019-02-06,,EUR,N/A,"Cross Border, Minority Purchase",Elecsnet Holding Ltd sold a minority stake in Elecsnet JSC to Credit Bank of Moscow PJSC. The transaction was completed on 2/6/2019. Financial terms of the transaction are undisclosed.,Completed,INV,No, ,Friendly,0,Undisclosed,0,49, ,,,, ,,, ,Moscow,Russia,RU,Financials,Credit Bank of Moscow PJSC,6338, ,N.A.,N.A.,4841,Cyprus,CY,Consumer Discretionary,Elecsnet Holding Ltd, ,Moscow,Russia,RU,Software & Tech Services,Technology,Software,Elecsnet JSC,,CABLE/OTHR PAY, , , , , , , , ,,,,,,,,,
,, ,186820328, ,2019-01-10,N/A,N/A,N/A,2019-01-10,,RUB,N/A,Company Takeover,Private Investor acquired Ajur media AO. The transaction was completed on 1/10/2019. Financial terms of the transaction are undisclosed.,Completed,M&A,No, ,Friendly,0,Cash,0,100, ,,,, ,,, ,,Russia,,N.A.,Private Investor,,,, ,N.A.,N.A., ,N.A.,, ,Saint Petersburg,Russia,RU,Media,Communications,Publishing & Broadcasting,Ajur media AO,, , , , , , , , , ,,,,,,,,,
,, ,186831110, ,2020-04-29,N/A,N/A,N/A,2020-04-29,,RUB,N/A,"Cross Border, Asset Sale","On 02/07/2019, it was reported that Alrosa PJSC is negotiating the purchase of a 22-storey business center from Areti Group Ltd for about RUB 4,000.00M.",Completed,AST,No, ,Friendly,0,Cash,0,100,2019-02-07,Negotiation,,, ,,, ,Mirny,Russia,RU,Materials,Alrosa PJSC,33756, ,N.A.,N.A.,,Cyprus,CY,Financials,Areti Group Ltd, ,,Russia,,Real Estate,Real Estate,Real Estate Owners & Developers,22-storey business center,,, , , , , , , , ,,,,,,,,,
,, ,186836546, ,2019-02-04,4,4,4.0 Mln,2019-02-04,,USD,4,"Cross Border, Private Equity, Minority Purchase",A consortium led by iTech Capital acquired a minority stake in Roistat. The transaction was completed on 2/4/2019.,Completed,INV,No, ,Friendly,0,Cash,0,0, ,,,, ,,, ,,Russia,,"Financials, Financials","iTech Capital (Fund: iTech Fund II LP),Skolkovo Venture Investments LLC (Fund: Skolkovo Digital)",,,, ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Financial Services,Financials,Specialty Finance,Roistat,, , , , , , , , , ,,,,,,,,,
,, ,187148753, ,2019-02-12,1,1,1.0 Mln,2019-02-12,,USD,1,"Venture Capital, Cross Border, Private Equity, Minority Purchase, Financing Round",A consortium led by Gagarin Capital Partners acquired a minority stake in iFarm Corp. The transaction was completed on 02/12/2019.,Completed,INV,No, ,Friendly,0,Cash,0,0, ,,,, ,,, ,,Russia,,Financials,"Private Investor,Gagarin Capital Partners",,,, ,N.A.,N.A., ,N.A.,, ,Helsinki,Russia,FI,Health Care,Health Care,Biotech & Pharma,iFarm Corp,, , , , , , , , , ,,,,,,,,,
,, ,187150079, ,2019-02-13,N/A,N/A,N/A,2019-11-12,,EUR,N/A,"Cross Border, Asset Sale","On 02/13/2019, it was reported that Atria Oyj is assessing the development of its business in Russia and exploring the possibility of selling it.With no further information, the deal has been withdrawn on 09/12/2019.",Withdrawn,AST,No, ,Friendly,0,Cash,0,100,2019-02-13,Strategic Alt Review,,, ,,, ,,Russia,,N.A.,Potential Buyer,,,,N.A.,,Finland,FI,Consumer Staples,Atria Oyj, ,,Russia,,Consumer Staple Products,Consumer Staples,Food,Russian business/Atria Oyj,,, , , , , , , , ,,,,,,,,,
,, ,187162421, ,2018-11-21,N/A,N/A,N/A,2018-11-21,,EUR,N/A,"PE Buyout, Company Takeover, Cross Border, Private Equity",Westwing Group SE sold Westwing Russia to Elbrus Capital OOO. The transaction was completed on 11/21/2018. Financial terms of the transaction are undisclosed.,Completed,M&A,No, ,Friendly,0,Cash,0,100,2018-11-21,,Imap In Sucursal,, ,,, ,Moscow,Russia,RU,Financials,Elbrus Capital OOO,,MISC INVSTRS,6799,6719,N.A.,Germany,DE,Consumer Discretionary,Westwing Group SE,HOLDING CO NEC,N.A,Russia,RU,Consumer Discretionary Products,Consumer Discretionary,Home & Office Products,Westwing Russia,, , , , , , , , , ,,,,,,,,,
,, ,187169135, ,2018-04-30,N/A,N/A,N/A,2018-04-30,,RUB,N/A,Minority Purchase,Unnamed Buyer acquired a minority stake in Scientific Investment Center Cable Technologies CJSC. The transaction was completed on 4/30/2018. Financial terms of the transaction are undisclosed.,Completed,INV,No, ,Friendly,0,Undisclosed,0,40, ,,Imap In Sucursal,, ,,, ,,Russia,,N.A.,Unnamed Buyer,,,, ,N.A.,N.A., ,N.A.,, ,N.A,Russia,RU,Real Estate,Real Estate,Real Estate Owners & Developers,Scientific Investment Center Cable Technologies CJSC,, , , , , , , , , ,,,,,,,,,
,, ,187342128, ,2018-12-25,N/A,N/A,N/A,2018-12-25,,RUB,N/A,"Cross Border, Private Equity, Minority Purchase",A consortium led by Private Investor acquired a minority stake in Professional Logistic Technologies LLC. The transaction was completed on 12/25/2018. Financial terms of the transaction are undisclosed.,Completed,INV,No, ,Friendly,0,Cash,0,0, ,,,, ,,, ,,Unknown,,"Financials, Financials","Private Investor,Russian Direct Investment Fund Management Co (Fund: RDIF Mubadala Co-investment Fund),Mubadala Investment Co PJSC",,,, ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Real Estate,Real Estate,Real Estate Owners & Developers,Professional Logistic Technologies LLC,, , , , , , , , , ,,,,,,,,,
Renaissance Cap,Cleary Gottlieb, ,187530623, ,2019-02-19,226.6,226.6,226.6 Mln,2019-02-19,,USD,226.6,"Private Equity, Minority Purchase",Sistema PJSFC acquired a minority stake in Etalon Group PLC. The transaction was completed on 2/19/2019.,Completed,INV,No, ,Friendly,0,Cash,0,25, ,,,, ,,Gowling WLG, ,Moscow,Russia,RU,Communications,Sistema PJSFC,,PHONE NO  RADI,4813, ,N.A.,N.A., ,N.A.,, ,Novosibirsk,Russia,RU,Real Estate,Real Estate,Real Estate Owners & Developers,Etalon Group PLC,7123, ,0.99,41.33,0.82,0.46,0.99,41.33,0.82,0.46,,,,,,,,,
,, ,188007029, ,2019-02-27,N/A,N/A,N/A,2019-02-27,,RUB,N/A,Minority Purchase,VK IPJSC acquired a minority stake in Skillbox OOO. The transaction was completed on 2/27/2019. Financial terms of the transaction are undisclosed.,Completed,INV,No, ,Friendly,0,Undisclosed,0,10, ,,,, ,,, ,Sankt-peterburg,Russia,RU,Communications,VK IPJSC,,AMUSEMENT SVC,7999, ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Media,Communications,Internet Media & Services,Skillbox OOO,, , , , , , , , , ,,,,,,,,,
,, ,188563724, ,2019-02-28,3000,3000,N/A,2019-08-28,,USD,N/A,Company Takeover,"With no further information, the deal has been withdrawn on 08/28/2019. On 02/28/2019, it was reported that Playrix is looking to sell itself for over USD 3,000.00 M. Chinese companies such as iDreamsky Technology Holdings Ltd and FunPlus Game Co Ltd have shown interest towards the deal.",Withdrawn,M&A,No, ,Friendly,0,Undisclosed,0,100,2019-02-28,On the Block,,, ,,, ,,China,,N.A.,Potential Buyer,,,, ,N.A.,N.A., ,N.A.,, ,Vologda,Russia,RU,Media,Communications,Entertainment Content,Playrix OOO,, , , , , , , , , ,,,,,,,,,
,, ,188573685, ,2019-03-05,N/A,N/A,N/A,2019-03-05,,EUR,N/A,"Cross Border, Minority Purchase",ABH Holdings SA sold a minority stake in RuRu to Beeline Inc. The transaction was completed on 3/5/2019. Financial terms of the transaction are undisclosed.,Completed,INV,No, ,Friendly,0,Undisclosed,0,40, ,,,, ,,, ,Schaumburg,United States,US,Communications,Beeline Inc,, ,N.A.,N.A.,N.A.,Luxembourg,RU,Financials,ABH Holdings SA, ,Moscow,Russia,RU,Financial Services,Financials,Specialty Finance,RuRu,, , , , , , , , , ,,,,,,,,,
,, ,188925008, ,2015-11-18,1.3,1.3,1.3 Mln,2015-11-18,,USD,1.3,"Venture Capital, Private Equity, Minority Purchase, Additional Stake Purchase, Financing Round, Cross Border",A consortium led by ESN Group acquired a minority stake in JSC Smartfin. The transaction was completed on 11/18/2015.,Completed,INV,No, ,Friendly,0,Cash,0,0, ,,,, ,,, ,,Russia,,"Industrials, Financials, Financials","ESN Group,Almaz Capital Partners Ltd (Fund: Almaz Capital Russia Fund I LP),Inventure Partners",,,, ,N.A.,N.A., ,N.A.,, , ,Russia,RU,Software & Tech Services,Technology,Software,JSC Smartfin,, , , , , , , , , ,,,,,,,,,
,, ,188932226, ,2017-11-22,N/A,N/A,N/A,2017-11-22,,USD,N/A,"Venture Capital, Private Equity, Minority Purchase, Financing Round",A consortium led by Baring Vostok Capital Partners Ltd/Russia acquired a minority stake in Busfor LLC. The transaction was completed on 11/22/2017. Financial terms of the transaction are undisclosed.,Completed,INV,No, ,Friendly,0,Cash,0,0, ,,,, ,,, ,,Russia,,"Financials, Financials","Baring Vostok Capital Partners Ltd/Russia (Fund: Baring Vostok Private Equity Fund V LP),Elbrus Capital OOO (Fund: Elbrus Capital Fund I LP)",,,, ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Media,Communications,Internet Media & Services,Busfor LLC,, , , , , , , , , ,,,,,,,,,
,, ,188932646, ,2018-08-21,4,4,4.0 Mln,2018-08-21,,USD,4,"Venture Capital, Cross Border, Private Equity, Minority Purchase, Financing Round",VNV Global Ltd acquired a minority stake in Busfor LLC. The transaction was completed on 8/21/2018.,Completed,INV,No, ,Friendly,0,Cash,0,0, ,,,, ,,, , ,Sweden,BM,Financials,VNV Global Ltd,7, ,N.A., ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Media,Communications,Internet Media & Services,Busfor LLC,, , , , , , , , , ,,,,,,,,,
,, ,188992485, ,2019-03-13,3.22,3.22,3.217 Mln,2019-03-13,,USD,3.22,"Mandatory Offer, Cross Border, Additional Stake Purchase",Sun Pharmaceutical Industries Ltd acquired Biosintez OAO for USD 3.22M. The transaction was completed on 3/13/2019.,Completed,INV,No, ,Friendly,0,Cash,85.099998,11.86, ,,,, ,,, ,Mumbai,India,IN,Health Care,Sun Pharmaceutical Industries Ltd,21514, ,N.A., ,N.A.,N.A., ,N.A.,, ,Penza,Russia,RU,Health Care,Health Care,Biotech & Pharma,Biosintez OAO,938, ,8.64, ,0.82,0.45,8.64, ,0.82,0.45,,,,,,,,,
,, ,188992869, ,2018-10-03,7.5,7.5,7.5 Mln,2018-10-03,,USD,7.5,"Cross Border, Private Equity, Minority Purchase",A consortium led by Russian Direct Investment Fund Management Co acquired a minority stake in iCanDeliver.ru. The transaction was completed on 10/03/2018.,Completed,INV,No, ,Friendly,0,Cash,0,0, ,,,, ,,, ,,Russia,,"Financials, Financials","Russian Direct Investment Fund Management Co,Mubadala Investment Co PJSC",,,, ,N.A.,N.A., ,N.A.,, , ,Russia,RU,Industrial Services,Industrials,Transportation & Logistics,iCanDeliver.ru,, , , , , , , , , ,,,,,,,,,
,Cms Legal, ,188992881, ,2019-02-11,N/A,N/A,N/A, ,,EUR,N/A,"Cross Border, Asset Sale",Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen announced the sale of ERGO Non-Life business/ERGO International AG to RESO-Garantia Insurance PJSC. The transaction was announced on 2/11/2019 and is currently pending. Financial terms of the transaction are undisclosed.,Pending,AST,No, ,Friendly,0,Cash,0,100, ,,,, ,,, ,Moscow,Russia,RU,Financials,RESO-Garantia Insurance PJSC,8634, ,N.A.,N.A.,,Germany,DE,Financials,Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen, ,,Russia,,Insurance,Financials,Insurance,ERGO Non-Life business/ERGO International AG,,, , , , , , , , ,,,,,,,,,
,Linklaters, ,189243911, ,2019-03-22,20,20,20.0 Mln,2019-09-23,USD 130.00,USD,20,"Company Takeover, Cross Border","On 03/22/2019, it was reported that Thomas Cook Group announces that it has agreed to enter into a joint venture agreement with Ionic Invest, to buy the tour operator of Biblio Globus. On 03/18/2019, it was reported that Thomas Cook Group PLC may buy one of Russia’s largest tour operators ...",Withdrawn,M&A,Yes, ,Friendly,0,Cash,0,100,2019-03-18,,,, ,,, ,,United Kingdom,,Consumer Discretionary,"Thomas Cook Group PLC,Sarpedon Travel",,,, ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Media,Communications,Internet Media & Services,Biblio-Globus,, , , , , , , , , ,,,,,,,,,
,, ,189332660, ,2016-02-02,N/A,N/A,N/A,2016-02-02,,RUB,N/A,"Private Equity, Minority Purchase",A1 Investments acquired a minority stake in Eurodon OOO. The transaction was completed on 2/2/2016. Financial terms of the transaction are undisclosed.,Completed,INV,No, ,Friendly,0,Cash,0,40, ,,,, ,,, ,Moscow,Russia,RU,Financials,A1 Investments,,MISC INVSTRS,6799, ,N.A.,N.A., ,N.A.,, ,Rostov,Russia,RU,Consumer Staple Products,Consumer Staples,Food,Eurodon OOO,, , , , , , , , , ,,,,,,,,,
,, ,189423435, ,2019-08-22,N/A,N/A,N/A,2019-08-22,,RUB,N/A,Majority Purchase,"On 08/22/2019, it was reported that Mail.Ru Group Ltd has acquired a majority stake in New Transport Systems LLC for an undisclosed amount. On 03/20/2019, it was reported that Mali.Ru Group Ltd is considering to acquire a minority stake in New Transport Systems LLC.",Completed,M&A,No, ,Friendly,0,Undisclosed,0,0,2019-03-20,,,, ,,, ,Sankt-peterburg,Russia,RU,Communications,VK IPJSC,,AMUSEMENT SVC,7999, ,N.A.,N.A., ,N.A.,, ,Belgorod,Russia,RU,Retail & Whsle - Discretionary,Consumer Discretionary,Wholesale - Discretionary,New Transport Systems LLC,, , , , , , , , , ,,,,,,,,,
,, ,189905058, ,2016-02-02,N/A,N/A,N/A,2016-02-02,,RUB,N/A,"Private Equity, Minority Purchase",A1 Investments acquired a minority stake in Ursdon OOO. The transaction was completed on 2/2/2016. Financial terms of the transaction are undisclosed.,Completed,INV,No, ,Friendly,0,Cash,0,49, ,,,, ,,, ,Moscow,Russia,RU,Financials,A1 Investments,,MISC INVSTRS,6799, ,N.A.,N.A., ,N.A.,, ,Ust-donetskiy,Russia,RU,Consumer Staple Products,Consumer Staples,Food,Ursdon OOO,, , , , , , , , , ,,,,,,,,,
,, ,189910284, ,2016-02-02,N/A,N/A,N/A,2016-02-02,,RUB,N/A,"Private Equity, Minority Purchase",A1 Investments acquired a minority stake in Metall-Don OOO. The transaction was completed on 2/2/2016. Financial terms of the transaction are undisclosed.,Completed,INV,No, ,Friendly,0,Cash,0,49, ,,,, ,,, ,Moscow,Russia,RU,Financials,A1 Investments,,MISC INVSTRS,6799, ,1611,N.A., ,N.A.,, ,N.A,Russia,RU,Industrial Services,Industrials,Engineering & Construction,Metall-Don OOO,,HIGHWY/ST CON, , , , , , , , ,,,,,,,,,
,, ,189913374, ,2016-02-02,N/A,N/A,N/A,2016-02-02,,RUB,N/A,"Private Equity, Minority Purchase",A1 Investments acquired a minority stake in Irdon OOO. The transaction was completed on 2/2/2016. Financial terms of the transaction are undisclosed.,Completed,INV,No, ,Friendly,0,Cash,0,49, ,,,, ,,, ,Moscow,Russia,RU,Financials,A1 Investments,,MISC INVSTRS,6799, ,1794,N.A., ,N.A.,, ,Moscow,Russia,RU,Industrial Services,Industrials,Engineering & Construction,Irdon OOO,,EXCAVATION, , , , , , , , ,,,,,,,,,
,, ,190084786, ,2019-03-29,N/A,N/A,N/A,2019-09-30,,USD,N/A,Company Takeover,"On 03/29/2019, RBC reported that Gazprom PJSC is negotiating the purchase of Stroygazmontazh OOO from Arkady Rotenberg and StroyTransNefteGaz JSC from Gennady Timchenko.",Withdrawn,M&A,No, ,Friendly,0,Cash,0,100,2019-03-29,Negotiation,,, ,,, ,St. Petersburg,Russia,RU,Energy,Gazprom PJSC,468, ,N.A., ,,N.A., ,N.A.,, ,,Russia,,"Industrial Services, Industrial Services","Industrials, Industrials","Engineering & Construction, Engineering & Construction","Stroygazmontazh OOO,StroyTransNefteGaz JSC",,, , , , , , , , ,,,,,,,,,
,, ,190284002, ,2019-04-01,N/A,N/A,N/A,2019-06-04,,RUB,N/A,Company Takeover,Sberbank of Russia PJSC acquired RDV-soft OOO. The transaction was announced on 4/1/2019 and completed on 6/4/2019. Financial terms of the transaction are undisclosed.,Completed,M&A,No, ,Friendly,0,Undisclosed,0,100, ,,,, ,,Dla Piper Llp, ,Moscow,Russia,RU,Financials,Sberbank of Russia PJSC,289721,NATL COML BANK,6021, ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Media,Communications,Internet Media & Services,RDV-soft OOO,, , , , , , , , , ,,,,,,,,,
Citi,Freshfields, ,190341992, ,2019-04-01,729,729,3.6/sh.,2019-04-30,,USD,729,"Cross Border, Private Equity, Minority Purchase",A consortium led by European Bank for Reconstruction & Development sold a minority stake in Lenta International Co PJSC to Severgroup CJSC. The transaction was announced on 4/1/2019 and completed on 4/30/2019.,Completed,INV,No, ,Friendly,0,Cash,0,41.91, ,,Credit Suisse,Cleary Gottlieb/Clifford Chance, ,JP Morgan,, ,Cherepovets,Russia,RU,Financials,Severgroup CJSC,, ,N.A.,,2297,United Kingdom,,"Government, Financials","European Bank for Reconstruction & Development,TPG Capital LP/US (Fund: TPG Partners VI LP)",,Saint Petersburg,Russia,RU,Retail & Wholesale - Staples,Consumer Staples,Retail - Consumer Staples,Lenta International Co PJSC,66700,NONWEAVE FAB,1.58,3.22,0.31,0.46,1.58,3.22,0.31,0.46,,,,,,,,,
Citi/Credit Suisse,Freshfields, ,190406211, ,2019-04-02,641.4,2071.32,3.6/sh.,2019-06-04,,USD,2071.32,"Mandatory Offer, Majority Purchase, Additional Stake Purchase, Tender Offer",Severgroup CJSC acquired Lenta International Co PJSC for USD 2071.32M. The transaction was announced on 4/2/2019 and completed on 6/4/2019.,Completed,M&A,No, ,Friendly,1429.911987,Cash,41.91,36.82, ,,,, ,JP Morgan,Cleary Gottlieb, ,Cherepovets,Russia,RU,Financials,Severgroup CJSC,, ,N.A., ,2297,N.A., ,N.A.,, ,Saint Petersburg,Russia,RU,Retail & Wholesale - Staples,Consumer Staples,Retail - Consumer Staples,Lenta International Co PJSC,66700,NONWEAVE FAB,1.59,3.23,0.31,0.46,2.89,5.88,0.57,0.84,,,,,,,,,
