Acquirer Financial Adviser,Acquirer Legal Adviser,Acquirer Termination Fee,Action ID,Amendment Date,Announce Date,Announced Equity Value (mil.),Announced Total Value (mil.),Cash Terms,Completion/Termination Date,Contingency Payment (Cash),Currency of Deal,Current/Completed Total Value,Deal Attributes,Deal Description,Deal Status,Deal Type,Has Contingency Payment,Merger Agreement Date,Nature of Bid,Net Debt,Payment Type,Percent Owned,Percent Sought,Proposal Date,Proposed Deal Type,Seller Financial Adviser,Seller Legal Adviser,Stock Terms,Target Financial Adviser,Target Legal Adviser,Target Termination Fee,Acquirer City of Domicile,Acquirer Country/Region,Acquirer Country/Region ISO Code,Acquirer Industry Sector,Acquirer Name,Acquirer Number of Employees,Acquirer SIC Name,Current Acquirer SIC Code,Current Seller SIC Code,Current Target SIC Code,Seller Country/Region,Seller Country/Region ISO Code,Seller Industry Sector,Seller Name,Seller SIC Name,Target City of Domicile,Target Country/Region,Target Country/Region ISO Code,Target Industry Group,Target Industry Sector,Target Industry Subgroup,Target Name,Target Number of Employees,Target SIC Name,EqV/Book Val,EqV/EBITDA,EqV/Rev,EqV/Total Assets,TV/Book Val,TV/EBITDA,TV/Rev,TV/Total Assets,Acquirer Shareholders,Central Bank of Russia,EC: European Commission,Federal Antimonopoly service of Russian Federation: FAC,Foreign Investment Commission,Ministry of Finance,Russian Ministry on Antitrust Policy,Seller Board of Directors,Target Shareholders
,, ,153847637, ,2017-10-16,N/A,N/A,N/A,2018-04-14,,RUB,N/A,Company Takeover,"With no further information, the deal has been withdrawn on 04/14/2018",Withdrawn,M&A,No, ,Friendly,0,Undisclosed,0,100, ,,,, ,,, ,Krasnodar,Russia,RU,Consumer Staples,Magnit PJSC,359, ,N.A., ,N.A.,N.A., ,N.A.,, , ,Russia,RU,Consumer Discretionary Services,Consumer Discretionary,Leisure Facilities & Services,Holiday Group of Cos,, , , , , , , , , ,,,,,,,,,
,, ,153860819, ,2017-10-16,N/A,N/A,N/A, ,,RUB,N/A,Company Takeover,Red Wings ZAO announced the acquisition of Aviakompaniya Smartavia AO. The transaction was announced on 10/16/2017 and is currently pending. Financial terms of the transaction are undisclosed.,Pending,M&A,No, ,Friendly,0,Undisclosed,0,100, ,,,, ,,, ,Moscow,Russia,RU,Industrials,Red Wings ZAO,, ,N.A., ,4512,N.A., ,N.A.,, ,Arkhangelsk,Russia,RU,Industrial Services,Industrials,Transportation & Logistics,Aviakompaniya Smartavia AO,,SCHED AIR TRAN, , , , , , , , ,,,,,,,,,
,, ,153907136, ,2017-10-17,N/A,N/A,N/A, ,,USD,N/A,"Cross Border, Majority Purchase, PE Seller",Coca-Cola Co/The announced the sale of Nidan Juices OJSC to Maxidom OOO. The transaction was announced on 10/17/2017 and is currently pending. Financial terms of the transaction are undisclosed.,Pending,M&A,No, ,Friendly,0,Cash,0,91.269997, ,,,, ,,, ,Saint Petersburg,Russia,RU,Consumer Discretionary,Maxidom OOO,, ,N.A.,2080,N.A.,United States,US,Consumer Staples,Coca-Cola Co/The,BEVERAGES,Moscow,Russia,RU,Consumer Staple Products,Consumer Staples,Beverages,Nidan Juices OJSC,, , , , , , , , , ,,,,,,,,,
,, ,153920396, ,2017-10-11,N/A,N/A,N/A,2017-10-11,,RUB,N/A,"Cross Border, Additional Stake Purchase",SovCo Capital Partners BV acquired RosEvroBank. The transaction was completed on 10/11/2017. Financial terms of the transaction are undisclosed.,Completed,INV,No, ,Friendly,0,Undisclosed,9.48,9.16, ,,,, ,Citi,, ,Hoofddorp,Netherlands,NL,Financials,SovCo Capital Partners BV,, ,N.A., ,6029,N.A., ,N.A.,, ,Moscow,Russia,RU,Banking,Financials,Banking,RosEvroBank,,COML BANK NEC, , , , , , , , ,,,,,,,,,
,Dla Piper Llp, ,153976359, ,2017-10-18,N/A,N/A,N/A,2018-01-10,,PKR,N/A,"Cross Border, Majority Purchase","On 10/18/2017, Savencia SA announced their intention of acquiring a majority stake in Belebey OAO. This deal was completed on 01/10/2018.",Completed,M&A,No, ,Friendly,0,Undisclosed,0,0,2017-10-17,,,, ,,, ,Viroflay,France,FR,Consumer Staples,Savencia SA,22680, ,N.A., ,2022,N.A., ,N.A.,, , ,Russia,RU,Consumer Staple Products,Consumer Staples,Food,Belebeevski Molochny Kombinat AO,,NATUR/PROC CHS, , , , , , , , ,,,,,,,,,
,, ,153984489, ,2017-10-18,N/A,N/A,N/A,2017-12-15,,RUB,N/A,Company Takeover,Magnit PJSC announced the acquisition of Edvard Tekhnolodzhi Konsalting OOO. The transaction was announced on 10/18/2017 and terminated on 12/15/2017. Financial terms of the transaction are undisclosed.,Terminated,M&A,No, ,Friendly,0,Undisclosed,0,100, ,,,, ,,, ,Krasnodar,Russia,RU,Consumer Staples,Magnit PJSC,359, ,N.A., ,N.A.,N.A., ,N.A.,, ,Novosibirsk,Russia,RU,Financial Services,Financials,Specialty Finance,Edvard Tekhnolodzhi Konsalting OOO,, , , , , , , , , ,,,,,,,,,
,, ,154248146, ,2017-10-24,N/A,N/A,N/A,2017-10-10,,USD,N/A,"Cross Border, Minority Purchase",Accles Holdings Ltd acquired a minority stake in IG Seismic Services PLC. The transaction was announced on 10/24/2017 and completed on 10/10/2017. Financial terms of the transaction are undisclosed.,Completed,INV,No, ,Friendly,0,Cash,0,25.83, ,,,, ,,, , ,Cyprus,CY,Financials,Accles Holdings Ltd,, ,N.A., ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Oil & Gas,Energy,Oil & Gas Services & Equip,IG Seismic Services PLC,, , , , , , , , , ,,,,,,,,,
,, ,154628894, ,2017-10-31,1035.86,1035.86,514.0/sh.,2017-10-31,,RUB,1035.86,"Cross Border, Minority Purchase","Telia Co AB announced the sale of a minority stake in MegaFon PJSC to Gazprombank JSC. The transaction was announced on 10/31/2017 and is currently pending. As of announcement date, this is the largest ever acquisition of Gazprombank JSC.",Completed,INV,No, ,Friendly,0,Cash,0,19, ,,BofA ML/Citi/Morgan Stanley,Houthoff/White & Case LLP, ,,, ,Moscow,Russia,RU,Financials,Gazprombank JSC,,COML BANK NEC,6029,4813,N.A.,Sweden,SE,Communications,Telia Co AB,PHONE NO  RADI,Sankt-peterburg,Russia,RU,Telecommunications,Communications,Telecommunications,MegaFon PJSC,, ,3.01,2.47,0.89,0.57,3.01,2.47,0.89,0.57,,,,,,,,,
,Dentons, ,155037635, ,2017-11-06,87.59,87.59,5119.0 Mln,2017-11-28,RUB 1970.00,RUB,87.59,"Cross Border, Asset Sale",Sever LLC sold Logistics park/Moscow to Raven Property Group Ltd for RUB 5119.00M. The transaction was announced on 11/6/2017 and completed on 11/28/2017.,Completed,AST,No, ,Friendly,0,Cash,0,100, ,,,, ,,, ,St. Peter Port,Guernsey,GG,Real Estate,Raven Property Group Ltd,183, ,N.A.,N.A.,,United Kingdom,GB,Financials,Sever LLC, ,,Russia,,Real Estate,Real Estate,Real Estate Owners & Developers,Logistics park/Moscow,,, , , , , , , , ,,,,,,,,,
,, ,155171703, ,2018-01-15,N/A,N/A,N/A, ,,RUB,N/A,Additional Stake Purchase,"On 01/15/2018 the board of directors of Uralkali PJSC approved the sale of shares to UralChem Holding PLC. On 12/18/2017, the Federal Anti-Monopoly Agency approved the acquisition of a 9.99% stake in Uralkali. On 11/08/2017, Uralkari PJSC announced that they are weighing issue of 150m preferr...",Pending,INV,No, ,Friendly,0,Undisclosed,19.99,10,2017-11-08,Strategic Alt Review,,, ,,, ,Moscow,Russia,RU,Materials,UralChem Holding PLC,, ,N.A., ,N.A.,N.A., ,N.A.,, ,Berezniki,Russia,RU,Materials,Materials,Chemicals,Uralkali PJSC,13465, , , , , , , , , ,,,2018-08-02,2017-12-18,,,,,
,, ,155238828,2017-11-06,2016-09-21,3.06,3.06,0.420709 Mln,2017-11-30,,USD,3.06,"Company Takeover, Cross Border, Majority Purchase",A consortium led by Metalsib Group sold Sibzoloto Investments Ltd & LLC Davenda to Orsu Metals Corp for USD 3.06M. The transaction was announced on 9/21/2016 and completed on 11/30/2017.,Completed,M&A,No, ,Friendly,0,Cash and Stock,0,0, ,,,,146.6057 Mln Sh,,, ,London,United Kingdom,GB,Materials,Orsu Metals Corp,,METAL ORES NEC,1099,,,British Virgin Islands,,"Materials, Materials","Metalsib Group,OC Management Group",,,Russia,,"Materials, Materials","Materials, Materials","Metals & Mining, Metals & Mining","Sibzoloto Investments Ltd,LLC Davenda",,, , , , , , , , ,2017-12-01,,,,,,,,
VTB Capital,, ,155328427, ,2018-08-14,N/A,N/A,N/A,2018-10-02,,RUB,N/A,Majority Purchase,"On 08/14/2018, On VTB Bank PJSC annoucned that it had an agreement to acquire at least a 75% stake in Bank Vozrozhdenie PJSC for an undisclosed amount. 6/7/2018, Vedomosti reported that VTB Group may announce to acquire Bank Vozrozhdenie PJSC. On 3/28/2018 RBK reported that Bonum Capital was ...",Completed,M&A,No, ,Friendly,-11252,Undisclosed,0,85,2017-11-10,Strategic Alt Review,,, ,,Herbert Smith Fr, ,Moscow,Russia,RU,Financials,VTB Bank PJSC,, ,N.A., ,6029,N.A., ,N.A.,, ,Moscow,Russia,RU,Banking,Financials,Banking,Bank Vozrozhdenie PJSC,,COML BANK NEC,0.54, ,0.44,0.06,0.08, ,0.07,0.01,,,,,,,,,
,, ,155472728, ,2017-11-14,N/A,N/A,N/A,2018-05-13,,RUB,N/A,Minority Purchase,"With no further information, the deal has been withdrawn on 05/13/18. On 11/14/2017, it is reported that Vezet LLC is looking for potential investors to acquire a minority stake in the company. Potential investors include Mail.Ru Group Ltd & VimpelCom- Invest LLC, according to people familiar...",Withdrawn,INV,No, ,Friendly,0,Undisclosed,0,0,2017-11-14,On the Block,,, ,,, ,,British Virgin Islands,,N.A.,Potential Buyer,,,, ,N.A.,N.A., ,N.A.,, ,Voronezh,Russia,RU,Industrial Services,Industrials,Transportation & Logistics,Vezet LLC,, , , , , , , , , ,,,,,,,,,
,Hogan Lovells US, ,155677720, ,2017-11-17,N/A,N/A,N/A,2017-11-17,,RUB,N/A,Minority Purchase,Sberbank of Russia PJSC acquired a minority stake in Visionlabs OOO. The transaction was completed on 11/17/2017. Financial terms of the transaction are undisclosed.,Completed,INV,No, ,Friendly,0,Undisclosed,0,25.07, ,,,, ,,, ,Moscow,Russia,RU,Financials,Sberbank of Russia PJSC,289721,NATL COML BANK,6021, ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Software & Tech Services,Technology,Software,Visionlabs OOO,, , , , , , , , , ,,,,,,,,,
,, ,155680360, ,2017-11-17,4.25,4.25,3.6 Mln, ,,EUR,4.16,"Cross Border, Minority Purchase",Euroins Insurance Group LCC announced the acquisition of a minority stake in Euroins RNO OOO. The transaction was announced on 11/17/2017 and is currently pending.,Pending,INV,No, ,Friendly,0,Cash,0,49, ,,,, ,,, ,Sofia,Bulgaria,BG,Financials,Euroins Insurance Group LCC,, ,N.A., ,N.A.,N.A., ,N.A.,, ,Smolensk,Russia,RU,Insurance,Financials,Insurance,Euroins RNO OOO,, , , , , , , , , ,,,,,,,,,
,, ,155692780, ,2015-02-02,2.1,2.1,2.1 Mln,2015-02-02,,USD,2.1,"Venture Capital, Private Equity, Minority Purchase, Additional Stake Purchase, Financing Round",A consortium led by Inventure Partners acquired a minority stake in Netology. The transaction was completed on 2/2/2015.,Completed,INV,No, ,Friendly,0,Cash,0,0, ,,,, ,,, ,,Russia,,"Financials, Financials","Inventure Partners,Flashpoint Venture Capital",,,, ,N.A.,N.A., ,N.A.,, ,Moskva,Russia,RU,Media,Communications,Internet Media & Services,Netology,, , , , , , , , , ,,,,,,,,,
,, ,155829093, ,2017-11-21,N/A,N/A,N/A,2017-11-21,,RUB,N/A,"Cross Border, Minority Purchase",Acmero Capital Ltd acquired a minority stake in Liga-Trans OOO. The transaction was completed on 11/21/2017. Financial terms of the transaction are undisclosed.,Completed,INV,No, ,Friendly,0,Undisclosed,0,50, ,,,, ,,, , ,Hong Kong,HK,Financials,Acmero Capital Ltd,, ,N.A., ,N.A.,N.A., ,N.A.,, ,Rostov-On-Don,Russia,RU,Industrial Services,Industrials,Transportation & Logistics,Liga-Trans OOO,, , , , , , , , , ,,,,,,,,,
,, ,155829261, ,2017-11-21,N/A,N/A,N/A,2018-05-20,,RUB,N/A,Asset Sale,"With no further information, the deal has been withdrawn on 05/20/18.On 11/21/2017, it was reported that Sveza Holdings Ltd is considering the acquisition of 100% stake in Tyumen veneer plant.",Withdrawn,AST,No, ,Friendly,0,Undisclosed,0,100,2017-11-21,,,, ,,, ,Cherepovets,Russia,RU,Financials,Severgroup CJSC,, ,N.A., ,,N.A., ,N.A.,, ,,Russia,,Materials,Materials,"Forestry, Paper & Wood Products",Tyumen Veneer plant/Russia,,, , , , , , , , ,,,,,,,,,
,, ,155843133, ,2017-11-21,N/A,N/A,N/A,2018-11-24,,EUR,N/A,"Company Takeover, Cross Border","With no further information the deal has been withdrawn on 11/24/2018. On 05/25/2018, it was reported that Enel SpA is in talks with ESN Group to sale Reftinskaya GRES Coal Plant Russia. On 01/17/2018, Vedomosti newspaper reported that Russian billionaire Oleg Deripaska has submitted a bid to...",Withdrawn,M&A,No, ,Friendly,0,Cash,0,100,2017-11-21,,,, ,,, ,,Russia,,N.A.,Potential Buyer,,,,4911,,Italy,IT,Utilities,Enel SpA,ELECTRIC SVC,,Russia,,N.A.,N.A.,N.A.,Reftinskaya GRES Coal Plant Russia,,, , , , , , , , ,,,,,,,,,
,, ,155995908, ,2017-11-24,N/A,N/A,N/A,2018-05-23,,EUR,N/A,"Company Takeover, Cross Border","With no further information on this proposal, the transaction has been withdrawn.BASF SE proposed to acquire DEA Deutsche Erdoel AG. The transaction was proposed on 11/24/2017.  Financial terms of the transaction are unknown.",Withdrawn,M&A,No, ,Friendly,2389,Undisclosed,0,100,2017-11-24,Negotiation,,, ,,, ,Ludwigshafen,Germany,DE,Materials,BASF SE,94910,CHEMICALS,2800, ,N.A.,N.A., ,N.A.,, ,Hamburg,Russia,DE,Oil & Gas,Energy,Oil & Gas Supply Chain,Wintershall Dea International GmbH,, ,-1.42, , ,-0.37, , , , ,,,,,,,,,
,, ,156429681, ,2017-12-01,2046.64,2046.64,1719.0 Mln,2017-12-01,,EUR,2046.64,"Cross Border, Asset Sale, Minority Purchase","On 12/01/2017, OMV AG announced the acquisition of 24.99% stake in the Yuzhno Russkoye Gas Field from Uniper SE for EUR 1,719.00M. The transaction was completed on 12/01/2017",Completed,AST,No, ,Friendly,0,Cash,0,24.99, ,,,, ,,, ,Vienna,Austria,AT,Energy,OMV AG,15936, ,N.A.,N.A.,,Germany,DE,Utilities,Uniper SE, ,,Russia,,N.A.,N.A.,N.A.,Yuzhno Russkoye Gas Field,,, , , , , , , , ,,,,,,,,,
,, ,156482967, ,2017-12-01,N/A,N/A,N/A,2018-06-01,,RUB,N/A,"Cross Border, Minority Purchase",Volkswagen AG announced the acquisition of a minority stake in GAZ PJSC. Financial terms of the transaction are undisclosed.,Withdrawn,INV,No, ,Friendly,0,Undisclosed,0,0,2017-12-01,Negotiation,,, ,,, ,WOLFSBURG,Germany,DE,Consumer Discretionary,Volkswagen AG,621201, ,N.A., ,N.A.,N.A., ,N.A.,, ,Niznhy Novgorod,Russia,RU,Consumer Discretionary Products,Consumer Discretionary,Automotive,GAZ PJSC,, , , , , , , , , ,,,,,,,,,
,, ,156572468, ,2017-12-04,N/A,N/A,N/A,2018-03-16,,RUB,N/A,Company Takeover,Sveza Holdings Ltd acquired Sveza Tyumen OOO. The transaction was announced on 12/4/2017 and completed on 3/16/2018. Financial terms of the transaction are undisclosed.,Completed,M&A,No, ,Friendly,0,Undisclosed,0,100, ,,,, ,,, ,Moscow,Russia,RU,Materials,Sveza Holdings Ltd,,TIMBER TRACTS,0811, ,2435,N.A., ,N.A.,, ,Tyumen,Russia,RU,Consumer Discretionary Products,Consumer Discretionary,Home Construction,Sveza Tyumen OOO,,HRDWD/VENEER, , , , , , , , ,,,,2018-03-16,,,,,
,Herbert Smith Fr, ,156609644, ,2017-09-21,15,15,15.0 Mln, ,,USD,15,"Convertible, Cross Border, Minority Purchase",Goldman Sachs Group Inc/The announced the acquisition of a minority stake in IXcellerate LLC. The transaction was announced on 9/21/2017 and is currently pending.,Pending,INV,No, ,Friendly,0,Cash,0,0, ,,,, ,,, ,New York,United States,US,Financials,Goldman Sachs Group Inc/The,46200,SEC BROKER/DLR,6211, ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Telecommunications,Communications,Telecommunications,IXcellerate LLC,, , , , , , , , , ,,,,,,,,,
,, ,156662866, ,2017-12-05,N/A,N/A,N/A,2017-12-05,,USD,N/A,"Company Takeover, Cross Border",A consortium led by Repsol SA sold Eurotech JSC & Yuzhno-Khadyryakhinskoye JSC to Novatek PJSC. The transaction was completed on 12/5/2017. Financial terms of the transaction are undisclosed.,Completed,M&A,No, ,Friendly,0,Undisclosed,0,100, ,,,, ,,, ,Moscow,Russia,RU,Energy,Novatek PJSC,18404, ,N.A.,,,Spain,,"Energy, Unclassifiable","Repsol SA,Independent Petroleum Co Holdings CY Ltd",,,Russia,,Oil & Gas,Energy,Oil & Gas Supply Chain,"Eurotech JSC,Yuzhno-Khadyryakhinskoye JSC",,, , , , , , , , ,,,,,,,,,
,, ,156702835, ,2017-12-06,N/A,N/A,N/A,2017-12-06,,RUB,N/A,"Venture Capital, Private Equity, Minority Purchase, Series A / 1",A consortium led by Private Investor acquired a minority stake in Umnaya kassa Merkata OOO. The transaction was completed on 12/6/2017. Financial terms of the transaction are undisclosed.,Completed,INV,No, ,Friendly,0,Cash,0,0, ,,,, ,,, ,,Russia,,Financials,"Private Investor,Finsight Ventures",,,, ,N.A.,N.A., ,N.A.,, , ,Russia,RU,Retail & Wholesale - Staples,Consumer Staples,Retail - Consumer Staples,Umnaya kassa Merkata OOO,, , , , , , , , , ,,,,,,,,,
,, ,156797307, ,2018-02-02,500,500,N/A, ,,USD,N/A,Company Takeover,"On 02/02/2018, it was reported that Federal Antimonopoly Service of Russia approved the Kamchatka Gold CJSC acquisition by GV Gold OAO. On 12/07/2017, RBC newspaper reported that GV Gold OAO may buy Viktor Vekselberg’s Kamchatka Gold CJSC for about USD 500.00M, according to the people famil...",Pending,M&A,No, ,Friendly,0,Undisclosed,0,100,2017-12-07,On the Block,,, ,,, ,Moscow,Russia,RU,Materials,GV Gold Vysochaishy Pjsc,, ,N.A., ,N.A.,N.A., ,N.A.,, ,Petropavlovsk-kamchatskiy,Russia,RU,Materials,Materials,Metals & Mining,Kamchatka Gold CJSC,, , , , , , , , , ,,,,2018-02-02,,,,,
,, ,157167538, ,2017-12-13,N/A,N/A,N/A,2017-12-13,,RUB,N/A,Minority Purchase,Enisey Capital OOO acquired a minority stake in Center for Cargo Container Traffic TransContainer PJSC. The transaction was completed on 12/13/2017. Financial terms of the transaction are undisclosed.,Completed,INV,No, ,Friendly,0,Undisclosed,0,24.5, ,,,, ,,, ,Moscow,Russia,RU,Financials,Enisey Capital OOO,, ,N.A., ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Industrial Services,Industrials,Transportation & Logistics,Center for Cargo Container Traffic TransContainer PJSC,, , , , , , , , , ,,,,,,,,,
,, ,157584430, ,2017-12-19,23.81,23.81,1400.0 Mln,2017-12-31,,RUB,24.32,Asset Sale,Novatek PJSC acquired 25year license/Osenniy for RUB 1400.00M. The transaction was announced on 12/19/2017 and completed on 12/31/2017.,Completed,AST,No, ,Friendly,0,Cash,0,100, ,,,, ,,, ,Moscow,Russia,RU,Energy,Novatek PJSC,18404, ,N.A., ,,N.A., ,N.A.,, ,,Russia,,Materials,Materials,Chemicals,25year license/Osenniy,,, , , , , , , , ,,,,,,,,,
,, ,157893132, ,2017-12-22,N/A,N/A,N/A,2017-12-22,,RUB,6.82,Company Takeover,Bashinformsvyaz PJSC acquired Tvingo Telecom OOO. The transaction was completed on 12/22/2017. Financial terms of the transaction are undisclosed.,Completed,M&A,No, ,Friendly,0,Undisclosed,0,100, ,,,, ,,, ,Ufa,Russia,RU,Communications,Bashinformsvyaz PJSC,4548, ,N.A., ,N.A.,N.A., ,N.A.,, ,Vladikavkaz,Russia,RU,Telecommunications,Communications,Telecommunications,Tvingo Telecom OOO,, , , , , , , , , ,,,,,,,,,
,, ,158038985, ,2017-12-25,N/A,N/A,N/A,2017-12-25,,RUB,N/A,Company Takeover,Nebius Group NV acquired Foodfox. The transaction was completed on 12/25/2017. Financial terms of the transaction are undisclosed.,Completed,M&A,No, ,Friendly,0,Undisclosed,0,100, ,,,, ,,, ,Schiphol,Russia,NL,Communications,Nebius Group NV,1543,COMPUT PROG,7370, ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Industrial Services,Industrials,Commercial Support Services,Foodfox,, , , , , , , , , ,,,,,,,,,
,, ,158107987, ,2017-12-27,3.12,3.12,3.125 Mln,2017-12-27,,USD,3.12,"Option Agreement, Minority Purchase",MegaFon PJSC acquired a minority stake in Forpost OOO/Moscow City. The transaction was completed on 12/27/2017.,Completed,INV,No, ,Friendly,0,Cash,0,12.5, ,,,, ,,, ,Sankt-peterburg,Russia,RU,Communications,MegaFon PJSC,, ,N.A., ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Industrial Services,Industrials,Commercial Support Services,Forpost OOO/Moscow City,, , , , , , , , , ,,,,,,,,,
,, ,158354046, ,2017-12-29,N/A,N/A,N/A,2017-12-29,,RUB,N/A,"Cross Border, Minority Purchase",Rosava acquired a minority stake in Concern Titan-2 ZAO. The transaction was completed on 12/29/2017. Financial terms of the transaction are undisclosed.,Completed,INV,No, ,Friendly,0,Undisclosed,0,50, ,,,, ,,, ,Kiev,Ukraine,UA,Real Estate,Rosava,56, ,N.A., ,1542,N.A., ,N.A.,, ,Sosnovy Bor,Russia,RU,Industrial Services,Industrials,Engineering & Construction,Concern Titan-2 ZAO,,NONRES BLDGS, , , , , , , , ,,,,,,,,,
,, ,158802234, ,2018-01-05,N/A,N/A,3.0 Mln,2018-01-05,,USD,N/A,"Cross Border, Asset Sale",Glu Mobile Inc sold Moscow studio & titles to Private Investor for USD 4.50M. The transaction was completed on 01/05/2018.,Completed,AST,No, ,Friendly,1.5,Cash and Debt,0,100, ,,,Fenwick & West, ,,, ,,United States,,N.A.,Private Investor,,,,7371,,United States,US,Communications,Glu Mobile Inc,PRGRMNG SVC,,Russia,,Software & Tech Services,Technology,Software,Moscow studio & titles,,, , , , , , , , ,,,,,,,,,
,, ,158892845, ,2017-12-12,N/A,N/A,N/A,2018-01-08,,CAD,6.03,"Cross Border, Asset Sale",Azarga Metals Corp announced the acquisition of Unkur Copper Silver project. The transaction was announced on 12/12/2017 and is expected to be completed by 1/8/2018. Financial terms of the transaction are undisclosed.,Pending,AST,No, ,Friendly,0,Stock,60,40, ,,,,42.0 Mln Sh,,, ,White Rock,Canada,CA,Materials,Azarga Metals Corp,,GOLD ORE,1041, ,,N.A., ,N.A.,, ,,Russia,,Materials,Materials,Metals & Mining,Unkur Copper Silver project,,, , , , , , , , ,,,,,,,,,
,, ,158910725, ,2018-01-09,N/A,N/A,N/A, ,,RUB,N/A,Company Takeover,Kuzbassenergo OJSC announced the acquisition of Sibeco LLC. The transaction was announced on 1/9/2018 and is currently pending. Financial terms of the transaction are undisclosed.,Pending,M&A,No, ,Friendly,0,Undisclosed,0,100, ,,,, ,,, ,Barnaul,Russia,RU,Utilities,Kuzbassenergo OJSC,, ,N.A., ,N.A.,N.A., ,N.A.,, ,Berezovsky,Russia,RU,Consumer Discretionary Products,Consumer Discretionary,Automotive,Sibeco LLC,, , , , , , , , , ,,,,,,,,,
,, ,159491573, ,2017-10-13,N/A,N/A,N/A,2017-10-13,,USD,N/A,"Company Takeover, Cross Border",FINCA International Inc sold FINCA Russia to Mikro Kapital Sarl. The transaction was completed on 10/13/2017. Financial terms of the transaction are undisclosed.,Completed,M&A,No, ,Friendly,0,Cash,0,100, ,,,Orrick Herringtn, ,,, ,Luxembourg,Luxembourg,LU,Financials,Mikro Kapital Sarl,784, ,N.A.,8742,,United States,US,Consumer Discretionary,FINCA International Inc,CONSULTING SVC,,Russia,,Financial Services,Financials,Specialty Finance,FINCA Russia,,, , , , , , , , ,,,,,,,,,
,, ,159496301, ,2018-10-16,198.12,198.12,171.0 Mln,2019-01-24,,EUR,193.21,"Cross Border, Asset Sale, Private Equity, Real Estate",Lindex Group OYJ sold Nevsky Center shopping mall to PPF Group NV for EUR 171.00M. The transaction was announced on 10/16/2018 and completed on 1/24/2019.,Completed,AST,No, ,Friendly,0,Cash,0,100,2018-01-22,,,, ,,, ,Amsterdam,Netherlands,NL,Financials,PPF Group NV,37000, ,N.A.,N.A.,,Finland,FI,Consumer Discretionary,Lindex Group OYJ, ,,Russia,,Real Estate,Real Estate,Real Estate Owners & Developers,Nevsky Center shopping mall,,, , , , , , , , ,,,,,,,,,
,, ,159497111, ,2018-01-22,100,100,100.0 Mln,2018-03-23,USD 20.00,USD,100,"Company Takeover, Cross Border",A consortium led by Private Investor sold ESforce Holding Ltd to VK IPJSC for USD 100.00M. The transaction was announced on 1/22/2018 and completed on 3/23/2018.,Completed,M&A,No, ,Friendly,0,Cash,0,100, ,,,, ,,, ,Sankt-peterburg,Russia,RU,Communications,VK IPJSC,,AMUSEMENT SVC,7999,,N.A.,United States,,Financials,"Private Investor,Walton CA Highland Falls Investment Corp",,Moscow,Russia,RU,Consumer Discretionary Services,Consumer Discretionary,Leisure Facilities & Services,ESforce Holding Ltd,, , , , , , , , , ,,,,,,,,,
