name,country,industry,grade_latest,grade_dec2022,action_type,in_dec2022_snapshot,first_grade_a_date,first_grade_ab_date,timing_left_censored,action_text
IMAX,Canada,Consumer Discretionary,A,,sold,no,2023-08-23,2023-08-23,no,Fully exit Russia
IMCD,Netherlands,Industrials,A,A,sold,yes,2022-12-24,2022-12-24,yes,withdraw from Russia completely
IMI Plc,United Kingdom,Materials,A,,sold,no,2023-08-23,2023-08-23,no,Withdrew from Russia
ISS,Denmark,Industrials,A,A,sold,yes,2022-12-24,2022-12-24,yes,ISS divested its Russian activities during March and is no longer active in Russia
Icosagen,Estonia,Industrials,A,D,other,yes,2023-08-23,2023-08-23,no,Ended business in Russia and Belarus
Ikea,Sweden,Consumer Discretionary,A,A,sold,yes,2022-12-24,2022-12-24,yes,Closed stores and sold factory.
Imperial Brands,United Kingdom,Consumer Staples,A,A,other,yes,2022-12-24,2022-12-24,yes,transfer Russian business to local partners
InPost,Poland,Industrials,A,A,suspended,yes,2022-12-24,2022-12-24,yes,stop purchasing services/goods from Russian &amp; Belorussian companies
Inchcape,United Kingdom,Industrials,A,,sold,no,2023-08-23,2023-08-23,no,Withdrew from Russia
Incoff Aerospace,Slovakia,Industrials,A,A,other,yes,2022-12-24,2022-12-24,yes,no longer trade with the Russians
Inditex,Spain,Consumer Discretionary,A,B,suspended,yes,2023-08-23,2022-12-24,no,close Russian stores and suspend sales
Infineon,Germany,Information Technology,A,A,other,yes,2022-12-24,2022-12-24,yes,liquidate Russian entity
Insydium,United Kingdom,Industrials,A,,other,no,2023-08-23,2023-08-23,no,Forgo all Russian licenses
Intercontinental Exchange,United States,Financials,A,A,other,yes,2022-12-24,2022-12-24,yes,curtail Russian access to capital markets
Intercontinental Hotels (IHG),United Kingdom,Consumer Discretionary,A,A,suspended,yes,2022-12-24,2022-12-24,yes,Ceased operations in Russia
International Biathlon Union,Austria,NGO,A,C,other,yes,2023-08-23,2023-08-23,no,Russians to compete as neutral athletes
International Boxing Federation,France,NGO,A,A,other,yes,2022-12-24,2022-12-24,yes,ban on all Russian competition
International Cat Federation,Canada,NGO,A,A,other,yes,2022-12-24,2022-12-24,yes,ban Russian cats from competitions
International Cycling Union,United States,NGO,A,A,other,yes,2022-12-24,2022-12-24,yes,ban on all Russian competition
International Ice Hockey Federation,Switzerland,NGO,A,A,other,yes,2022-12-24,2022-12-24,yes,ban on all Russian competition
International Olympic Committee,Switzerland,NGO,A,A,other,yes,2022-12-24,2022-12-24,yes,ban Russian athletes from competing
International Paper,United States,Materials,A,F,sold,yes,2023-08-23,2023-08-23,no,Fully exit Russia after selling its operations
International Paralympic Committee,Germany,NGO,A,B,other,yes,2023-08-23,2022-12-24,no,bar Russian athletes
International Skating Union,Switzerland,NGO,A,A,other,yes,2022-12-24,2022-12-24,yes,ban on all Russian competition
International Weightlifting Federation,Switzerland,NGO,A,A,other,yes,2022-12-24,2022-12-24,yes,ban on all Russian competition
Interpublic Group,United States,Communication Services,A,A,other,yes,2022-12-24,2022-12-24,yes,exit Russian operations
Intracom Telecom,Greece,Communication Services,A,,sold,no,2023-08-23,2023-08-23,no,Withdrew from Russia
Iveco,Italy,Industrials,A,C,sold,yes,2023-08-23,2023-08-23,no,Fully exit Russia after selling its operations
J Sainsbury,United Kingdom,Consumer Staples,A,A,other,yes,2022-12-24,2022-12-24,yes,remove products from Russia
JD Sports,United Kingdom,Consumer Discretionary,A,B,suspended,yes,2023-08-23,2022-12-24,no,suspend operations in Russia
JKX,United Kingdom,Energy,A,,other,no,2025-05-21,2025-05-21,no,Disposing of all its Russian assets
JLL,United States,Real Estate,A,A,other,yes,2022-12-24,2022-12-24,yes,separate operations in Russia
JYSK,Denmark,Consumer Discretionary,A,B,other,yes,2023-08-23,2022-12-24,no,temporarily close Russian stores
Jabil,United States,Information Technology,A,A,other,yes,2022-12-24,2022-12-24,yes,closed its site in Russia
Jamie Oliver,United Kingdom,Consumer Staples,A,A,other,yes,2022-12-24,2022-12-24,yes,exit franchise agreement
Jan de Nul,Luxembourg,Industrials,A,A,sold,yes,2022-12-24,2022-12-24,yes,close rep office and withdraw ships
JetBrains,Czech Republic,Information Technology,A,A,suspended,yes,2022-12-24,2022-12-24,yes,suspend all activity indefinitely
John Wood Group,United Kingdom,Industrials,A,A,sold,yes,2022-12-24,2022-12-24,yes,withdraw from Russia
Johnson Matthey,United Kingdom,Materials,A,,other,no,2023-08-23,2023-08-23,no,leave Russia and end all business there
Jotun,Norway,Materials,A,,suspended,no,2023-08-23,2023-08-23,no,Suspend business in Russia
Jägermeister,Germany,Consumer Staples,A,A,suspended,yes,2022-12-24,2022-12-24,yes,Fully stopped business in Russia
KION Group,Germany,Industrials,A,F,sold,yes,2023-08-23,2023-08-23,no,Fully exit Russia after selling its operations
KLP,Norway,Financials,A,A,other,yes,2022-12-24,2022-12-24,yes,exit all investment holdings in Russia
KPMG,United States,Industrials,A,A,other,yes,2022-12-24,2022-12-24,yes,leaving Russia completely
Kalnapilis-Taurus,Lithuania,Consumer Staples,A,A,other,yes,2022-12-24,2022-12-24,yes,termination of export ties and production in Russian Market
Kamstrup,Denmark,Utilities,A,,sold,no,2023-08-23,2023-08-23,no,Completely exit Russia
Kearney,United States,Industrials,A,A,sold,yes,2022-12-24,2022-12-24,yes,officially withdrawn from Russia
Kelly,United States,Industrials,A,A,other,yes,2022-12-24,2022-12-24,yes,leave Russia &amp; transition operations
Kemira,Finland,Consumer Discretionary,A,A,sold,yes,2022-12-24,2022-12-24,yes,exit Russia completely
Kennametal,United States,Industrials,A,,sold,no,2023-08-23,2023-08-23,no,Completely exit Russia
Kennedys,United States,Industrials,A,,sold,no,2023-08-23,2023-08-23,no,Fully exit Russia
Kesko,Finland,Consumer Staples,A,B,sold,yes,2023-08-23,2022-12-24,no,Withdrawn all business
Kiilto,Finland,Materials,A,A,sold,yes,2022-12-24,2022-12-24,yes,fully exited from Russia
Kingspan,Ireland,Industrials,A,A,sold,yes,2022-12-24,2022-12-24,yes,exit Russia
Kinross Gold,Canada,Materials,A,A,other,yes,2022-12-24,2022-12-24,yes,complete exit from Russia by selling Russian operations
Knorr-Bremse,Germany,Industrials,A,A,other,yes,2022-12-24,2022-12-24,yes,will not deliver any more products or systems for Russian locomotives; end JVs
Koch Industries,United States,Industrials,A,A,other,yes,2022-12-24,2022-12-24,yes,sell Russian business to a local enterprise
Kofax,United States,Information Technology,A,A,other,yes,2022-12-24,2022-12-24,yes,curtail all sales of software and close sites in Russia
Koskisen,Finland,Industrials,A,,sold,no,2023-08-23,2023-08-23,no,Fully exit Russia after selling its operations
Krispy Kreme,United States,Consumer Discretionary,A,A,sold,yes,2022-12-24,2022-12-24,yes,winding down business in Russia
L'Occitane,France,Consumer Discretionary,A,A,other,yes,2022-12-24,2022-12-24,yes,exit Russian operations
LVMH,France,Consumer Discretionary,A,B,other,yes,2023-08-23,2022-12-24,no,end all operations in Russia
Lamb Weston,United States,Consumer Staples,A,A,other,yes,2022-12-24,2022-12-24,yes,exit Russian market
Latham &amp; Watkins,United States,Industrials,A,,sold,no,2023-08-23,2023-08-23,no,wind down Russian presence
Lear Corporation,United States,Consumer Discretionary,A,C,sold,yes,2023-08-23,2023-08-23,no,fully exit Russia
Legrand,France,Industrials,A,F,other,yes,2023-08-23,2023-08-23,no,Left Russia
Leica Camera AG,Germany,Information Technology,A,B,sold,yes,2023-08-23,2022-12-24,no,Fully withdrawn from Russia
Leptos Estates,Cyprus,Real Estate,A,F,other,yes,2023-08-23,2023-08-23,no,Operations closed down in Russia
Lifan,China,Consumer Discretionary,A,,sold,no,2023-08-23,2023-08-23,no,Fully exit Russia
Lincoln Electric,United States,Industrials,A,A,suspended,yes,2022-12-24,2022-12-24,yes,ceased all operations
Lindab,Sweden,Industrials,A,,sold,no,2023-08-23,2023-08-23,no,Fully exit Russia after selling its operations
Lindstrom Group,Finland,Consumer Discretionary,A,,sold,no,2023-08-23,2023-08-23,no,Withdrew from Russia
Lindt-Sprungli,Switzerland,Consumer Staples,A,B,suspended,yes,2023-08-23,2022-12-24,no,suspend operations in Russia
Linklaters,United Kingdom,Industrials,A,A,other,yes,2022-12-24,2022-12-24,yes,"end operations in Russia, with entities connected to the Russian state; local partners and counsel form own firm"
Lloyd's Register,United Kingdom,Industrials,A,A,sold,yes,2022-12-24,2022-12-24,yes,withdraw services to Russia
Logitech,Switzerland,Information Technology,A,B,suspended,yes,2023-08-23,2022-12-24,no,suspend shipments to Russia
London Stock Exchange Group,United Kingdom,Financials,A,A,other,yes,2022-12-24,2022-12-24,yes,curtail Russian access to capital markets
Lufthansa,Germany,Industrials,A,A,suspended,yes,2022-12-24,2022-12-24,yes,suspended flights and ended Russian aircraft maintenance
Luxoft,Switzerland,Information Technology,A,A,other,yes,2022-12-24,2022-12-24,yes,exit Russian market
LyondellBasell,Netherlands,Materials,A,C,other,yes,2023-08-23,2023-08-23,no,end all business
MAN,Germany,Industrials,A,B,other,yes,2023-08-23,2022-12-24,no,"end delivery, supply of trucks, and sales to Russia"
MSCI,United States,Financials,A,A,other,yes,2022-12-24,2022-12-24,yes,curtail Russian access to capital markets
MSU S.A.,Poland,Consumer Discretionary,A,A,suspended,yes,2022-12-24,2022-12-24,yes,ceased all business activities in Russia
Maersk,Denmark,Industrials,A,B,sold,yes,2023-08-23,2022-12-24,no,Divested all assets from Russia
Makrochem SA,Poland,Industrials,A,F,other,yes,2025-05-21,2025-05-21,no,Terminated all business with its Russian and Belarussian counterparts
Mannheimer Swartling,Sweden,Industrials,A,B,other,yes,2023-08-23,2022-12-24,no,end all operations
Mantsinen,Finland,Industrials,A,,sold,no,2023-08-23,2023-08-23,no,Fully exit Russia after selling its operations
Marsh McLennan,United States,Financials,A,A,sold,yes,2022-12-24,2022-12-24,yes,exit operations in Russia
Marugame,Japan,Consumer Staples,A,,sold,no,2023-08-23,2023-08-23,no,Fully exit Russia and end all franchises operating in Russia
Maxima,Lithuania,Consumer Discretionary,A,,other,no,2023-08-23,2023-08-23,no,Fully remove all Russian products and end Russian business
Mayr-Melnhof,United Kingdom,Materials,A,,sold,no,2023-08-23,2023-08-23,no,Fully exit Russia after selling its operations
McCain Foods,Canada,Consumer Staples,A,B,other,yes,2023-08-23,2022-12-24,no,end operations in Russia
McDonald's,United States,Consumer Discretionary,A,A,sold,yes,2022-12-24,2022-12-24,yes,leave the Russian market &amp; sell Russian business
McKinsey,United States,Industrials,A,A,other,yes,2022-12-24,2022-12-24,yes,exit Russian market completely
Mercedes-Benz,Germany,Consumer Discretionary,A,A,suspended,yes,2022-12-24,2022-12-24,yes,Stopped manufacturing and exporting and will sell shares in subsidies
MessageBird,Netherlands,Information Technology,A,A,other,yes,2022-12-24,2022-12-24,yes,"shut down API access, block SMS and voice traffic to Russian carriers"
Mondi,United Kingdom,Materials,A,A,other,yes,2022-12-24,2022-12-24,yes,sell Russian assets
Monroe Energy,United States,Energy,A,A,suspended,yes,2022-12-24,2022-12-24,yes,stop imports of Russian crude oil
Moog Inc.,United States,Industrials,A,A,other,yes,2022-12-24,2022-12-24,yes,exit Russian operations
Moose Toys,Australia,Consumer Discretionary,A,,other,no,2023-08-23,2023-08-23,no,Ended all shipments to Russia
Morgan Advanced Materials,United Kingdom,Industrials,A,A,other,yes,2022-12-24,2022-12-24,yes,cease all trading with Russia.
Morgan Lewis,United States,Industrials,A,A,other,yes,2022-12-24,2022-12-24,yes,close Russian offices
Morrisons,United Kingdom,Consumer Staples,A,A,other,yes,2022-12-24,2022-12-24,yes,remove products from Russia
NCAB Group AB,Sweden,Industrials,A,A,sold,yes,2022-12-24,2022-12-24,yes,sold assets and ceased operations in Russia
NTT Data,Japan,Information Technology,A,A,sold,yes,2022-12-24,2022-12-24,yes,exit Russia
Nasdaq,United States,Financials,A,A,other,yes,2022-12-24,2022-12-24,yes,curtail Russian access to capital markets
Naspers,South Africa,Consumer Discretionary,A,A,sold,yes,2022-12-24,2022-12-24,yes,Ended Operations. Sold Avito.
Nemetschek Group,Germany,Information Technology,A,C,other,yes,2025-05-21,2025-05-21,no,No longer engaged in any Russian business
Nemiroff,Ukraine,Consumer Staples,A,,other,no,2023-08-23,2023-08-23,no,Revoke all licenses related to Russia and end all business there
Netflix,United States,Communication Services,A,A,suspended,yes,2022-12-24,2022-12-24,yes,suspend service in Russia
Netscout,United States,Information Technology,A,A,suspended,yes,2022-12-24,2022-12-24,yes,"pause all sales, support, and services in Russia"
Next,United Kingdom,Consumer Discretionary,A,,sold,no,2023-08-23,2023-08-23,no,Fully wind down Russian business
Nike,United States,Consumer Discretionary,A,A,sold,yes,2022-12-24,2022-12-24,yes,exit Russia
Nissan,Japan,Consumer Discretionary,A,A,other,yes,2022-12-24,2022-12-24,yes,Exit from Russian Market
Nokia,Finland,Information Technology,A,A,other,yes,2022-12-24,2022-12-24,yes,pulling out of Russia completely
Nokian Tyres,Finland,Consumer Discretionary,A,C,other,yes,2023-08-23,2023-08-23,no,meaningfully reduce production in Russia
Nordea Bank,Finland,Financials,A,C,suspended,yes,2023-08-23,2023-08-23,no,Ceased all operations
Norton Rose Fulbright,United Kingdom,Industrials,A,A,other,yes,2022-12-24,2022-12-24,yes,exit from Russia
Norwegian Cruise Lines,United States,Consumer Discretionary,A,A,other,yes,2022-12-24,2022-12-24,yes,discontinue Russian itineraries
OBI,Germany,Consumer Discretionary,A,A,sold,yes,2022-12-24,2022-12-24,yes,Fully exit Russia after selling its operations
Oceania Cruises,United States,Consumer Discretionary,A,A,other,yes,2022-12-24,2022-12-24,yes,discontinue Russian itineraries
Oerlikon,Switzerland,Materials,A,A,other,yes,2022-12-24,2022-12-24,yes,sell Russian operations
Olam Group,Singapore,Consumer Staples,A,D,sold,yes,2023-08-23,2023-08-23,no,divest Russian operations
Omnicom Media Group,United States,Communication Services,A,A,other,yes,2022-12-24,2022-12-24,yes,exit Russian operations
Omron,Japan,Information Technology,A,,sold,no,2023-08-23,2023-08-23,no,fully wind down Russian business
OneWeb,United States,Communication Services,A,A,suspended,yes,2022-12-24,2022-12-24,yes,suspend use of Russian airspace
Orica,Australia,Industrials,A,,sold,no,2023-08-23,2023-08-23,no,Fully exit Russia after selling its operations
Orkla,Norway,Consumer Staples,A,A,other,yes,2022-12-24,2022-12-24,yes,exit Russian operations
Orlen Lietuva,Poland,Energy,A,A,suspended,yes,2022-12-24,2022-12-24,yes,stopped Russian oil imports
Orsted,Denmark,Utilities,A,C,other,yes,2023-08-23,2023-08-23,no,end all gas purchases from Russia
Otis Worldwide,United States,Industrials,A,C,sold,yes,2023-08-23,2023-08-23,no,fully exit Russia through divesting business
Owens Corning,United States,Industrials,A,A,other,yes,2022-12-24,2022-12-24,yes,expedite exit from Russia
PFZW,Netherlands,Financials,A,A,sold,yes,2022-12-24,2022-12-24,yes,divest from all Russian assets
PGL Esports,United States,Communication Services,A,A,other,yes,2022-12-24,2022-12-24,yes,exclusion of esports teams and individuals with connections to the Russian government from upcoming competition
PHX,United States,Energy,A,,sold,no,2023-08-23,2023-08-23,no,Fully exit Russia after selling its operations
PKO BP,Poland,Financials,A,A,suspended,yes,2022-12-24,2022-12-24,yes,suspends transactions with Russian banks transactions in Russian ruble suspended
PME pensioenfonds,Netherlands,Financials,A,A,sold,yes,2022-12-24,2022-12-24,yes,sell off all Russian investments
PZU SA,Poland,Financials,A,A,other,yes,2022-12-24,2022-12-24,yes,reduced position in Russian bonds to zero
Pandora,Denmark,Consumer Discretionary,A,B,suspended,yes,2023-08-23,2022-12-24,no,suspend all business with Russia and Belarus
Parker Hannifin,United States,Industrials,A,A,other,yes,2022-12-24,2022-12-24,yes,closed our office and warehouse facility in Moscow and no longer do business in this country
Paul Smith,United Kingdom,Consumer Discretionary,A,,other,no,2023-08-23,2023-08-23,no,Leaving Market
Paulig,Finland,Consumer Staples,A,A,sold,yes,2022-12-24,2022-12-24,yes,withdraw from Russia
Paysera,Lithuania,Financials,A,,suspended,no,2023-08-23,2023-08-23,no,Close accounts of Russians and halt transfers to and from Russia
Pensioenfonds Detailhandel,Netherlands,Financials,A,A,sold,yes,2022-12-24,2022-12-24,yes,sell off all Russian investments
Pentair,United States,Industrials,A,A,other,yes,2022-12-24,2022-12-24,yes,exiting its business in Russia
Petro,Austria,Energy,A,,sold,no,2023-08-23,2023-08-23,no,Fully exit Russia after selling its operations
Petrofac,United Kingdom,Energy,A,,other,no,2023-08-23,2023-08-23,no,fully end all business operatins in R
Pixabay,Germany,Consumer Discretionary,A,,other,no,2023-08-23,2023-08-23,no,block Russian access
Playrix,Ireland,Consumer Discretionary,A,,other,no,2023-08-23,2023-08-23,no,Fully end operations in Russia
Playtika,Israel,Information Technology,A,C,other,yes,2023-08-23,2023-08-23,no,end Russian operations
Polskie Górnictwo Naftowe i Gazownictwo SA,Poland,Energy,A,A,suspended,yes,2022-12-24,2022-12-24,yes,stopped gaz imports
Ponsse PLC,Finland,Industrials,A,A,sold,yes,2022-12-24,2022-12-24,yes,divest Russian operations
Postnord,Norway,Utilities,A,,other,no,2023-08-23,2023-08-23,no,reject all Russian items
Primo Water,United States,Consumer Staples,A,,sold,no,2023-08-23,2023-08-23,no,Withdrew from Russia
Princess Cruises,United States,Consumer Discretionary,A,,other,no,2023-08-23,2023-08-23,no,reject bookings from Russia
Prio,Portugal,Energy,A,A,suspended,yes,2022-12-24,2022-12-24,yes,ceased purchase of any products from Russian or directly related companies
Publicis Groupe,France,Communication Services,A,A,other,yes,2022-12-24,2022-12-24,yes,cede ownership to local affiliates
Pure Storage,United States,Information Technology,A,,sold,no,2023-08-23,2023-08-23,no,fully wind down Russian business
PwC,United States,Industrials,A,A,other,yes,2022-12-24,2022-12-24,yes,leaving Russia completely
Qantas Airlines,Australia,Industrials,A,A,other,yes,2022-12-24,2022-12-24,yes,No longer flies over Russian territory
R&amp;A,United States,Industrials,A,,other,no,2023-08-23,2023-08-23,no,ban on all Russian competition
RWS,United Kingdom,Industrials,A,,sold,no,2023-08-23,2023-08-23,no,Fully wind down Russian business
Raisio,United States,Consumer Staples,A,,sold,no,2023-08-23,2023-08-23,no,Fully exit Russia after selling its operations
Rational,Germany,Consumer Discretionary,A,C,other,yes,2023-08-23,2023-08-23,no,Closed Russian Business
Red Hat,United States,Information Technology,A,A,other,yes,2022-12-24,2022-12-24,yes,discontinue sales and services in Russia &amp; terminate partnerships
Reface,Ukraine,Information Technology,A,,other,no,2023-08-23,2023-08-23,no,Removed App  and updates of app in Russia
Refinitiv,United Kingdom,Financials,A,,other,no,2023-08-23,2023-08-23,no,end Russian access
Regent Seven Seas Cruises,United States,Consumer Discretionary,A,A,other,yes,2022-12-24,2022-12-24,yes,discontinue Russian itineraries
Rehau,Switzerland,Consumer Discretionary,A,,sold,no,2023-08-23,2023-08-23,no,Fully exit Russia after selling its operations
Renault,France,Consumer Discretionary,A,A,other,yes,2022-12-24,2022-12-24,yes,sell Renault Russia; transfer Moscow factory to city government and partner for local brand production
Repsol,Spain,Energy,A,,sold,no,2023-08-23,2023-08-23,no,Withdrew from Russia
Resbud,Estonia,Industrials,A,,sold,no,2023-08-23,2023-08-23,no,Withdrew from Russia
Rewe,Germany,Consumer Discretionary,A,A,other,yes,2022-12-24,2022-12-24,yes,remove products from Russia from shelves
Rimi,Latvia,Consumer Discretionary,A,A,other,yes,2022-12-24,2022-12-24,yes,remove products from Russia from shelves
Rio Tinto,Australia,Materials,A,A,other,yes,2022-12-24,2022-12-24,yes,Terminated all commercial relationships with Russia
Rocket Lawyer,United States,Information Technology,A,A,suspended,yes,2022-12-24,2022-12-24,yes,suspend Russian and Belarusian access to the platform
Roku,United States,Communication Services,A,A,other,yes,2022-12-24,2022-12-24,yes,remove Kremlin-linked propaganda and ads
Roland Berger,Germany,Industrials,A,A,other,yes,2022-12-24,2022-12-24,yes,end any activity for Russia
Royal London,United Kingdom,Financials,A,,sold,no,2023-08-23,2023-08-23,no,fully divest Russian assets
Royal Swinkels Family Brewers,Netherlands,Consumer Staples,A,F,other,yes,2023-08-23,2023-08-23,no,Terminated licence contract with MBC
S Group (Suomen Osuuskauppojen Keskuskunta),Finland,Consumer Staples,A,A,other,yes,2022-12-24,2022-12-24,yes,close all operations
S&amp;P 500 [S&amp;P Dow Jones Indices],United States,Financials,A,,other,no,2023-08-23,2023-08-23,no,curtail Russian access to capital markets
SKF,Sweden,Industrials,A,A,other,yes,2022-12-24,2022-12-24,yes,end sales and production in Russia
SMAY,Poland,Industrials,A,A,other,yes,2022-12-24,2022-12-24,yes,end cooperation with Russia
SRV,Finland,Industrials,A,D,sold,yes,2025-05-21,2025-05-21,no,Sold its last remaining asset in Russia
Salesforce,United States,Industrials,A,A,other,yes,2022-12-24,2022-12-24,yes,exit business relationships in Russia
Sarantis Group,Greece,Consumer Staples,A,A,sold,yes,2022-12-24,2022-12-24,yes,Permanent withdrawal from Russian market
Savills,United Kingdom,Real Estate,A,A,other,yes,2022-12-24,2022-12-24,yes,end partnerships in Russia
Schneider Electric,France,Industrials,A,A,other,yes,2022-12-24,2022-12-24,yes,sell Russian assets to local management and exit completely
Senior PLC,United Kingdom,Industrials,A,,other,no,2023-08-23,2023-08-23,no,cease servicing Russian aircraft
Sidley Austin,United States,Industrials,A,A,other,yes,2022-12-24,2022-12-24,yes,end all Russian relationships
Siemens,Germany,Industrials,A,A,other,yes,2022-12-24,2022-12-24,yes,exit Russian market
Slack,United States,Information Technology,A,A,other,yes,2022-12-24,2022-12-24,yes,exit Russian market completely
Smurfit Kappa,Ireland,Materials,A,A,other,yes,2022-12-24,2022-12-24,yes,exit Russian market
Societe Generale,France,Financials,A,A,other,yes,2022-12-24,2022-12-24,yes,cessation of all activities in Russia
Sodexo,France,Industrials,A,A,other,yes,2022-12-24,2022-12-24,yes,ceded control of its operations in Russia
SoftwareOne,Switzerland,Information Technology,A,,sold,no,2023-08-23,2023-08-23,no,Fully exit Russia after selling its operations
Sonos,United States,Consumer Discretionary,A,A,suspended,yes,2022-12-24,2022-12-24,yes,ceased all sales to this market at the onset of the war and blocked Russian state radio
Spin Master,Canada,Consumer Discretionary,A,,sold,no,2023-08-23,2023-08-23,no,fully exit Russia
Squire Patton Boggs,United States,Industrials,A,A,other,yes,2022-12-24,2022-12-24,yes,leave Russia
Stanley Black &amp; Decker,United States,Industrials,A,,other,no,2023-08-23,2023-08-23,no,shut down Russian business
Starbucks,United States,Consumer Discretionary,A,A,other,yes,2022-12-24,2022-12-24,yes,exit and no longer have a brand presence in Russia
State Street,United States,Financials,A,A,other,yes,2022-12-24,2022-12-24,yes,curtail Russian access to capital markets
Stora Enso,Finland,Materials,A,A,sold,yes,2022-12-24,2022-12-24,yes,divest packaging plants
Storebrand,Norway,Financials,A,A,sold,yes,2022-12-24,2022-12-24,yes,divest all Russian holdings
Strabag,Austria,Industrials,A,A,sold,yes,2022-12-24,2022-12-24,yes,winding down operations in Russia; terminating shareholder syndicate agreements with Deripaska
Strava,United States,Information Technology,A,,other,no,2023-08-23,2023-08-23,no,disable access in Russia
Sulzer,Switzerland,Industrials,A,A,other,yes,2022-12-24,2022-12-24,yes,exit Russian market
Svenska Handelsbanken,Sweden,Financials,A,A,sold,yes,2022-12-24,2022-12-24,yes,divest from all Russian investments
Sylvamo,United States,Materials,A,A,sold,yes,2022-12-24,2022-12-24,yes,Sold operations in Russia
Systembolaget,Sweden,Consumer Discretionary,A,A,other,yes,2022-12-24,2022-12-24,yes,remove all Russian alcohol from stores
Sæplast,Iceland,Materials,A,A,suspended,yes,2022-12-24,2022-12-24,yes,Stopped all operations in Russia
TDZ Turn,Czech Republic,Industrials,A,F,suspended,yes,2023-08-23,2023-08-23,no,fully stopped trade with Russia
TJ Maxx,United States,Consumer Discretionary,A,A,sold,yes,2022-12-24,2022-12-24,yes,divest Familia subsidiary
TUI,Germany,Consumer Discretionary,A,A,sold,yes,2022-12-24,2022-12-24,yes,end brand-sharing agreement; had already exited
Tata Steel,India,Materials,A,A,other,yes,2022-12-24,2022-12-24,yes,Replaced all Russian raw materials for operations; no presence in Russia
Tchibo,Germany,Consumer Staples,A,A,other,yes,2022-12-24,2022-12-24,yes,sell Russian subsidiary
TeamViewer,Germany,Information Technology,A,A,sold,yes,2022-12-24,2022-12-24,yes,withdraw from Russia/Belarus
Technip Energies,France,Energy,A,D,other,yes,2023-08-23,2023-08-23,no,No new business. Signed exit agreement on Arctic LNG 2
Teknos,Finland,Industrials,A,,sold,no,2023-08-23,2023-08-23,no,Fully exit Russia after selling its operations
Teknotherm Marine HVAC sp. z o.o.,Poland,Industrials,A,A,sold,yes,2022-12-24,2022-12-24,yes,complete withdrawal from Russia
Teleperformance,France,Communication Services,A,,sold,no,2023-08-23,2023-08-23,no,Withdrew from Russia
Teradata,United States,Information Technology,A,A,suspended,yes,2022-12-24,2022-12-24,yes,stopped all business in Russia and ceased customer interactions and services with all Russian accounts.
Terex Corporation,United States,Industrials,A,C,sold,yes,2025-05-21,2025-05-21,no,fully withdraw from Russia
Tetra Pak,Sweden,Industrials,A,C,other,yes,2023-08-23,2023-08-23,no,completely left Russia
Tietoevry,Finland,Information Technology,A,A,other,yes,2022-12-24,2022-12-24,yes,conclude total exit from Russia
Tom Ford,United States,Consumer Discretionary,A,F,suspended,yes,2023-08-23,2023-08-23,no,We have ceased all marketing and advertising
Topsoe,Denmark,Energy,A,,sold,no,2023-08-23,2023-08-23,no,Fully wind down all Russian business
Toyota,Japan,Consumer Discretionary,A,C,suspended,yes,2023-08-23,2023-08-23,no,stop production at its St. Petersburg plant and stop imports of vehicles
Trane Technologies,Ireland,Industrials,A,A,sold,yes,2022-12-24,2022-12-24,yes,suspend all business activities indefinitely &amp; exit Russia
TransferGo,United Kingdom,Financials,A,,other,no,2023-08-23,2023-08-23,no,End all remittances to Russia
Trimble,United States,Information Technology,A,B,other,yes,2023-08-23,2022-12-24,no,Discontinue business operations in Russia
TripAdvisor,United States,Communication Services,A,A,other,yes,2022-12-24,2022-12-24,yes,remove Kremlin-linked propaganda and ads
Triumph Motorcycles,United Kingdom,Consumer Discretionary,A,A,other,yes,2022-12-24,2022-12-24,yes,Discontinued commercial activity in Russia
Tunnock's,United Kingdom,Consumer Staples,A,A,other,yes,2022-12-24,2022-12-24,yes,discontinue supplies to Russia
UEFA,Switzerland,NGO,A,A,other,yes,2022-12-24,2022-12-24,yes,ban Russian athletes from competing
Uber,United States,Information Technology,A,A,sold,yes,2022-12-24,2022-12-24,yes,divest from partnership with Yandex
Umbro,United Kingdom,Consumer Discretionary,A,A,sold,yes,2022-12-24,2022-12-24,yes,withdrawal from the Russian market
Unilever,United Kingdom,Consumer Staples,A,D,sold,yes,2025-05-21,2025-05-21,no,completed the sale of its Russian subsidiary to Arnest Group. The completion of the sale ends Unilever presence in Russia.
United Airlines,United States,Industrials,A,A,other,yes,2022-12-24,2022-12-24,yes,no flying over Russian airspace
United Internet Group,Germany,Information Technology,A,A,suspended,yes,2022-12-24,2022-12-24,yes,suspend all Russian contracts
Universal,United States,Communication Services,A,A,sold,yes,2022-12-24,2022-12-24,yes,closing operations in Russia
Uponor,Finland,Industrials,A,,other,no,2023-08-23,2023-08-23,no,Completes Exit
VTG,Germany,Industrials,A,,sold,no,2023-08-23,2023-08-23,no,Fully exit Russia after selling its operations
Vaillant Group,Germany,Industrials,A,A,other,yes,2022-12-24,2022-12-24,yes,Terminated business activities in Russia
Valeo,France,Consumer Discretionary,A,F,other,yes,2025-05-21,2025-05-21,no,No longer have any industrial activities
Valio,Finland,Consumer Staples,A,A,other,yes,2022-12-24,2022-12-24,yes,sell business and Viola brand to Velcom
Valmet,Finland,Industrials,A,A,other,yes,2022-12-24,2022-12-24,yes,exit from Russia
Van Oord,Netherlands,Industrials,A,,sold,no,2023-08-23,2023-08-23,no,Full withdrawal from Russia
