subsidiary_name,inactive,nace_code,nace_sector,guo_name,guo_country,guo_direct_pct,guo_total_pct,incorp_year,years_in_russia,total_assets_th_usd,total_assets_year,pre_inv_assets_th_usd,pre_inv_equity_th_usd,shareholders_funds_th_usd,revenue_th_usd,employees,costs_employees_th_usd,emp_intensity,ln_assets
FIGURATA,No,4642,46,"KOMFORTKING SSHA, INK.",US,100.0,100.0,2014,8,1455.01692746393,2023,2629.15818558913,413.553968954831,678.471969326027,3986.38379216567,19.0,,0.0072266477171827395,7.87441899240974
"CYKLOP RUS, ZAO",No,4662,46,PACK CORPORATION INTERNATIONAL N.V.,NL,,,2005,17,1381.67403064668,2023,2211.44498683326,-558.965488503687,-197.216351307929,2084.25170731824,21.0,,0.009496053541929403,7.70140142104747
PRETTL ELPO,No,2732,27,PRETTL PRODUKTIONS HOLDING GMBH,DE,,,2019,3,1526.82116211019,2023,41.0538863856345,40.8116011545062,45.6135285617784,1511.49028902967,3.0,,0.0730746894902928,3.7148855058539896
KHYULETT PAKKARD ENTERPRAIZ,No,6209,62,HEWLETT PACKARD ENTERPRISE COMPANY,US,,,2015,7,73560.8739581425,2023,149706.227174965,63437.3670825539,41719.8770397296,3809.10315072536,2.0,,1.3359497715900324e-05,11.916430167237717
LIMITED LIABILITY COMPANY FLEXLINK SYSTEMS,No,3320,33,MRS SERAGNOLI ISABELLA,IT,,,2007,15,1132.42190867197,2023,1936.39740834013,1411.28455074131,862.420146840625,915.425943658687,8.0,,0.004131383343906435,7.568584519673882
EI-SI-AI VORLDVAID RASHA,No,6201,62,"ACI WORLDWIDE, INC.",US,,,2013,9,1847.06358874217,2023,697.094990828075,547.281956247054,739.617066034116,2960.95465300698,24.0,,0.034428593399431176,6.546921686737193
TEKHNOLOGII 42,No,6209,62,SMARTLABS HOLDING LTD,CY,100.0,100.0,2017,5,440.001632274128,2023,390.859918972477,148.022815928794,266.010159967467,1345.10292977095,41.0,,0.10489691577428557,5.968349232296165
AGROTERRA LIMITED LIABILITY COMPANY,No,6900,69,"NCH AGRIBUSINESS PARTNERS, L.P.",KY,,,2007,15,172901.28555961,2023,205433.082141509,170097.934827941,165934.0671532,1748.87910267152,143.0,,0.000696090417907944,12.232875625540162
LIMITED LIABILITY COMPANY RETAIL,No,4754,47,VESELINOVSKA DRAGANA,CH,100.0,100.0,2021,1,2136.47702332493,2023,1320.99292127416,-14.4698124146089,-855.763760492206,2476.40986585524,96.0,,0.07267260744092668,7.186138945896431
IZDATELSTVO DOBRAYA KNIGA,No,5811,58,MR ROMAN KOZYREV,AT,100.0,100.0,2006,16,874.53989886865,2023,1091.10461780522,79.1330485446379,177.648582394235,1396.68156167679,4.0,,0.0036660095968121596,6.994945872899572
FAKKINETTI RUS,No,4669,46,MRS LAURA FACCHINETTI,IT,,,2019,3,1109.15243076719,2023,369.444596598856,94.0739711308852,185.007401472889,2200.3649525987,6.0,,0.01624059481512682,5.912000787600178
MINRUS,No,4642,46,MR GIOVANNI BASAGNI,IT,,,2013,9,894.743202157319,2023,712.318579517305,434.686625225469,449.634995431639,2040.14339174982,11.0,,0.015442528548748554,6.568525254481425
GESELLSCHAFT MIT BESCHRAENKTER HAFTUNG DEUTSCHES MEDIZINISCHES ZENTRUM,No,8621,86,MR ALEXANDER HAERTER,DE,,,2012,10,750.811390814371,2023,658.63894053176,-1212.74526412226,-753.175132700242,1296.75771836936,32.0,,0.048585041106382836,6.49017549441934
BLASTER PLUS,No,2599,25,ATLAS INTERNATIONAL AG,CH,,,2008,14,1587.2415266363,2023,1105.46674789488,875.847650238313,1136.59190614987,1376.31101249997,20.0,,0.018091905557616847,7.008022921052615
"DALENERGOINVEST , LIMITED LIABILITY COMPANY",No,3510,35,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU TAIGER YUTILITIZ,US,100.0,100.0,2012,10,4088.72712598834,2023,42508.5534530384,-5984.87593816966,103.948894348927,1430.07499067765,24.0,,0.0005645922538040292,10.65746059238144
TSENTR LABORATORNOI DIAGNOSTIKI,No,8610,86,MEDLAB COÖPERATIEF U.A.,NL,66.84,,2006,16,898.824001828209,2023,802.94671624992,-167.8767445907,235.303814902902,1621.00289659109,19.0,,0.023662840404575718,6.688288355891964
LLC ELECSTER,No,6820,68,ELECSTER OYJ,FI,,100.0,2004,18,2681.73206787556,2023,3545.10404157918,3448.33801232465,1761.33334647585,1152.34646881372,181.0,,0.051056329483456536,8.173322787359023
LIMITED LIABILITY COMPANY MARCOTRAN EURASIA,No,4941,49,LOGIESPANA ACIES SL,ES,0.0,100.0,2021,1,32.1446597026661,2023,137.712233315222,-0.080761743709445,-3.45641502179205,29.401827136986,3.0,,0.02178455702721071,4.925166242131474
LIMITED LIABILITY COMPANY AMADA,No,4669,46,VERMÖGENSVERWALTUNGSGESELLSCHAFT ALCADAMA GMBH & CO. KG,DE,,100.0,2003,19,4273.50038321782,2023,7888.24179333262,1533.05979996454,-1161.1324528046,931.046709612012,20.0,,0.0025354192384042544,8.973128549125628
FIZKULTURNO-OZDOROVITELNYI KOMPLEKS MOSFILMOVSKII,No,9313,93,INTRAWARE INVESTMENTS PUBLIC LTD,CY,100.0,100.0,2015,7,3826.44097446371,2023,3442.21358009335,458.659402816556,406.329460126348,3943.32355082966,14.0,,0.004067150301469769,8.143870026006574
VEZUVIUS,No,4669,46,VESUVIUS PLC,GB,,,2004,18,3782.15426328126,2023,9362.49358358607,7034.87282842677,3528.19695698656,1605.78352076933,15.0,,0.0016021372795701958,9.14446694249398
DARUS,No,4637,46,COFFEE MASTER S.L.,ES,100.0,100.0,2019,3,300.46281292662,2023,413.042477911338,83.3730400893837,200.706215507351,1308.85517094564,35.0,,0.08473704732982199,6.023550439757684
VIACODE RUS LIMITED LIABILITY COMPANY,No,6201,62,KOMPANIYA S OGRANICHENNOI OTVETSTVENNOSTYU VIAKOD CONSULTING,US,100.0,100.0,2013,9,321.145554427989,2023,348.661907884292,125.719114374369,300.853053332306,1362.47420268692,23.0,,0.06596648351856334,5.8541027073482015
BDV FIDMILL SISTEMS,No,4661,46,MR HEINRICH WOLKING,DE,,100.0,2017,5,813.762743114494,2023,1239.23511605896,-26.7052165865898,200.862311669625,1541.40500355698,7.0,,0.005648645611545885,7.122249626385918
S.A. CHRISTENSEN & CO. RUS LIMITED LIABILITY COMPANY,No,4661,46,MADISON ONE HOLDINGS LLC,US,,,2013,9,1407.21805263031,2023,652.635650916025,483.372496391647,639.280682869256,1292.11943240464,4.0,,0.006128994017390389,6.481019011714036
LIMITED LIABILITY COMPANY TOMAROVSKIY PROIZVODSTVENNO-SKLADSKOY KOMPLEKS,No,0164,01,NIDIALINGTON HOLDING LIMITED,CY,100.0,100.0,2011,11,5593.21538716741,2023,6659.8825920932,6450.10396280792,5292.59647807851,1715.79786599521,63.0,,0.009459626221458524,8.803857134564211
LIMITED LIABILITY COMPANY CABLE CAR SERVICE RUS,No,3312,33,AMD PRIVATSTIFTUNG,AT,,,2017,5,797.506442786194,2023,1213.90284911543,1122.42671407387,704.573477603495,1007.03209146205,49.0,,0.04036566850115416,7.1015959429769
BON LATTE,No,1051,10,MR STEFANO PITSTSUTI,IT,58.0,,2017,5,198.543168687262,2023,477.799936075695,302.264286123216,69.708086181432,1805.02912218682,12.0,,0.025115114285195115,6.169192101102866
FORBO SIEGLING ZAO,No,4618,46,FORBO HOLDING AG,CH,,100.0,2001,21,1987.11529548001,2023,1913.17840702366,1505.60080710333,1490.57340328488,1384.50606101938,13.0,,0.006794975289431662,7.556521225428244
MIRTRANS,No,4940,49,MRS OLGA EVGENYEVNA KHETTIKH,DE,90.0,,2002,20,2146.0323384013,2023,4679.73923924379,1292.18789935112,1259.55108311865,2349.05769689102,61.0,,0.013034914314981605,8.45099766924908
C. H. ERBSLOH,No,4612,46,MR CHRISTOPHER ERBSLOH,DE,,,2003,19,1318.12059314921,2023,1291.55526569206,494.881044870242,967.316767889075,1470.19170438219,6.0,,0.0046455619510675705,7.16360240348412
GAMMASERVIS,No,4669,46,MR EVGENY KOLDOBENKOV,AT,,100.0,2011,11,2046.92242508288,2023,1909.38260506932,56.5870617590845,155.806269401684,1941.91430677567,8.0,,0.004189836012311194,7.554535225367056
MEDA PHARMA LIMITED LIABILITY COMPANY,No,4646,46,VIATRIS INC.,US,,,2009,13,3412.01681335084,2023,23699.9913414177,27.4859134424478,1022.22916783206,17940.2434274647,,,,10.07322996178213
OHLERT MARKETING,No,7022,70,ANTON OHLERT GMBH & CO.,DE,100.0,100.0,2008,14,579.573900799267,2023,726.761471350677,410.565784437582,290.41690991167,1409.96088519599,13.0,,0.01788757455157834,6.588598323766668
P.M.V.,Yes,4690,46,MR ANDREA SPINELLI,IT,90.0,,2019,3,578.035238628276,2023,185.132837163284,60.3290225509554,467.563754641451,3248.98552158102,1.0,,0.0054015268999416735,5.221073606132313
AVETA SORTIROVKA I UPAKOVKA,No,4669,46,AWETA BEHEER IV B.V.,NL,,,2016,6,575.359304417856,2023,588.026255948469,28.9127042479813,4.60483678709716,853.68991147913,28.0,,0.04761692138191487,6.376771599875299
RUSNAVGEOSET LIMITED LIABILITY COMPANY,No,4669,46,TRIMBLE INC.,US,,,2010,12,2099.35958588123,2023,6725.5553500196,1875.55689474568,1203.21151826344,1601.15638453048,6.0,,0.00089211963737426,8.81366978098907
MARKETING COMMUNICATIONS AGENCY ZNAMENKA LIMITED LIABILITY COMPANY,No,7311,73,MALENIA HOLDING B.V.,NL,100.0,100.0,2004,18,627.082882760093,2023,480.788120592944,132.166593580507,339.263858977705,841.559009725228,10.0,,0.020799182782776017,6.175426675330369
OFISSTROI-M,No,6820,68,MEADS INVESTMENTS LTD,CY,100.0,100.0,2003,19,3394.11035359278,2023,1583.58973094542,1009.5487169493,1888.20607722737,1415.66954484489,27.0,,0.017049870602457565,7.367449530584416
LIMITED LIABILITY COMPANY RHI WOSTOK,No,7320,73,RHI MAGNESITA N.V.,NL,,100.0,2004,18,990.742341956124,2023,807.065565179102,650.980035169981,644.253460610285,1535.18345651776,20.0,,0.024781134102235734,6.6934049105448015
SBABAM RUSSIYA,No,4649,46,MR MASSIMO TENANI,IT,,,2017,5,990.530497164465,2023,782.890883228742,398.249618521892,459.870443786494,1770.54302005004,1.0,,0.001277317211660292,6.662993328972829
SIAM COMPANY LIMITED,No,7219,72,IG HOLDINGS LIMITED,CY,,,2003,19,23258.3950772528,2023,28010.9320780123,27231.056299882,22557.6571053509,1431.36835887935,60.0,,0.0021420208307562213,10.240350144316434
THE LIMITED LIABILITY COMPANY TECHPROM,No,2720,27,MR VITALY BATURSKIY,CY,0.0,100.0,2007,15,10871.2168740733,2023,10375.4342937712,-4351.98116268963,-3601.62905161083,3.37836694065481,3.0,,0.0002891445230202097,9.247196203863407
DE AGOSTINI LIMITED LIABILITY COMPANY,No,5811,58,DE AGOSTINI PUBLISHING S.P.A.,IT,99.0,,2005,17,11456.3210389074,2023,24422.7281858735,18080.1450245241,11054.5741161164,6995.24881726503,8.0,,0.000327563732401826,10.103269460747796
SOCIETE A RESPONSABILITE LIMITEE SETEC INGINIRING,No,7112,71,AKTSIONERNOE OBSHCHESTVO SETEK BATIMAN,FR,60.0,,2007,15,1905.47700261045,2023,1967.78680606186,-416.219106497243,-727.842955508269,1192.29593663011,35.0,,0.017786479659372068,7.584664741490933
TEKHNODIAMANT,No,4669,46,LIMITED LIABILITY COMPANY M.F.M.SRL,IT,60.99,,2017,5,885.845720907673,2023,867.085001045838,440.111122344621,322.595018791966,1320.37283777632,2.0,,0.002306578936998901,6.765137012396853
MITSUBISI ELEKTRIK (RUS),No,4669,46,MITSUBISHI ELECTRIC CORPORATION,JP,,,2014,8,29479.8640683973,2023,68552.8024688195,33613.5223023333,19628.2338771233,1394.38471814618,45.0,,0.0006564283060560181,11.135359566267422
KHIMKI DEVELOPMENT,No,6810,68,ZAPERMANA LIMITED,CY,100.0,100.0,2011,11,38779.5828287723,2023,21608.6794483522,-20833.98588211,-3205.9810288744,539.758229693398,1.0,,4.627770069846894e-05,9.980850339274285
GESELLSCHAFT MIT BESCHRANKTER HAFTUNG PILZ RUSSL,No,4669,46,PILTS BETAILIGUNGS- UND FERVALTUNGS-GMBH,DE,100.0,100.0,2010,12,1803.20056714304,2023,1413.38435607776,1075.53106155992,1503.84157707822,1082.79447879456,90.0,,0.06367694648167485,7.253742359904684
ZAPLYUSSKOE,No,0892,08,EC LANGESKOV APS,DK,,,2002,20,5177.88809825853,2023,3577.69140516594,1342.69090975076,1657.3956018528,1250.63130241726,30.0,,0.008385295600588151,8.182473012491625
IKSELEREIT 4,No,6820,68,IXCELLERATE LIMITED,GB,100.0,100.0,2020,2,22305.8182469727,2023,40205.2958238982,39913.2613586448,8531.17930541653,0.0,,,,10.601754002843458
EUROPART KNG LIMITED LIABILITY COMPANY,No,4531,45,MPM ADVISORS,LU,,,2022,,452.009887043387,2023,,,131.154225488193,1145.86847807933,8.0,,,
ZHAK,No,4669,46,BEKAUW,BE,100.0,100.0,2017,5,882.266658901237,2023,745.430894438177,448.954533280805,562.960809242912,1254.51140702236,3.0,,0.004024517929674845,6.613962432977486
PARFYUM PLYUS RUSSIYA,No,4645,46,TSIPERUS OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU,FR,100.0,100.0,2018,4,241.547661393881,2023,726.788391931914,49.8165355781093,84.8382641961798,1396.88225674257,1.0,,0.0013759163067283559,6.588635364919393
LIMITED LIABILITY COMPANY EUROMOULDING,No,2220,22,MR GILBERTO RUI,IT,,,2004,18,1460.6921379352,2023,4320.0129724713,2254.41023448668,100.804671651684,775.731028148904,30.0,,0.006944423591125988,8.371013684120522
ZAKRYTOE AKTSIONERNOE OBSHCHESTVO TRANSPORT LIZ,No,7711,77,SIK INTERNATIONAL B.V.,NL,99.0,,2002,20,3106.85996583011,2023,4123.61387206055,568.387691936456,632.379002551548,1718.46265047975,11.0,,0.002667563050587797,8.324485211282084
HOTEL PLUS LIMITED LIABILITY COMPANY,No,6820,68,SUOMEN OSUUSKAUPPOJEN KESKUSKUNTA,FI,,100.0,2003,19,10728.6341795614,2023,12223.8821632117,7457.14906570222,7051.52148376498,1543.55690065119,,,,9.41114687157022
GRASSELLI NFS,No,4614,46,GHG HOLDING S.R.L.,IT,,,2014,8,269.15438266471,2023,349.604128227569,-92.5798788722605,-83.5114468168467,934.168632857502,4.0,,0.011441512490940229,5.856801452142923
NEFROTSENTR,No,8610,86,FRESENIUS MEDICAL CARE AG,DE,,,2017,5,564.298776348121,2023,249.59416893404,-176.100982158445,-202.189129048958,1378.88659917749,34.0,,0.1362211310673093,5.519836274579918
VIKING LIFE-SAVING EQUIPMENT RUSSIA,No,4690,46,CLAUS SORENSENS FOND,DK,,,2004,18,1985.88882563356,2023,2149.89107783604,1724.76125894953,1712.36375042517,1509.42758974247,11.0,,0.005116538281126309,7.673172458366763
SARIYA RASHA,No,6420,64,RETHMANN SE & CO. KG,DE,,,2014,8,1358.00316261034,2023,775.541564551182,171.941752357408,431.717385947704,602.274742684327,17.0,,0.021920166212932978,6.653561578280491
"BIRNATEX CO, LTD.",No,6820,68,BIRNATEX AG,CH,100.0,100.0,2012,10,14404.6207530443,2023,13721.8779061157,13334.3830597978,11042.0752734086,1878.38316872995,15.0,,0.0010931448379463175,9.52674676553713
LEGION PROJECT LTD.,No,4666,46,MR ALAN DAVID SMITH,GB,,,2009,13,1907.10486258846,2023,2387.38444550429,2180.4055566676,1478.78814303316,1240.62999830581,28.0,,0.011728316339133025,7.7779536713947985
LIMITED LIABILITY COMPANY MARELEC RUS,No,4669,46,MARELEC DISTRIBUTION,BE,90.0,,2021,1,567.264603431337,2023,120.36191870831,-51.5259924866259,-31.6652214899659,816.962714441121,34.0,,0.2824813725543624,4.790503193046463
LIMITED LIABILITY COMPANY MAXX TRUCK,No,4940,49,RETHMANN SE & CO. KG,DE,,99.0,2011,11,219.917193192989,2023,205.390574543737,-28.9396248292178,-178.172619510442,1548.55197784398,22.0,,0.107112997024677,5.324913408144269
RUSYEAST LIMITED LIABILITY COMPANY,No,1091,10,"ASAHI GROUP HOLDINGS, LTD.",JP,,100.0,2008,14,1797.17971516959,2023,879.320405217819,696.193151356652,1577.45206731651,4695.47290874925,8.0,,0.009097935124135209,6.779149342322701
BAUKERAMIK,No,4673,46,KHARRI GELLENBEK,DE,100.0,100.0,2016,6,627.662668505684,2023,493.535015808418,324.514146515168,415.594882329926,1455.7528093718,6.0,,0.012157192109605247,6.201593810375503
PELCOM DUBNA MACHINE-BUILDING FACTORY LTD.,No,2849,28,MALPA PELCOM ANSTALT IN LIQUIDATION,LI,100.0,100.0,2001,21,5005.7474804474,2023,6156.77730965521,3184.1259677792,2044.1795925172,1055.2992547825,70.0,,0.011369584521146196,8.725308755612511
MESSER KATTING SISTEMS,No,4662,46,MIG HOLDING GMBH,DE,,,2020,2,1556.15609089192,2023,2286.71493197046,915.461285527796,1232.93668745086,1978.89794750884,15.0,,0.0065596283079651365,7.734871539104777
GUFUR,No,4690,46,GRETSCH-UNITAS GMBH,DE,100.0,100.0,2005,17,1172.61667045765,2023,1163.54790191259,414.953839179128,533.960372237489,1159.60494035948,34.0,,0.029220971430666723,7.059229152425667
KOBA AVTOMOTIV RUS,No,2229,22,MR MARK ANTHONY COOKE,GB,,,2010,12,1068.65662638284,2023,1630.24309822824,699.88127098605,364.071999053471,924.100430390798,20.0,,0.012268108984320281,7.396484422697866
AMATA SKEIL,No,2899,28,MR MICKUS SIGITAS,IT,51.21,,2015,7,844.101147225127,2023,1120.36728960928,251.074800902046,303.963826851919,1371.01489270851,20.0,,0.017851288756363864,7.021411847680649
ROKKY BOX RUS,No,3100,31,MR TUUKKA ALEKSI LILYAVIRTA,FI,85.0,,2012,10,1282.6421654094,2023,681.575275745243,170.393818936311,723.271567898802,1547.23631019052,32.0,,0.0469500598668442,6.524406701009252
AUROM POMP RUSLEND,No,4759,47,MR MOHAMMAD ZIA SAFI,DE,,,2009,13,574.422727444209,2023,693.312649164349,-212.511068280786,-163.042441495694,1687.56676007528,3.0,,0.004327052165593554,6.541481050646208
ROKHTO MENTOLATUM RU,No,4645,46,KORPORATSIYA MENTOLATUM KAMPANI,US,99.0,,2019,3,1703.00913041458,2023,2013.34988980461,-148.090117381886,-225.414008050226,1479.26758124586,9.0,,0.004470161915509591,7.607555225639825
LIMITED LIABILITY COMPANY NAGATINO-PLAZA,No,6820,68,MR LEV LEVIEV,GB,,,2012,10,6407.15652589593,2023,7962.93294597324,7906.99197816383,6363.30465402268,1518.51461633202,2.0,,0.00025116373747833404,8.982552671522912
SPEKO RUS LIMITED LIABILITY COMPANY,No,1089,10,VAN HEES FAMILIEN-GMBH & CO. KG,DE,,,2010,12,2332.73449820746,2023,2427.52303212788,-275.276403433643,-1008.9275448611,1198.27218970004,13.0,,0.005355252999846788,7.794626688123715
GIBLI RUSSIYA,No,4669,46,MR GIUSEPPE RIELLO,IT,,,2013,9,792.912755724974,2023,1202.25969773065,-689.732211859897,-1012.88569754735,1426.89731880277,8.0,,0.006654136385924409,7.091958146443102
COMPANY LIMITED LIABILITY IPTP,No,6110,61,IPTP HOLDING PLC,CY,100.0,100.0,2006,16,185.899379543029,2023,968.60251288861,-568.118486124091,15.252824999392,893.583630666137,18.0,,0.01858347439789268,6.875854324317002
NOVOGORSK PLOTINA,No,6810,68,ZAPERMANA LIMITED,CY,100.0,100.0,2011,11,18307.3481519567,2023,22623.4776786426,7758.72687700391,6539.63756876346,1386.46841277368,,,,10.026743481382521
RIZKO ICHI,No,4674,46,MRS EMANUELA LUCCHINI,IT,,,2015,7,1142.96954935137,2023,1368.58850890025,738.471924188547,971.352968656458,1807.11412092578,3.0,,0.0021920394483004213,7.221535202238994
RENT ESTEIT GRUPP,Yes,6820,68,HAZAPOUR LTD,CY,0.0,100.0,2008,14,3013.59250887111,2023,3522.72814429924,-3544.14249361865,-150106.953223074,178.31756594684,,,,8.16699100939707
VEI VAN,No,4639,46,ZANG KIANG,CA,70.0,,2015,7,805.021358027123,2023,206.81736534927,20.3384991241619,91.7733936915174,1508.5021624947,5.0,,0.024175919616595428,5.331836110817116
METALOK INZHINIRING RUS,Yes,3312,33,CORDIM HOLDING AB,SE,,,2017,5,981.699914270081,2023,925.085393319838,243.590879318304,529.177139836363,1535.98623678088,10.0,,0.010809812880206845,6.829886050353991
SOCIE TE A RESPONSABILITE LIMITE E HACHETTE COLLECTION,No,5800,58,LOUIS HACHETTE GROUP S.A.,FR,,,2008,14,3482.46078144014,2023,5640.9655128736,5289.58462628443,3348.06198572181,1722.16435947083,4.0,,0.0007090984674292636,8.637810520066546
EKATERININSKIE DVORY,No,6820,68,LANIMER HOLDINGS LIMITED,CY,100.0,100.0,2009,13,5185.44761240296,2023,6459.25696042832,797.172251574695,722.357290376909,1348.47014698572,37.0,,0.005728213047828104,8.773269568555632
LIMITED LIABILITY COMPANY INTERGRAPH PPANDM,No,6201,62,HEXAGON AB,SE,0.0,100.0,2013,9,6841.12615647074,2023,11396.3569562929,2699.85163191613,2318.39595072996,2241.16179958172,11.0,,0.0009652207316940843,9.34104901807327
KARUNA TEKS,No,4641,46,MR MUKESH MANOKHAR GIDVANI,ES,100.0,100.0,2019,3,1734.66320217866,2023,408.910168691538,216.118426166475,1100.51139321271,1560.22574083693,6.0,,0.014673149408828004,6.0134954954681765
SOCIETE A RESPONSABILITE LIMITEE PETIT BATEAU,No,4771,47,REGENT LP,US,,,2012,10,1844.27615727298,2023,1760.64639373776,501.207381460816,738.725087963976,1496.29321265966,7.0,,0.0039758125339065765,7.4734362897745665
ARCHEST LIMITED LIABILITY COMPANY,No,7112,71,ARCHEST S.R.L.,IT,100.0,100.0,2012,10,1301.70819665864,2023,1198.93500594795,219.160451846197,420.344665553421,1125.89931903407,9.0,,0.007506662125428608,7.089188946675824
AGRI 2.0 PRECISION FARMING,No,0161,01,365 CAPITAL FUND COÖPERATIEF U.A.,NL,,100.0,2012,10,2375.79473954346,2023,3594.24756262638,1313.67052317783,928.54917101562,3292.30220661219,,,,8.187089947171117
LIMITED LIABILITY COMPANY KUK-RUSSIA,No,4638,46,KUK-BETEILIGUNGSVERWALTUNGS GMBH,AT,,,2006,16,413.721728382632,2023,772.243793349713,-879.670372773893,-968.810831156559,731.95720435679,46.0,,0.059566681397941336,6.649300294666637
INVESTITSIONNAYA STROITELNAYA KOMPANIYA BALTIK-STROI,No,6820,68,VALESINO HOLDING LIMITED,CY,0.0,100.0,2008,14,4430.58887109533,2023,5200.55826413538,-6411.43254786171,-10513.6005663024,934.982562846504,,,,8.556521257294582
I.T.S. LTD.,No,3312,33,MR MASSIMILIANO MELLONI,IT,100.0,100.0,2005,17,999.873967449181,2023,777.116418553516,107.951530758291,53.0392459956929,1391.10669873841,26.0,,0.033457020568932315,6.655590169972336
STANTE RUSSIYA,No,5229,52,RDM S.R.L.,IT,,,2013,9,292.836400426924,2023,394.978767901659,183.463761126623,182.688258490525,1457.73746057786,3.0,,0.007595344974965676,5.978832011308724
OOO MKW,No,2593,25,MKW HOLDING GMBH,AT,,,2004,18,2144.91736581363,2023,2283.56522396579,-600.503945351578,-797.38379580155,1331.53371337894,18.0,,0.007882411157383107,7.733493195372724
KLAUS UNION,No,4669,46,MR THOMAS KLAUS ESCHNER,DE,,100.0,2018,4,1848.32350776624,2023,1204.31912219524,653.658633003011,579.49585271813,299.749230470508,1.0,,0.0008303446998144429,7.093669642405957
NEVSKIE BANI,No,6820,68,MR ALEKSANDR MIKHAILOVICH LITVAK,BE,50.09,,2003,19,16770.5814343644,2023,13892.4601691207,5794.31860388722,10558.9242019914,1331.68980954122,12.0,,0.0008637778949097048,9.539101538072098
SOCIETE A RESPONSABILITE LIMITEE TEKNALYS,No,7320,73,DEHON,FR,,,2009,13,983.740314105526,2023,1140.65194757096,200.141061202623,646.650651673786,1103.38802248891,4.0,,0.003506766466771986,7.039355261759475
PETER-LACKE GMBH,No,2030,20,MR PETER DAVID,DE,,100.0,2005,17,2375.79473954346,2023,2862.86921159364,1829.24003472831,2073.53682075068,5897.34645990748,5.0,,0.0017464996234378125,7.959579621761123
BOLWERK-NORD LIMITED LIABILITY COMPANY,No,4120,41,STAYER HOLDINGS & ENTERPRISES AG,CH,95.0,,2011,11,4873.82392387372,2023,8178.6744840024,-1553.16947414819,-1198.86312517151,2342.02221986279,14.0,,0.001711768823589225,9.009285372945834
LIMITED LIABILITY COMPANY AF RUS,No,3312,33,MOTEURS ET FRANCOIS,BE,100.0,100.0,2004,18,3574.03348006587,2023,2102.4839342786,1493.74229106866,2154.56187869702,3012.45523683168,14.0,,0.006658790477180817,7.650874750571107
KALFERDE-RUS,No,3312,33,IOKHANN KHOLOPOV,DE,100.0,100.0,2022,,1417.3420037264,2023,,,387.263428877108,1358.61639753357,14.0,,,
HAHN + KOLB GMBH,No,4669,46,ADOLF WÜRTH GMBH & CO. KG,DE,,,2003,19,973.415667943656,2023,1615.43677854817,1268.1882011788,695.820942790247,1359.38572861906,11.0,,0.006809303927007253,7.387360650204865
BO-BOKS TREID RUS,No,4647,46,MR TUUKKA ALEKSI LILYAVIRTA,FI,85.0,,2018,4,649.89522190392,2023,713.368482185528,281.723882639781,236.730979815125,1471.06138300058,11.0,,0.015419800950975004,6.569998092225721
ENERGRIN RUS,No,4510,45,MR MICHELE PULPITO,IT,100.0,100.0,2015,7,293.650330415927,2023,288.238663299009,279.947124278173,275.554325317964,561.611692411825,37.0,,0.12836584647083746,5.663788828970747
LIMITED LIABILITY COMPANY IMS SERVICE,No,4669,46,IMS HOLDING GMBH & CO. KG,DE,,100.0,2011,11,1020.70165538695,2023,864.379482631572,813.593806128949,900.574508790858,1139.84762610588,49.0,,0.05668806465745956,6.762011888385702
ALPTULS,No,4649,46,CAMP S.P.A. COSTRUZIONE ARTICOLI MONTAGNA - PREMANA,IT,90.0,,2017,5,1567.12742115464,2023,952.329021531157,378.409150150605,1023.9350758912,1283.66794019006,5.0,,0.00525028628441984,6.858910585933748
FIZKULTURNO-OZDOROVITELNYI KOMPLEKS CHISTYE PRUDY,No,9313,93,INTRAWARE INVESTMENTS PUBLIC LTD,CY,100.0,100.0,2014,8,3612.94602337573,2023,2688.1007982064,175.697173439898,-321.446597026661,2835.25264347252,19.0,,0.007068187328643888,7.896590200272696
LTD CONTROL UNION CERTIFICATIONS,No,7120,71,STICHTING ADMINISTRATIEKANTOOR PPF PARTICIPATIE FONDS,NL,,,2008,14,275.063737379387,2023,409.650484675542,208.769107488915,174.136418743059,1430.62132724561,38.0,,0.09276200424881073,6.015304319732595
SOCIETE A RESPONSABILITE LIMITEE ARC DISTRIBUTION RUSSIA,No,7022,70,ARC HOLDINGS,FR,100.0,100.0,2005,17,2401.62865439989,2023,991.242721708491,537.200198573992,2221.04769410007,1693.18622191716,15.0,,0.015132519686143295,6.898959430383378
EUROPEAN COMMERCIAL INVESTMENT RUSSIA LIMITED LIABILITY COMPANY,No,6820,68,MR KONSTANTINOS MARKOU,CY,,,2005,17,11817.1038688272,2023,15019.1403350299,11428.9577801703,10707.5500479285,1317.05021946505,,,,9.617080688995065
HOCKER POLYTECHNIK UND PRESTO PRESSEN,No,4614,46,MR FRANK HOCKER,DE,,,2006,16,1452.2517954465,2023,1456.56496838108,1421.15094376449,1255.5037326254,486.741283149458,5.0,,0.0034327339380936244,7.283836181227597
AKTSIONERNOE OBSHCHESTVO PFK,No,0220,02,AMACROSS HOLDING LTD,CY,99.0,,2005,17,1294.90686387382,2023,3303.85525282845,574.673647655174,229.305262381211,1808.46323775686,68.0,,0.020582015492895702,8.102845324004578
