subsidiary_name,inactive,nace_code,nace_sector,guo_name,guo_country,guo_direct_pct,guo_total_pct,incorp_year,years_in_russia,total_assets_th_usd,total_assets_year,pre_inv_assets_th_usd,pre_inv_equity_th_usd,shareholders_funds_th_usd,revenue_th_usd,employees,costs_employees_th_usd,emp_intensity,ln_assets
ZAKRYTOE AKTSIONERNOE OBSHCHESTVO MLADA,No,6810,68,DEILPOIENT LIMITED,CY,100.0,100.0,2004,18,44599.5501910951,2023,62439.6634213487,49361.0931847505,35010.908584076,0.0,,,,11.041955984181604
METRA DEVELOPMENT,No,4120,41,METRA CAPITAL PARTNERS LTD,VG,,,2007,15,1447.29016743135,2023,1839.84674373548,-1068.41056782287,-849.174272499047,0.0,2.0,,0.0010870470634632085,7.517437555685997
PAMIR,No,5223,52,MRS OLGA BOGOMAZOVA,CY,0.0,100.0,2004,18,62.7283577825874,2023,102.917382067069,-207.180793195963,-326.631219559349,0.0,39.0,,0.37894473427806935,4.633926550508887
"INVESTCONSULTING , LTD",No,6499,64,MR MIKHAIL PONOMAREV,DE,,,2004,18,215.156260243617,2023,270.107651836239,234.707087510265,186.289619948715,0.0,1.0,,0.003702227586674518,5.598820590039051
DARVETER,No,6820,68,L& M HOLDING LLTD.,CA,99.9,,2004,18,3.01042598672211,2023,8.08963466156274,-550.741250935942,-460.249534466304,0.0,,,,2.0905835707877407
PITERGORMASH LIMITED LIABILITY COMPANY,No,4610,46,CANTELL OY,FI,,,2004,18,6257.32650956418,2023,14509.6548748389,9663.08879367262,5713.52092937753,198.855361011811,3.0,,0.0002067588806128174,9.582569560263787
INVESTITSIONNO-STROITELNAYA KORPORATSIYA MEGAPOLIS,Yes,4120,41,MATRIX RETAIL GROUP HOLDINGS LIMITED,VG,0.0,100.0,2004,18,0.301042598672211,2023,1042.48604809213,-5177.89113473427,0.301042598672211,0.0,,,,6.949363570458346
LIMITED LIABILITY COMPANY KAISER IMPORT-EXPORT,No,4511,45,MR OMAR SKANDER ORLANDINI,CH,100.0,100.0,2023,,0.947726699523628,2023,,,0.590935471467674,0.0,2.0,,,
"ARCTIC INTERNATIONAL OILFIELD SERVICES, LIMITED LIABILITY COMPANY",No,6420,64,MAK DONALD ML UILLYAM GERRETT,US,100.0,100.0,2022,,0.111497258767486,2023,,,0.111497258767486,0.0,,,,
JOINT STOCK COMPANY FEDOROVO RESOURCES,No,4313,43,BARRIK GOLD(RUSSIA) LIMITED,CY,100.0,100.0,2003,19,30809.5692267325,2023,35416.689754134,28379.0306455493,24802.2753199544,0.0,2.0,,5.647055142319027e-05,10.474938449999772
SHERWIN-WILLIAMS JOINT-STOCK COMPANY,No,4673,46,KOMPANIYA BEKKER AKROMA GRUP AKTYIEBOLAG,SE,100.0,100.0,2003,19,3768.59619661514,2023,5192.87243819237,4463.47274988052,2584.64025494084,0.0,,,,8.555042279358592
REZA NATURALS LIMITED LIABILITY COMPANY,No,4645,46,SALAAM ALI,US,100.0,100.0,2021,1,11.1162766991183,2023,0.080761743709445,0.080761743709445,7.84940701723099,0.0,1.0,,12.382100163632934,-2.516251894519412
SALENTUM,No,1051,10,MR MARKO KOLATSTSO,IT,100.0,100.0,2024,,,,,,0.0362119302153587,0.0,1.0,,,
THE TRADING HOUSE RUSSIAN ALCOHOL - NORTH-WEST LLC,No,4634,46,ROUST CORPORATION,US,,,2007,15,30.7620936939493,2023,,,-7545.09754887689,0.0,,,,
"ORTUS, LIMITED LIABILITY COMPANY",No,7010,70,SMASHSIA HOLDINGS LIMITED,CY,100.0,100.0,2021,1,20.0806563040242,2023,,,-51.968872311525,0.0,1.0,,,
MAYERTON ENGINEERING LIMITED LIABILITY COMPANY,No,4644,46,KOMPANIYA S OGRANICHENNOI OTVETSTVENNOSTYU MEIERTON REFREKTORIZ LIMITED,GB,99.9,,2003,19,400.130212538876,2023,383.699044363573,-833.838083218783,-598.896375743672,11.618014363572,1.0,,0.002606209253553555,5.94985850666751
NB INVEST,No,6492,64,NB CONSULTING LIMITED,CY,100.0,100.0,2003,19,148.915738809854,2023,179.708340044133,44.0555311935022,33.304231193848,0.0,,,,5.191335203642626
ARBUCO LIMITED LIABILITY COMPANY,No,6910,69,MR ARTUR ADOLFOVICH ZARKH,US,90.0,,2022,,0.200695065781474,2023,,,-5.65291101951152,0.0,1.0,,,
ADR-HAANPAA LIMITED LIABILITY COMPANY,No,4941,49,SAMAT BALTIC SA,FI,,100.0,2003,19,814.688170362264,2023,1165.39196172729,1054.08881860506,757.43432798516,0.0,2.0,,0.0017161607988403255,7.060812757248503
EMBECTA RUS LIMITED LIABILITY COMPANY,Yes,4669,46,EMBECTA CORP.,US,,,2021,1,460.63977487199,2023,,,405.983818624169,488.659036000259,,,,
LIMITED LIABILITY COMPANY BEE FANTASTIC,No,4619,46,ZAIRPUR KHOSSEIN,GB,50.99,,2023,,,,,,-7.88514780439436,0.0,1.0,,,
BIO-RAN,No,3700,37,BIO-RAN LIMITED,GB,100.0,100.0,2015,7,7.22502236813307,2023,49.8703767405823,21.9268134171143,6.96857867296785,1.1707212170586,1.0,,0.020051984070660615,3.9094271739827207
OLETA,No,6810,68,PURSLEY OVERSEAS LTD,VG,0.0,100.0,2004,18,7384.4522984447,2023,9462.98811334185,8637.11852216907,5991.29405014496,10.2800472583622,,,,9.155143480388016
RUS-INVEST,Yes,0141,01,DME STICHTING ADMINISTRATIEKANTOOR,NL,,,2003,19,5084.43109595962,2023,871.809563052841,-3561.55251671467,-5570.32499994244,0.0,1.0,,0.0011470394939214373,6.770571009063746
LIMITED LIABILITY COMPANY POLYMEX,Yes,4520,45,MR HARALD CZAJKA,AT,,100.0,2003,19,2196.78589059226,2023,240.185425791889,-2165.02044449095,209.24690552894,0.0,1.0,,0.004163449954146925,5.481411232500687
JOINT-STOCK COMPANY AUTOMATION AND DRIVES KOVROV,No,4660,46,FAMILIE WEISS STIFTUNG,DE,,,2004,18,1502.04647121206,2023,3061.16621298157,2839.47522649914,1326.21529413573,0.0,3.0,,0.0009800186567060028,8.026551237693871
LIMITED LIABILITY COMPANY HANSA DEVELOPMENT,No,6810,68,KOLTUSHI DEVELOPMENT OY,FI,100.0,100.0,2007,15,3934.30342259537,2023,4664.63679317012,17.1080293757841,98.7308226386085,0.0,1.0,,0.00021437896332340015,8.447765252409019
TORGOVAYA KOMPANIYA GERMES,No,4791,47,MR ALEKSANDR SHMUNK,DE,75.0,,2021,1,2.49753859639168,2023,2.73243899550289,0.834538018330932,-1.27106874994934,0.0,1.0,,0.3659734038512196,1.005194615294321
YUZHNYI TSENTR AGROGRUPP,Yes,4621,46,MR ALEXEY PONOMARENKO,CY,,,2003,19,7838.85937655158,2023,46384.5652791765,43753.6437955163,4644.46291286312,0.0,,,,10.744722038030444
LLC CREATIVE EXCELLENCE,No,7022,70,RAMSI DZHULIANN,US,100.0,100.0,2021,1,53.1284438027069,2023,0.403808718547225,0.403808718547225,51.2664395812899,0.0,1.0,,2.476420032726587,-0.9068139820853113
LIMITED LIABILITY COMPANY REGION-SARATOV,No,6820,68,KOMPANIYA S OGRANICHENNOI OTVETSTVENNOSTYU SANTANER LIMITED,CY,100.0,100.0,2004,18,2995.80869609769,2023,3742.63380640186,-16534.3921705065,-14535.7192299031,0.0,,,,8.227544868868243
ZH.K.,Yes,,,WORTHWELL LIMITED,CY,,,2004,18,2457.21003789548,2023,2967.02494039759,-3083.20070872363,-2564.82719205786,0.0,,,,7.9953150261865975
M.E.Z.,Yes,,,WORTHWELL LIMITED,CY,,,2004,18,2426.01310489234,2023,2936.24125575367,-9791.9845366329,-8125.81987144146,0.0,,,,7.984885557936733
AGROSOYUZ KUBAN,No,0113,01,ETMOR INVESTMENTS LIMITED,VG,0.0,100.0,2004,18,12581.3952782266,2023,12408.6784931095,1808.59194891993,1511.70213382132,0.0,1.0,,8.058875895247803e-05,9.426151385268973
LIMITED LIABILITY COMPANY NEW LEAF,No,4621,46,MR VLADISLAV DEBUS,DE,100.0,100.0,2022,,0.222994517534971,2023,,,0.111497258767486,0.0,2.0,,,
"LIMITED LIABILITY COMPANY DL FASHION, ART AND DES IGN. WITH LOVE",No,7420,74,LORENTS DAGMAR ANGELIKA BEATE,DE,100.0,100.0,2004,18,0.0111497258767486,2023,0.699935112148523,0.659554240293801,0.0111497258767486,0.0,,,,-0.3567676451660398
EMG UPRAVLENIE,Yes,7810,78,LAILAK BUSINESS GRUP LP,IE,100.0,100.0,2014,8,25.8896634858102,2023,637.748569492251,-168.940107549541,-15.0409802077338,0.0,,,,6.45794411396531
LIMITED LIABILITY COMPANY EMC ST. PETERSBURG DEVELOPMENT CENTRE,No,6209,62,MR MICHAEL S DELL,US,,,2004,18,285.432982444763,2023,7992.3436809741,5520.99394259322,282.73474878259,0.0,,,,8.986239322528668
LIMITED LIABILITY COMPANY BITEX,No,4619,46,DRAMNEEL LTD,CY,90.0,,2004,18,0.222994517534971,2023,0.269205812364817,0.269205812364817,0.222994517534971,0.0,1.0,,3.7146300490898754,-1.3122790901934744
LIMITED LIABILITY COMPANY GREEN SKY,No,4671,46,TOKKHI FARID,DE,60.0,,2024,,,,,,6.7987898979336,0.0,1.0,,,
EGON ZEHNDER,No,8299,82,EGON ZEHNDER INTERNATIONAL AG,CH,100.0,100.0,2004,18,83.5337462686002,2023,1302.01391150244,1163.25177551899,83.5337462686002,0.0,,,,7.171667507429129
LIMITED LIABILITY COMPANY RESPECTGROUP,Yes,0810,08,DORTMAN MANAGEMENT LTD,GB,99.99,,2004,18,449.80224131979,2023,615.417947356589,-7042.19522652309,-5433.26141973957,0.0,,,,6.422301626188053
SFERA-OPTIM,No,7219,72,LARAMONDE HOLDINGS LIMITED,VG,0.0,100.0,2004,18,299.135995547287,2023,367.398632424884,367.277489809319,299.035648014396,0.0,,,,5.906447450468392
KORIAN,No,6499,64,PIN HOLDINGS LIMITED,CY,99.9,,2004,18,2336.48080610204,2023,2812.24505857844,2812.15083654411,2336.3581591174,0.0,,,,7.9417383965653165
NEFTEPROMSERVIS,No,4660,46,MR ABDOU RAZAK AMADOU,GB,0.0,100.0,2004,18,7667.19819695316,2023,9172.47466092836,108.786068776622,-173.891124773771,0.0,1.0,,0.00010902183292581465,9.123962393721218
ZARKH LIMITED LIABILITY COMPANY,No,6910,69,MR ARTUR ADOLFOVICH ZARKH,US,90.0,,2022,,0.724732181988657,2023,,,-2.85432982444763,0.0,,,,
VIFOR PHARMA RUS LIMITED LIABILITY COMPANY,No,4646,46,CSL LIMITED,AU,,,2021,1,918.168776224367,2023,1613.88884512708,1605.39540174697,889.93767030444,0.0,2.0,,0.0012392427186288142,7.386401977268141
LIMITED LIABILITY COMPANY BEGIN CAPITAL,No,,,MR ROMAN AVDEEV,CY,100.0,100.0,2024,,,,,,-38.3868750650436,0.0,2.0,,,
PERVOE ZEMLEUSTROITELNOE OBSHCHESTVO,No,7010,70,HELMOND ENTERPRISES LIMITED,CY,,,2004,18,13.9483070718125,2023,16.8388235634193,15.4927945015952,12.8333344841376,0.0,1.0,,0.05938657152821545,2.8236871467194455
LIMITED LIABILITY LIMITED LIABILITY COMPANY COMP IDX INTERNA,No,4910,49,OGIER EMPLOYEE BENEFIT TRUST LTD,GB,,,2004,18,420.467312538065,2023,1124.79572522268,-4033.88757479936,410.64440404065,0.0,2.0,,0.0017781006409888806,7.025356720571476
LIMITED LIABILITY COMPANY ORICA LOQISTICS,No,7730,77,ORICA LIMITED,AU,,,2004,18,1331.6006117342,2023,249.473026318476,241.450693110004,-23.4924724223092,0.0,1.0,,0.0040084493893275865,5.519350798399172
FABERON,No,6820,68,AKTSIONERNOE OBSHCHESTVO SI AI ES RIAL ESTEIT B.V.,NL,100.0,100.0,2004,18,20230.029181595,2023,20037.4731847756,-9955.02903689165,-7105.61995371897,0.0,1.0,,4.990649223973991e-05,9.905359458664915
DIAGEO BRANDS DISTRIBUTORS LIMITED LIABILITY COMPANY,No,4634,46,DIAGEO PLC,GB,,,2004,18,3145.67216160707,2023,19123.9636413874,7001.38362536859,2511.19701059069,0.0,862.0,,0.04507433794396525,9.85869746854085
EATON LIMITED LIABILITY COMPANY,No,4669,46,EATON CORPORATION PLC,IE,,,2004,18,5127.05649798643,2023,17645.8756683078,13147.8638127008,5015.33624470141,0.0,191.0,,0.01082405903737825,9.778257361871917
RIELT INVEST,No,0141,01,GOVERNMENT OF SINGAPORE,SG,,,2004,18,36625.6564844502,2023,44353.0843779091,40725.6168180369,33620.671563956,0.0,,,,10.699937531608313
SOCIAL-CULTURAL FOUNDATION HENNESSY,No,5811,58,SOSYETE ZHAS KHENNESSI I KO.,FR,100.0,100.0,2004,18,18.7538389246911,2023,0.107682324945927,0.107682324945927,-15.386621709913,0.0,2.0,,18.573150245449344,-2.2285698220676275
ABSOLUTE GROUP,No,6810,68,PURSLEY OVERSEAS LTD,VG,0.0,100.0,2004,18,200.63931715209,2023,290.096183404326,277.995382138528,200.628167426214,0.0,,,,5.670212534902677
LIMITED LIABILITY COMPANY MARKET-VISIO CONSULTING,No,8299,82,"GARTNER, INC.",US,,,2004,18,170.880698787048,2023,9337.74010913912,1068.31634578854,151.324079599231,0.0,67.0,,0.007175183632967589,9.141819543609964
KLINGSPOR LIMITED LIABILITY COMPANY,No,4690,46,WALTER KLINGSPOR FAMILIEN-STIFTUNG,DE,,,2005,17,780.51426055003,2023,1963.41221161094,1525.93930622749,780.51426055003,0.0,1.0,,0.0005093173986014482,7.58243916286368
RUSPETRO LLC,No,4671,46,RUSPETRO HOLDING LIMITED,CY,94.59,,2005,17,1113.8018664578,2023,9865.86807183642,-244325.124711239,-209716.877624371,0.0,,,,9.196836409703105
UNITED GAMING INDUSTRIES LIMITED LIABILITY COMPANY,No,2899,28,JFG PRIVATSTIFTUNG,AT,,,2005,17,3208.35592048615,2023,3839.83056495618,3800.13616792299,3172.7994446652,0.0,12.0,,0.003125137892675987,8.253183520898965
MANN LINES JSC,No,5229,52,BINKS ALLAN UILYAM SPENS,GB,95.0,,2005,17,447.516547515057,2023,945.356590990908,769.928623363376,220.876069618389,0.0,4.0,,0.004231207607922068,6.85156220128096
3INT RUSSIA S.R.L,No,7010,70,MR CLAUDIO ROSO,IT,,,2005,17,145.615419950336,2023,170.891849689186,-35.0640570605174,-40.484654658474,0.0,21.0,,0.12288473697367251,5.14103089845878
LIMITED LIABILITY COMPANY HALDEX RUS,No,7320,73,SAF-HOLLAND SE,DE,,100.0,2005,17,65.939478835091,2023,72.6721090478823,66.2650107135996,-1.04807423241436,0.0,,,,4.2859576664708205
FILI-PROPERTY LIMITED LIABILITY COMPANY,No,4311,43,HEROTEN HOLDINGS LIMITED,CY,100.0,100.0,2005,17,0.0,2023,29683.4270284912,-376.60547120776,0.0,0.0,1.0,,3.3688832459950284e-05,10.298344156535155
NIPRO MEDICAL LIMITED COMPANY,No,4646,46,NIPRO CORPORATION,JP,,100.0,2005,17,1.52751244511455,2023,2.69205812364817,0.0,-0.702432730235159,0.0,,,,0.9903060028005713
VIKTORUM TREID,Yes,4619,46,MR ZIGFRID GYUNTER,DE,100.0,100.0,2022,,0.0222994517534971,2023,,,-0.0557486293837428,0.0,,,,
URAL FINANS,No,6490,64,STARKEY COMMERCIAL CORP LTD,CY,0.0,100.0,2005,17,409.473682823591,2023,7339.38498308323,7005.50247429777,286.826698179357,0.0,4.0,,0.0005450047938920933,8.901010328327326
LIMITED LIABILITY COMPANY TWENTIETH CENTURY FOX CIS,No,4643,46,WALT DISNEY COMPANY (THE),US,,,2005,17,2691.75567143876,2023,19004.1535945944,4503.61133650411,2663.03397758026,0.0,,,,9.852412844498652
SCANBALT,No,4510,45,BERNARD KRONE FAMILIENSTIFTUNG,DE,,,2005,17,629.926062858663,2023,744.448293223046,744.313690316863,629.357426838949,0.0,1.0,,0.0013432766373478507,6.61264339803058
ROKSAR SERVISIZ,No,6200,62,EMERSON ELECTRIC CO,US,,,2005,17,2426.04655406997,2023,3124.56418179348,3115.94959579781,2413.04597369768,0.0,,,,8.047050090618711
SPEKSNEIDERS,Yes,7022,70,MR KORNELIS AUGUST SPEKSNAIDERS,NL,100.0,100.0,2024,,,,,,0.415333402343094,0.0,,,,
FLUID SYSTEM TECHNOLOGIES RUS LIMITED LIABILITY COMPANY,No,4690,46,DANISH FLUID SYSTEM TECHNOLOGIES A/S,DK,100.0,100.0,2005,17,694.349178974517,2023,6079.00375046302,0.928760052658617,-764.012666252442,8.5629894733429,1.0,,0.0001645006387640134,8.712596104702476
INTERPIPE-M LIMITED LIABILITY COMPANY,Yes,4612,46,INTERPIPE HOLDINGS PLC,CY,0.0,100.0,2005,17,35087.5629494786,2023,40458.2550654868,38370.7928155381,33810.0719574243,2.78743146918714,,,,10.608025982393968
FINANS-NEDVIZHIMOST,No,6830,68,MR TALALAKIN ANDREI,GB,51.0,,2007,15,0.133796710520983,2023,1.49409225862473,-4.5495782289654,0.133796710520983,0.0,1.0,,0.6693027115477272,0.4015188375648658
STROITELNOE UPRAVLENIE #308 - DEVELOPMENT,No,4120,41,KOMPANIYA S OGRANICHENNOI OTVETSTVENNOSTYU DINARNI LIMITED,CY,100.0,100.0,2005,17,43.7403746144846,2023,52.199007017538,-117.441035644151,-97.247909097001,0.0,,,,3.9550634720551314
LIMITED INVEST GROUP,No,6499,64,MR DAVID YAKOBASHVILI,SE,100.0,100.0,2005,17,4984.03896416537,2023,5912.41919377167,-2513.13048045989,-2296.44214047864,0.0,2.0,,0.0003382710079330748,8.684810365691431
OOO WWD,No,6900,69,D-R MYULLER-MEERKATTS PETER ERNST,DE,100.0,100.0,2005,17,0.847379166632891,2023,6.5282409498468,6.40709833428264,-6.74558415543288,0.0,21.0,,3.216793032201548,1.8761375271900158
LIMITED LIABILITY COMPANY ELITE GROUP,Yes,7810,78,GUTE KARIM,DE,100.0,100.0,2024,,,,,,0.0905298255383968,0.0,1.0,,,
AUTOTANK LLC,No,4690,46,VONTIER CORPORATION,US,,,2005,17,162.005516989157,2023,879.643452192657,541.978601743467,151.881565893069,29.6582708321512,,,,6.779516657406646
"SPEKTR GROUP, LIMITED LIABILITY COMPANY",No,4775,47,CK HUTCHISON HOLDINGS LIMITED,KY,,,2005,17,5112.17161394097,2023,6587.02203897666,3669.19446078874,1962.02841225732,0.0,2.0,,0.000303627343003503,8.792856634464252
NEOPLAN PETERSBURG LIMITED COMPANY,No,4511,45,MR VLADIMIR NOVOSELECKIJ,DE,,,2005,17,7.43686715979129,2023,1.9113612677902,-0.282666102983057,0.936576973646879,0.0,1.0,,0.5231873308577291,0.647815693853795
LIMITED LIABILIY COPMANY HERMES,No,6831,68,LAERY INVESTMENTS LIMITED,CY,100.0,100.0,2005,17,6567.76832715049,2023,32681.4779387638,9020.25223432668,2781.4106172137,0.0,1.0,,3.059837140394103e-05,10.394563772515715
TSENTR KADASTRA NEDVIZHIMOSTI,No,7110,71,KIMWANA INDUSTRIES LIMITED,VG,0.0,100.0,2007,15,342.653375644237,2023,359.820488806814,40.1655072048306,28.6659452291206,0.0,1.0,,0.0027791635860316324,5.885605264883494
BRIDGEPOINT,No,7022,70,MR DMITRII KLING,DE,100.0,100.0,2025,,,,,,0.692222337238491,0.0,2.0,,,
SOCIETE A RESPONSABILITE LIMITEE MEURA,No,4669,46,H.B.P. S.A.,LU,99.0,,2005,17,479.248667360283,2023,2612.80393248796,369.781103864312,-570.553772564977,324.211729044095,,,,7.868179227300785
INVESTMENT AND FINANCE GROUP CAPITAL LLC,No,6499,64,AGRARCREDIT ASSET MANAGEMENT LTD,VG,0.0,100.0,2005,17,83600.1094370186,2023,100184.781548079,-91625.7596320771,-84277.5110326605,0.0,1.0,,9.98155592643676e-06,11.514771575340157
DELL LIMITED LIABILITY COMPANY,No,4651,46,MR MICHAEL S DELL,US,,,2007,15,837.489359780215,2023,188468.162575578,44817.93551441,-21691.825142392,0.0,1863.0,,0.009884958682360553,12.146684372801893
KHFL FINANS,Yes,6499,64,UM MANAGEMENT LIMITED,CY,99.99,,2005,17,51110.1204244979,2023,27309.8740003109,16243.5013800859,13379.6710520983,0.0,1.0,,3.661679288555545e-05,10.215003600773874
KONSALT,No,7022,70,MR THEMISTOCLEOUS SAVVAS,CY,,,2007,15,2267.36365539208,2023,2697.33455757052,-3471.58393422235,-3466.19333138596,0.0,1.0,,0.0003707363616401729,7.90001936348887
KONSUL,No,4120,41,KONSULYAN SARKIS,US,100.0,100.0,2024,,,,,,0.0905298255383968,0.0,1.0,,,
MANN+HUMMEL OOO,No,2220,22,MANN + HUMMEL INTERNATIONAL GMBH & CO. KG,DE,,,2007,15,10900.9197438089,2023,51329.0415142998,23568.2823977182,8204.40313942079,7536.86905117985,9.0,,0.00017533933489665264,10.846011982368118
GLINKI-2,No,6832,68,ICESTONE INVEST LTD,VG,,,2005,17,2.94352763146162,2023,11.8450557440519,11.1316603412852,1.66130915563554,0.0,2.0,,0.16884682041317686,2.471910543724783
AVANGARD,No,0110,01,OY KARL FAZER AB,FI,,100.0,2005,17,277.79542021919,2023,212.591830024496,189.157464058138,265.575320658274,0.0,,,,5.359374036310061
SFERA CO.LTD.,No,4520,45,MRS ANGONAS GAROFITA NICOLETA,CY,,100.0,2007,15,0.970026151277125,2023,43364.2645085119,-36848.6089303931,-66169.073990345,0.0,1.0,,2.3060462602881497e-05,10.677390982488433
TEKHNOMODUL,No,7010,70,MR MARK RHODES,GB,,100.0,2019,3,31319.8698806595,2023,83384.5486378623,90.8435013825074,-38117.5344056627,0.0,1.0,,1.1992629525920723e-05,11.33121830305143
MEGAPROM,No,4639,46,HELMOND ENTERPRISES LIMITED,CY,0.0,100.0,2006,16,3471.92429048661,2023,4191.42681619525,4177.26659046486,3453.6610395005,0.0,,,,8.340796483874248
JOUTSEN LIMITED LIABILITY COMPANY,No,4690,46,JOUTSEN FINLAND OY,FI,100.0,100.0,2006,16,818.133435658179,2023,1529.51974353194,995.61731615942,782.933751065284,627.473123165779,69.0,,0.04511219962461316,7.332709071995346
ALFA PROPERTI,No,6499,64,MR ILYA CHERNYAK,DE,100.0,100.0,2006,16,327.801940776408,2023,561.334499652497,495.527138819918,262.553744945675,51.1214931448922,22.0,,0.03919231761742677,6.330316983897735
LLC GLINKY 2,No,6810,68,ICESTONE INVEST LTD,VG,,,2006,16,2217.37943428662,2023,1154.09877789859,-37997.6600993099,-38593.3043585494,0.0,1.0,,0.0008664769594686023,7.051075039504206
JAS FORWARDING WORLDWIDE LIMITED LIABILITY COMPANY,No,5229,52,DZHES VORLDVAID S.A.R.L. (JAS WORLDWIDE S.A.R.L.),LU,100.0,100.0,2007,15,0.122646984644234,2023,103.496174563654,-4965.11086064111,0.122646984644234,0.0,1.0,,0.009662192870568012,4.639534651284716
MFL ATLANT,Yes,7022,70,MR RHODES MARK,CY,0.0,100.0,2021,1,2618.72496694606,2023,3.71504021063447,-3.17662858590484,-94.6388732418418,0.0,,,,1.3123895019696834
LONMADI ROSTOV LIMITED,No,4511,45,MR MAXWELL CHARLES SKILLMAN,GB,,100.0,2007,15,497.656864782795,2023,601.311562788673,601.190420173109,497.567666975781,0.0,27.0,,0.04490184734646284,6.399113207510848
NOVYI DEVELOPMENT,Yes,7010,70,MR MARK RHODES,GB,,100.0,2019,3,19613.9064793717,2023,219545.87380776,-20.7288475520909,-85482.6626032265,0.0,,,,12.299316481951996
ATOTECH-CHEMETA LIMITED LIABILITY COMPANY,No,4675,46,MKS INC,US,,,2005,17,344.281235622242,2023,3050.65372600872,2776.23878117464,338.706372683868,0.0,,,,8.023111183030995
MIRTEK,Yes,4120,41,MR VASSILIADES G. CHRISTODOULOS,CY,0.0,100.0,2005,17,9945.15409192815,2023,15616.0100019146,-2089.6428170288,-3931.1257507205,0.0,,,,9.656051949144127
VERONA,No,6499,64,GLOBAL TRUST INVEST AG,CH,99.99,,2007,15,5249.55853619426,2023,3998.95812064502,2145.04537321348,2593.4819875611,0.0,,,,8.293789136335123
F.R. CONSULTING,No,6900,69,"ETLISHER SEDRIK, ARMAN, FRANSUA",FR,100.0,100.0,2005,17,17.2820751089603,2023,20.8634504582733,2.82666102983057,3.27801940776408,0.0,1.0,,0.04793071031083715,3.037998846165826
GRANTIS,No,,,MRS NATALIA ANTONIOU,CY,,,2005,17,3460.71881598048,2023,4030.84554911964,4027.61507937126,3460.71881598048,0.0,2.0,,0.0004961738115807517,8.301731446610248
GESELLSCHAFT MIT BESCHRANKTER HAFTUNG MAIRHOFER RUSSLAND,No,0220,02,"REINHARD MAIRHOFER, HILDEGARD MAIRHOFER,  BETEILIGUNGSGESELLSCHAFT",DE,,100.0,2007,15,640.39565545693,2023,2144.1031528702,1967.70604431815,532.020319934934,410.399110071361,1.0,,0.00046639547106740257,7.670476633379506
RURIK RUSSIA,No,6820,68,MR BJERREMAND HANSEN OLE,DK,,,2007,15,1634.83970640413,2023,1972.82095475309,1891.48041854706,1567.3392659463,0.0,,,,7.587219754187149
LIMITED LIABILITY COMPANY ATLANTIS,No,4630,46,"KOMPANIYA S OGRANICHENNOI OTVETSTVENNOSTYU OUPEN SOS, LLS",US,95.0,,2005,17,327.222155030817,2023,963.514523034915,17.7541233254597,5.11772417742759,0.0,1.0,,0.0010378670752674922,6.870587560947791
AGROKULTURA RADIKKIO ROSSO,No,4621,46,MENEGUOLO PAOLO BOSKOLO,IT,100.0,100.0,2022,,4.99507719278336,2023,,,0.111497258767486,36.7717959415168,1.0,,,
KAUKO-RUS LIMITED COMPANY,No,4643,46,MR JOUKO ILMARI AIROLA NIILES,FI,,,2007,15,135.413420773111,2023,71.258778532967,-68.1629116907716,17.9399089356884,0.0,1.0,,0.014033358704532976,4.266318019039581
CSB-SYSTEM GMBH,No,6200,62,CSB SYSTEM AG,CH,100.0,100.0,2006,16,1509.12654714379,2023,4503.69209824782,1122.7497610487,652.180915708654,3.92470350861549,3.0,,0.000666120137557175,8.412652805637238
LIMITED LIABILITY COMPANY ACK ENERGOTEK,No,7112,71,MR MAKSIMILIAN STRIKNER,AT,100.0,100.0,2021,1,13.7364622801542,2023,13.9044802086428,11.010517725721,-4.45989035069942,0.0,1.0,,0.07191926522923281,2.632211105372173
SPETSIALIZIROVANNYI ZASTROISHCHIK LYUBLINO GRAD,Yes,7112,71,MR MARK RHODES,GB,,100.0,2019,3,4.16999747790396,2023,22044.5371188615,-295.520680523477,-16178.0292526446,0.0,,,,10.000820100468466
LIMITED LIABILITY COMPANY HUNTSMAN CIS,No,4675,46,HUNTSMAN CORPORATION,US,,,2005,17,15474.8940896792,2023,17365.9554646108,17324.6862135753,15470.4118998768,0.0,1.0,,5.758393208124075e-05,9.762266986101052
OOO FREUDENBERG SIMRIT,No,4669,46,FREUDENBERG & CO. KOMMANDITGESELLSCHAFT,DE,,,2005,17,1504.5217103567,2023,3278.01149484143,2354.81054220814,1502.51475969888,91.037511783652,131.0,,0.039963252174726425,8.094992265960663
LIMITED LIABILITY COMPANY SBS TRANSPORT,No,5229,52,MR AIVARS TAURINS,DE,,,2006,16,2850.20442587323,2023,6064.72238211706,5895.04195858352,2841.27349544596,0.0,,,,8.710244046565794
LIMITED LIABILITY COMPANY BENTLEY SYSTEMS,Yes,4741,47,THE BENTLEY FAMILY,US,,,2005,17,1128.29651009757,2023,9390.96209824365,4729.63653656561,520.54725200776,0.0,1.0,,0.00010648536215336504,9.147503026830506
VYDAY & PARTNERS,No,6810,68,MR CONSTANTINOS APOSTOLOU,CY,0.0,100.0,2005,17,1709.47597142309,2023,1950.78645901103,-42517.100737581,-38990.0562041476,0.0,1.0,,0.0005126137693753317,7.5759878825625915
ARGUMENT LIMITED LIABILITY COMPANY,No,6910,69,LAVRODE LTD,CY,99.0,,2024,,,,,,9550.40773324296,0.0,,,,
