name,country,industry,grade,action_type,exiter,clean_exit,exit_mode,event_date,event_month,timing_left_censored,nace_sector,b2c,sanctions_coalition,wgi_rule_of_law,legal_origin,pat_pctile,lab_pctile,pat_pctile_sector,lab_pctile_sector,alpha,alpha_sq,alpha_emp_pctile,alpha_pat_pctile,emp_intensity_raw,patent_count,patent_intensity_raw,y_exit_payoff,deal_value_mn_usd,deal_status,has_deal,pre_inv_equity_th_usd,sum_assets_th_usd,ln_assets,years_in_russia,employees_total,n_subsidiaries,sanctions_exposure,sanction_hit_dates,guo_matched,y_sub_inactive,sub_inactivation_rate,y_grade_a_sold,y_suspended
Cadence,United States,Information Technology,A,other,1,1,walked,2022-12-24,10,yes,62,0,1,1.4,english,0.792642,,0.628788,,,,,,,4808,1.941897,,,,0,1956.20,2475.93,7.8144,19,,1,4,2022-04-08;2022-06-03;2022-07-21;2022-10-06,"CADENCE DESIGN SYSTEMS, INC.",0,0.0000,0,0
Calrec,United Kingdom,Consumer Discretionary,A,other,1,1,walked,2023-08-23,18,no,46,0,1,1.5,english,0.453735,0.367273,0.410811,0.330233,0.454617,0.206676,0.368644,0.442090,0.002925,45,0.002992,,,,0,3633.77,15040.33,9.6185,19,44,1,0,,CAL GMBH,0,0.0000,0,0
Canara,India,Financials,A,sold,1,1,sold,2023-08-23,18,no,62,0,0,0.0,english,0.318841,0.913636,0.523077,0.918919,0.743349,0.552568,0.908192,0.460452,0.026802,7,0.004169,,,,0,614.91,1678.98,7.4259,5,45,1,4,2022-04-08;2022-06-03;2022-07-21;2022-10-06,CIAN PLC,0,0.0000,1,0
Cargotec,Finland,Industrials,A,other,1,1,walked,2023-08-23,18,no,23,0,1,2.0,scandinavian,0.658863,0.555455,0.652893,0.588235,0.482786,0.233082,0.535311,0.557910,0.006695,982,0.028359,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,0
Carlsberg,Denmark,Consumer Staples,A,seized,1,1,seized,2022-12-24,10,yes,23,0,1,1.9,scandinavian,0.704571,0.556364,0.869048,0.577586,0.461659,0.213129,0.536723,0.597458,0.006695,1877,0.054206,16.6496,320.62,Withdrawn,1,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,0
Carnival,United States,Consumer Discretionary,A,other,1,1,walked,2022-12-24,10,yes,46,0,1,1.4,english,0.559643,0.368182,0.535135,0.334884,0.412363,0.170043,0.370056,0.519774,0.002925,258,0.017154,,,,0,3633.77,15040.33,9.6185,19,44,1,0,,CAL GMBH,0,0.0000,0,0
Caverion,Finland,Industrials,A,sold,1,1,sold,2023-08-23,18,no,46,0,1,2.0,scandinavian,0.542921,0.004545,0.545455,0.006920,0.237089,0.056211,0.004237,0.470339,0.000029,201,0.005881,,,Pending,1,9988.88,34176.01,10.4393,15,1,1,0,,ORION OYJ,1,1.0000,1,0
Centrica,United Kingdom,Utilities,A,other,1,1,walked,2022-12-24,10,yes,77,0,1,1.5,english,0.561873,0.425455,0.428571,0.400000,0.265258,0.070362,0.409605,0.824859,0.004008,271,1.086303,,,,0,241.45,249.47,5.5194,18,1,1,0,,ORICA LIMITED,0,0.0000,0,0
Chanel,France,Consumer Discretionary,A,suspended,1,1,walked,2023-08-23,18,no,70,0,1,1.4,french,0.716834,0.530909,0.681081,0.493023,0.366197,0.134100,0.505650,0.738701,0.006106,2146,0.327562,,,Pending,1,-4067.23,6551.43,8.7874,17,40,1,0,,MS CHANELLE LATOYA STURGE-WOODS,0,0.0000,0,1
Chapman Freeborn,United Kingdom,Industrials,A,other,1,1,walked,2022-12-24,10,yes,46,0,1,1.5,english,0.023411,0.488182,0.028926,0.515571,0.745696,0.556063,0.474576,0.022599,0.005815,0,0.000000,,,,0,-82.23,2751.30,7.9198,13,16,1,0,,BO HOLDING AG,0,0.0000,0,0
Charles Schwab,United States,Financials,A,other,1,1,walked,2023-08-23,18,no,28,0,1,1.4,english,0.597547,0.756364,0.830769,0.783784,0.613459,0.376331,0.734463,0.521186,0.007011,476,0.019179,,,,0,-18231.69,24818.58,10.1193,11,174,1,0,,CHAS HOLDING AG,0,0.0000,0,0
Cisco,United States,Information Technology,A,sold,1,1,sold,2022-12-24,10,yes,46,0,1,1.4,english,0.949833,0.049091,0.871212,0.039062,0.120501,0.014520,0.057910,0.734463,0.000093,67267,0.297909,,,,0,36304.76,225796.95,12.3274,9,21,1,0,,CISCO SYSTEMS INC,0,0.0000,1,0
Clarivate,United Kingdom,Industrials,A,other,1,1,walked,2022-12-24,10,yes,46,0,1,1.5,english,0.024526,0.238182,0.033058,0.238754,0.618936,0.383082,0.247175,0.024011,0.001239,0,0.000000,,,,0,1605.40,1613.89,7.3864,1,2,1,0,,CSL LIMITED,0,0.0000,0,0
Cleaves,Norway,Financials,A,suspended,1,1,walked,2023-08-23,18,no,46,0,1,2.0,scandinavian,0.422520,0.994545,0.676923,1.000000,0.596244,0.355507,0.991525,0.809322,0.732502,31,0.873485,,,,0,-95.41,35.49,3.5694,3,26,1,0,,CLEVER SPACE SA,0,0.0000,0,1
Clifford Chance,United Kingdom,Industrials,A,sold,1,1,sold,2022-12-24,10,yes,46,0,1,1.5,english,0.025641,0.239091,0.037190,0.242215,0.618936,0.383082,0.248588,0.025424,0.001239,0,0.000000,,,,0,1605.40,1613.89,7.3864,1,2,1,0,,CSL LIMITED,0,0.0000,1,0
Colliers,Canada,Real Estate,A,other,1,1,walked,2022-12-24,10,yes,46,0,1,1.7,english,0.365663,0.899091,0.714286,0.857143,0.656495,0.430985,0.895480,0.604520,0.022688,13,0.058986,,,,0,-267.38,220.39,5.3954,10,5,1,0,,DIERS INTERNATIONAL GMBH,0,0.0000,0,0
Columbus,Denmark,Information Technology,A,sold,1,1,sold,2023-08-23,18,no,46,0,1,1.9,scandinavian,0.773690,0.432727,0.590909,0.390625,0.242567,0.058839,0.420904,0.877119,0.004331,3923,3.398184,,,,0,671.32,1154.44,7.0514,12,5,1,0,,COLUMBUS MCKINNON CORP,0,0.0000,1,0
Comarch,Poland,Information Technology,A,other,1,1,walked,2022-12-24,10,yes,70,0,1,0.5,socialist,0.424749,0.856364,0.227273,0.820312,0.648670,0.420773,0.846045,0.569209,0.015133,33,0.033292,,,,0,537.20,991.24,6.8990,17,15,1,0,,ARC HOLDINGS,0,0.0000,0,0
Commvault,United States,Information Technology,A,sold,1,1,sold,2023-08-23,18,no,16,0,1,1.4,english,0.769231,,0.568182,,,,,,,3589,,,,,0,,,,15,,1,0,,LTD,1,1.0000,1,0
Compass Group,United Kingdom,Consumer Staples,A,other,1,1,sold,2022-04-12,2,yes,23,0,1,1.5,english,0.399108,0.022727,0.511905,0.008621,0.317684,0.100923,0.025424,0.346045,0.000062,21,0.000431,,,Completed,1,45732.47,48719.70,10.7938,16,3,1,0,,COMPANY AUSDRILL LIMITED,0,0.0000,0,0
Compass Mining,United States,Financials,A,other,1,1,walked,2023-08-23,18,no,23,0,1,1.4,english,0.026756,0.557273,0.015385,0.540541,0.778560,0.606156,0.538136,0.026836,0.006695,0,0.000000,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,0
Coop,Switzerland,Financials,A,sold,1,1,sold,2022-12-24,10,yes,46,0,1,1.8,german,0.973244,0.540000,1.000000,0.500000,0.258998,0.067080,0.512712,0.939266,0.006407,151074,21.509421,,,,0,4414.11,7023.62,8.8570,16,45,1,0,,ULMA PACKAGING S COOP,0,0.0000,1,0
Corteva,United States,Consumer Staples,A,other,1,1,walked,2023-08-23,18,no,46,0,1,1.4,english,0.820513,0.050000,0.952381,0.051724,0.198748,0.039501,0.059322,0.594633,0.000093,6592,0.051129,,,,0,1174.37,128928.21,11.7670,12,12,1,0,,"CORTEVA, INC",0,0.0000,0,0
Covestro,Germany,Materials,A,suspended,1,1,walked,2022-12-24,10,yes,46,0,1,1.6,german,0.886288,0.770909,0.844444,0.703125,0.521909,0.272389,0.747175,0.699153,0.008292,16819,0.186939,,,,0,28615.23,89970.63,11.4072,17,746,1,0,,RDO INTERNATIONAL,0,0.0000,0,1
Cummins,United States,Industrials,A,other,1,1,walked,2022-12-24,10,yes,47,1,1,1.4,english,0.905240,0.865455,0.896694,0.865052,0.542254,0.294039,0.854520,0.769774,0.015746,26220,0.504717,,,,0,26055.10,51949.88,10.8580,14,818,1,0,,BNS INTERNATIONAL GROUP LTD,0,0.0000,0,0
Currency.com,United Kingdom,Financials,A,other,1,1,walked,2022-12-24,10,yes,46,0,1,1.5,english,0.027871,,0.030769,,,,,,,0,0.000000,,,,0,-180.14,612.59,6.4177,6,,1,0,,SYCOMP HOLDINGS INC.,0,0.0000,0,0
Cushman &amp; Wakefield,United States,Real Estate,A,other,1,1,walked,2023-08-23,18,no,68,0,1,1.4,english,0.028986,,0.142857,,,,,,,0,0.000000,,,,0,-63.68,262.73,5.5711,11,,1,0,,DALEFIELD LIMITED,0,0.0000,0,0
Cyfrowy Polsat,Poland,Communication Services,A,other,1,1,walked,2022-12-24,10,yes,47,1,1,0.5,socialist,0.299889,,0.306122,,,,,,,4,0.002671,,,,0,1485.50,1497.38,7.3115,3,,1,0,,OLAST HOLDINGS LIMITED,0,0.0000,0,0
DLA Piper,United States,Industrials,A,sold,1,1,sold,2022-12-24,10,yes,23,0,1,1.4,english,0.292085,,0.272727,,,,,,,3,0.943396,,,,0,-12.42,3.18,1.1558,2,,1,0,,MR BINDSCHEDLER PIERRE-ETIENNE,0,0.0000,1,0
DMG Mori,Japan,Industrials,A,sold,1,1,sold,2023-08-23,18,no,46,0,1,1.5,german,0.768116,0.021818,0.780992,0.027682,0.185446,0.034390,0.024011,0.583333,0.000060,3587,0.043114,,,,0,45335.82,83198.55,11.3290,17,5,1,0,,"DMG MORI CO., LTD.",0,0.0000,1,0
DP Eurasia,Netherlands,Consumer Staples,A,other,1,1,walked,2023-09-22,19,no,64,0,1,1.8,french,0.030100,0.921818,0.011905,0.913793,0.986698,0.973573,0.915254,0.028249,0.033435,0,0.000000,,,,0,-102.73,59.82,4.0913,20,2,1,8,2022-02-23;2022-02-25;2022-02-28;2022-03-15;2022-04-08;2022-06-03;2022-07-21;2022-10-06,SUN GROUP (EURASIA) LIMITED,1,1.0000,0,0
DXC Technology,United States,Information Technology,A,other,1,1,walked,2022-12-24,10,yes,62,0,1,1.4,english,0.312152,0.883636,0.174242,0.859375,0.778560,0.606156,0.877119,0.365819,0.018406,6,0.000738,,,,0,2712.80,8128.09,9.0031,2,147,2,4,2022-04-08;2022-06-03;2022-07-21;2022-10-06,DXC TECHNOLOGY COMPANY,0,0.0000,0,0
Daikin,Japan,Industrials,A,other,1,1,walked,2023-08-23,18,no,62,0,1,1.5,german,0.956522,0.953636,0.971074,0.955017,0.480438,0.230821,0.943503,0.970339,0.051033,94340,137.555954,,,,0,676.78,685.83,6.5306,13,35,1,4,2022-04-08;2022-06-03;2022-07-21;2022-10-06,KORPORATSIYA KLAUDAIK INK,0,0.0000,0,0
Danfoss,Denmark,Industrials,A,sold,1,1,sold,2022-07-15,5,yes,22,0,1,1.9,scandinavian,0.908584,0.969091,0.909091,0.979239,0.495305,0.245327,0.960452,0.960452,0.068261,28738,59.444812,,,Pending,1,61.65,483.44,6.1809,8,33,1,0,,SFS GROUP AG,0,0.0000,1,0
Dechert,United States,Industrials,A,other,1,1,walked,2022-12-24,10,yes,46,0,1,1.4,english,0.469342,0.035455,0.442149,0.038062,0.313772,0.098453,0.040960,0.368644,0.000080,65,0.000744,,,,0,56816.41,87327.09,11.3774,10,7,1,0,,"STANLEY BLACK & DECKER, INC.",0,0.0000,0,0
Deezer,France,Communication Services,A,other,1,1,walked,2022-12-24,10,yes,16,0,1,1.4,french,0.374582,,0.408163,,,,,,,14,,,,,0,,,,,,1,0,,ANDZHELO MANDEZE,0,0.0000,0,0
Deichmann,Germany,Consumer Discretionary,A,sold,1,1,sold,2022-12-24,10,yes,73,0,1,1.6,german,0.579710,0.501818,0.551351,0.474419,0.338811,0.114793,0.484463,0.766949,0.005891,331,0.487517,,,,0,541.76,678.95,6.5205,8,4,1,0,,NTN CORPORATION,0,0.0000,1,0
Dell,United States,Information Technology,A,suspended,1,1,sold,2022-05-30,3,no,46,0,1,1.4,english,0.926421,0.814545,0.856061,0.796875,0.543818,0.295739,0.799435,0.711864,0.009885,42537,0.216222,,,Completed,1,44817.94,196728.29,12.1896,15,1865,3,0,,MR MICHAEL S DELL,0,0.0000,0,1
Deloitte,United States,Industrials,A,other,1,1,walked,2022-12-24,10,yes,33,0,1,1.4,english,0.548495,0.064545,0.549587,0.072664,0.230829,0.053282,0.074859,0.552260,0.000125,218,0.027215,,,,0,2604.82,8010.27,8.9885,9,1,1,0,,ITT INC.,1,1.0000,0,0
Delta Air Lines,United States,Industrials,A,sold,1,1,sold,2022-12-24,10,yes,46,0,1,1.4,english,0.505017,0.180909,0.483471,0.169550,0.319249,0.101920,0.190678,0.508475,0.000666,100,0.013313,,,,0,1422.12,7511.49,8.9242,10,5,1,0,,INTESS SA,0,0.0000,1,0
Dentsu International,United Kingdom,Communication Services,A,sold,1,1,sold,2022-12-24,10,yes,46,0,1,1.5,english,0.031215,0.226364,0.020408,0.200000,0.611894,0.374414,0.240113,0.029661,0.001055,0,0.000000,,,,0,33891.32,56927.53,10.9495,12,169,2,0,,DENTSPLY SIRONA INC.,0,0.0000,1,0
Deugro,Germany,Industrials,A,sold,1,1,sold,2023-08-23,18,no,23,0,1,1.6,german,0.032330,0.558182,0.041322,0.591696,0.776995,0.603722,0.539548,0.031073,0.006695,0,0.000000,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,1,0
Deutsche Bank,Germany,Financials,A,sold,1,1,sold,2022-12-24,10,yes,62,0,1,1.6,german,0.628763,,0.892308,,,,,,,696,0.012308,,,,0,19901.19,56547.08,10.9428,8,,1,4,2022-04-08;2022-06-03;2022-07-21;2022-10-06,DEUTSCHE BANK AG,1,1.0000,1,0
Deutsche Telekom,Germany,Communication Services,A,other,1,1,walked,2022-12-24,10,yes,62,0,1,1.6,german,0.868450,,0.938776,,,,,,,14043,0.392634,,,,0,2451.63,35766.11,10.4848,8,,2,4,2022-04-08;2022-06-03;2022-07-21;2022-10-06,DEUTSCHE TELEKOM AG,0,0.0000,0,0
Digicert,United States,Information Technology,A,suspended,1,1,walked,2023-08-23,18,no,23,0,1,1.4,english,0.578595,0.559091,0.378788,0.500000,0.524257,0.274845,0.540960,0.488701,0.006695,325,0.009386,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,1
Dino Polska,Poland,Consumer Staples,A,other,1,1,walked,2022-12-24,10,yes,46,0,1,0.5,socialist,0.033445,0.520000,0.023810,0.500000,0.754304,0.568974,0.500000,0.032486,0.006016,0,0.000000,,,,0,23973.67,80628.63,11.2976,19,544,3,0,,SIKA AG,0,0.0000,0,0
Docker,United States,Information Technology,A,other,1,1,walked,2023-08-23,18,no,46,0,1,1.4,english,0.496098,0.407273,0.318182,0.359375,0.377934,0.142834,0.394068,0.605932,0.003433,86,0.059043,,,,0,1421.15,1456.56,7.2838,16,5,1,0,,MR FRANK HOCKER,0,0.0000,0,0
Domino's Pizza,United States,Consumer Discretionary,A,other,1,1,walked,2023-08-23,18,no,46,0,1,1.4,english,0.361204,0.771818,0.318919,0.762791,0.749609,0.561913,0.748588,0.289548,0.008292,12,0.000133,,,,0,28615.23,89970.63,11.4072,17,746,1,0,,RDO INTERNATIONAL,0,0.0000,0,0
Donaldson Company,United States,Industrials,A,other,1,1,walked,2023-08-23,18,no,64,0,1,1.4,english,0.735786,,0.752066,,,,,,,2450,0.611838,,,,0,-78220.72,4004.33,8.2951,22,,1,8,2022-02-23;2022-02-25;2022-02-28;2022-03-15;2022-04-08;2022-06-03;2022-07-21;2022-10-06,HS COMPANY LIMITED,1,1.0000,0,0
Dr. Oetker,Germany,Consumer Staples,A,other,1,1,walked,2022-12-24,10,yes,46,0,1,1.6,german,0.351171,0.413636,0.428571,0.362069,0.432707,0.187236,0.396893,0.509887,0.003650,11,0.013382,,,,0,176.85,821.99,6.7117,4,3,1,0,,DR. ALFRED OETKER,0,0.0000,0,0
Draftkings,United States,Consumer Discretionary,A,other,1,1,walked,2023-08-23,18,no,23,0,1,1.4,english,0.507246,0.560000,0.459459,0.534884,0.551643,0.304310,0.542373,0.440678,0.006695,103,0.002975,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,0
Duisburger Hafen,Germany,Industrials,A,other,1,1,walked,2023-08-23,18,no,23,0,1,1.6,german,0.313266,0.560909,0.301653,0.595156,0.630673,0.397748,0.543785,0.299435,0.006695,6,0.000173,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,0
ELA Container,Germany,Industrials,A,sold,1,1,sold,2024-12-18,34,no,25,0,1,1.6,german,0.319955,0.452727,0.309917,0.484429,0.524257,0.274845,0.439266,0.387006,0.004643,7,0.001300,,,Proposed,1,1411.45,5384.06,8.5912,5,25,1,0,,ELA CONTAINER GMBH,0,0.0000,1,0
EY,United States,Industrials,A,other,1,1,sold,2024-01-15,23,yes,64,0,1,1.4,english,0.552954,0.164545,0.557851,0.141869,0.276213,0.076294,0.172316,0.567797,0.000545,238,0.032428,,,Completed,1,7005.50,7339.38,8.9010,17,4,1,8,2022-02-23;2022-02-25;2022-02-28;2022-03-15;2022-04-08;2022-06-03;2022-07-21;2022-10-06,STARKEY COMMERCIAL CORP LTD,0,0.0000,0,0
EarthDaily Analytics,United States,Industrials,A,other,1,1,walked,2022-12-24,10,yes,46,0,1,1.4,english,0.426979,0.240000,0.409091,0.245675,0.341941,0.116923,0.250000,0.526836,0.001239,34,0.021067,,,,0,1605.40,1613.89,7.3864,1,2,1,0,,CSL LIMITED,0,0.0000,0,0
Eastnine,Sweden,Industrials,A,sold,1,1,sold,2023-08-07,18,no,63,0,1,1.8,scandinavian,0.034560,0.954545,0.045455,0.958478,1.000000,1.000000,0.944915,0.033898,0.053297,0,0.000000,4.5723,163.49,Completed,1,35756.86,49721.71,10.8142,19,2650,1,0,,NEC CORPORATION,0,0.0000,1,0
Electronic Arts,United States,Communication Services,A,other,1,1,walked,2022-12-24,10,yes,46,0,1,1.4,english,0.696767,0.816364,0.734694,0.777778,0.575117,0.330760,0.800847,0.656780,0.010080,1628,0.108414,,,,0,7600.39,15016.54,9.6169,16,621,4,0,,ELECSTER OYJ,0,0.0000,0,0
Elisa Esports,Finland,NGO,A,other,1,1,walked,2022-12-24,10,yes,22,0,1,2.0,scandinavian,0.035674,0.854545,0.032258,0.866667,0.942879,0.889022,0.843220,0.035311,0.015095,0,0.000000,,,,0,1852.00,21137.22,9.9588,17,268,3,0,,ELIS S.A.,0,0.0000,0,0
Elopak,Norway,Materials,A,sold,1,1,sold,2023-08-23,18,no,46,0,1,2.0,scandinavian,0.739130,0.850909,0.622222,0.812500,0.665884,0.443402,0.840395,0.532486,0.014656,2582,0.022169,,,,0,58534.34,116467.98,11.6654,19,1707,1,0,,ELCO,0,0.0000,1,0
Emerson Electric,United States,Industrials,A,other,1,1,sold,2022-09-27,7,yes,62,0,1,1.4,english,0.849498,0.478182,0.847107,0.501730,0.298122,0.088877,0.464689,0.820621,0.005592,10950,0.994036,,,Completed,1,5447.70,11015.70,9.3071,21,49,3,4,2022-04-08;2022-06-03;2022-07-21;2022-10-06,EMERSON ELECTRIC CO,0,0.0000,0,0
Endeavour Group,Australia,Consumer Staples,A,suspended,1,1,walked,2023-08-23,18,no,33,0,1,1.6,english,0.321070,,0.369048,,,,,,,7,,,,,0,,,,21,,1,0,,E.ON SE,1,1.0000,0,1
Enel,Italy,Utilities,A,sold,1,1,sold,2022-06-16,4,yes,35,0,1,0.2,french,0.692308,0.030909,1.000000,0.100000,0.152582,0.023281,0.035311,0.653955,0.000080,1518,0.105983,,609.28,Completed,1,-417.90,14322.99,9.5696,5,3,2,3,2022-06-03;2022-07-21;2022-10-06,ENEL SPA,0,0.0000,1,0
EnerSys,United States,Industrials,A,other,1,1,walked,2023-08-23,18,no,46,0,1,1.4,english,0.574136,,0.582645,,,,,,,320,0.017854,,,,0,16874.37,17923.22,9.7939,18,,1,0,,ENERSYS,0,0.0000,0,0
Energizer,United States,Industrials,A,sold,1,1,sold,2022-07-06,5,no,23,0,1,1.4,english,0.730212,0.561818,0.743802,0.598616,0.454617,0.206676,0.545198,0.618644,0.006695,2331,0.067317,,,Completed,1,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,1,0
Eni,Italy,Energy,A,sold,1,1,sold,2023-08-23,18,no,71,0,1,0.2,french,0.828317,0.272727,0.695652,0.295455,0.181534,0.032954,0.275424,0.841808,0.001589,7566,1.502866,,,,0,4886.83,5034.38,8.5240,15,8,1,0,,ENI S.P.A.,0,0.0000,1,0
Equinor,Norway,Energy,A,other,1,1,walked,2022-12-24,10,yes,68,0,1,2.0,scandinavian,0.740245,0.041818,0.652174,0.022727,0.122848,0.015092,0.050847,0.723164,0.000093,2612,0.242185,,,,0,8894.02,10785.13,9.2859,18,1,1,0,,ANOR HOLDINGS LIMITED,0,0.0000,0,0
Espersen,Denmark,Consumer Staples,A,sold,1,1,sold,2023-08-23,18,no,33,0,1,1.9,scandinavian,0.506132,,0.642857,,,,,,,101,,,,,0,,,,21,,1,0,,E.ON SE,1,1.0000,1,0
Essity,,,A,sold,1,1,sold,2023-06-10,16,no,46,0,,,,0.823857,0.340909,,,0.325509,0.105956,0.343220,0.649718,0.002374,6965,0.095549,8.4352,110.88,Completed,1,13144.96,72894.88,11.1968,19,348,4,0,,ESSILORLUXOTTICA,0,0.0000,1,0
Etsy,United States,Consumer Discretionary,A,other,1,1,walked,2022-12-24,10,yes,78,0,1,1.4,english,0.540691,0.996364,0.502703,1.000000,0.539124,0.290654,0.994350,0.915254,2.020318,193,8.861341,,,,0,21.72,21.78,3.0809,14,44,1,0,,"CHASTNAYA KOMPANIYA, OTVETSTVENNOST AKTSIONEROV KOTOROI OGRANICHIVAETSYA AKTSIYAMI DANAOS SHIPPING KOMPANI LIMITED",0,0.0000,0,0
Euroins,Bulgaria,Financials,A,sold,1,1,sold,2023-08-23,18,no,61,0,1,0.0,socialist,0.036789,,0.046154,,,,,,,0,0.000000,,,,0,-1788.44,18114.59,9.8045,18,,1,6,2022-02-28;2022-03-15;2022-04-08;2022-06-03;2022-07-21;2022-10-06,EURONET WORLDWIDE INC,0,0.0000,1,0
Euronet Worldwide,United States,Financials,A,other,1,1,walked,2023-09-22,19,no,61,0,1,1.4,english,0.480491,,0.707692,,,,,,,76,0.004196,,,,0,-1788.44,18114.59,9.8045,18,,1,6,2022-02-28;2022-03-15;2022-04-08;2022-06-03;2022-07-21;2022-10-06,EURONET WORLDWIDE INC,0,0.0000,0,0
Eurovision,United Kingdom,NGO,A,other,1,1,walked,2022-12-24,10,yes,43,0,1,1.5,english,0.415831,0.905455,0.935484,0.900000,0.737089,0.543300,0.899718,0.463277,0.024059,27,0.004331,,,,0,4371.81,6234.59,8.7379,20,150,1,0,,SKION GMBH,0,0.0000,0,0
Eversheds Sutherland,United Kingdom,Industrials,A,other,1,1,walked,2022-12-24,10,yes,68,0,1,1.5,english,0.254181,,0.231405,,,,,,,1,0.000722,,,,0,1312.81,1385.48,7.2338,8,,1,0,,THERMLAN LIMITED,1,1.0000,0,0
Evonik,Germany,Materials,A,sold,1,1,sold,2022-12-24,10,yes,46,0,1,1.6,german,0.937570,0.056364,0.977778,0.093750,0.068075,0.004634,0.064972,0.836158,0.000105,51070,1.344173,,,,0,19102.45,37993.62,10.5452,17,4,1,0,,EVONIK INDUSTRIES AG,0,0.0000,1,0
Expedia,United States,Consumer Discretionary,A,suspended,1,1,walked,2022-12-24,10,yes,46,0,1,1.4,english,0.575251,0.080909,0.545946,0.046512,0.253521,0.064273,0.091808,0.528249,0.000132,320,0.021129,,,,0,5417.90,15144.79,9.6254,8,2,1,0,,EXPERIA SRL,0,0.0000,0,1
Exxonmobil,United States,Energy,A,other,1,1,walked,2023-08-23,18,no,52,0,1,1.4,english,0.939799,0.942727,0.913043,0.977273,0.468701,0.219681,0.933616,0.981638,0.041799,55186,209.705122,,,,0,164.15,263.16,5.5728,13,11,1,0,,MOBILITAS,0,0.0000,0,0
FL Smidth,Denmark,Industrials,A,other,1,1,walked,2023-08-23,18,no,70,0,1,1.9,scandinavian,0.418060,0.002727,0.400826,0.000000,0.316901,0.100427,0.001412,0.323446,0.000011,28,0.000311,,,,0,14205.49,90088.04,11.4085,15,561,3,0,,FLSMIDTH & CO. A/S,0,0.0000,0,0
FMC Corporation,United States,Materials,A,other,1,1,walked,2022-12-24,10,yes,73,0,1,1.4,english,0.759197,0.019091,0.688889,0.000000,0.151800,0.023043,0.021186,0.641243,0.000052,3141,0.081502,,,,0,31474.59,38538.99,10.5594,15,2,1,0,,TECHNIPFMC PLC,0,0.0000,0,0
Fantasy Premier League,United Kingdom,Consumer Discretionary,A,suspended,1,1,walked,2023-08-23,18,no,23,0,1,1.5,english,0.037904,0.562727,0.016216,0.539535,0.777778,0.604938,0.546610,0.036723,0.006695,0,0.000000,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,1
Faurecia | Forvia,France,Consumer Discretionary,A,other,1,1,walked,2023-08-23,18,no,29,0,1,1.4,french,0.039019,0.826364,0.021622,0.832558,0.924100,0.853961,0.812147,0.038136,0.010508,0,0.000000,,,,0,97927.03,183089.57,12.1177,14,1818,2,0,,FORVIA SE,0,0.0000,0,0
Fazer,Finland,Consumer Staples,A,sold,1,1,sold,2022-04-30,2,yes,68,0,1,2.0,scandinavian,0.562988,,0.702381,,,,,,,275,0.488932,,,Completed,1,345.49,562.45,6.3323,14,,2,0,,OY KARL FAZER AB,0,0.0000,1,0
Fennovoima,Finland,Energy,A,other,1,1,walked,2022-12-24,10,yes,68,0,1,2.0,scandinavian,0.040134,0.059091,0.043478,0.045455,0.511737,0.261875,0.069209,0.039548,0.000123,0,0.000000,,,,0,53673.39,157370.99,11.9664,11,436,5,0,,NOV INC,0,0.0000,0,0
Fiskars,Finland,Consumer Discretionary,A,sold,1,1,sold,2022-12-24,10,yes,29,0,1,2.0,scandinavian,0.778149,,0.740541,,,,,,,4061,0.514060,,,,0,-4620.80,7899.85,8.9746,11,,1,0,,TARS HOLDING AG,1,1.0000,1,0
Flowserve,United States,Industrials,A,sold,1,1,sold,2022-12-24,10,yes,33,0,1,1.4,english,0.723523,0.025455,0.731405,0.031142,0.131455,0.017281,0.029661,0.686441,0.000071,2275,0.160692,,,,0,163.03,14157.48,9.5580,16,1,1,0,,FLOWSERVE CORP,0,0.0000,1,0
Fonterra,New Zealand,Consumer Staples,A,other,1,1,walked,2022-12-24,10,yes,52,0,1,1.9,english,0.673356,0.824545,0.821429,0.810345,0.486698,0.236875,0.810734,0.826271,0.010169,1202,1.111234,,,,0,792.25,1081.68,6.9863,15,11,1,0,,TERRA HOLDING GMBH,0,0.0000,0,0
Ford,United States,Consumer Discretionary,A,sold,1,1,sold,2022-10-05,8,yes,68,0,1,1.4,english,0.976589,0.094545,0.962162,0.079070,0.028169,0.000793,0.104520,0.947740,0.000166,191337,31.737583,,,Completed,1,5640.67,6028.72,8.7043,10,1,1,0,,WATERFORD FINANCE AND INVESTMENTS LTD,0,0.0000,1,0
