name,country,industry,grade_latest,action_type,first_grade_a_date,first_grade_ab_date,timing_left_censored,guo_matched,match_quality,n_subsidiaries,sum_assets_th_usd,largest_sub_assets,pre_inv_equity_th_usd,employees_total,emp_intensity,years_in_russia,ln_assets,nace_sector
Ebara,Japan,Industrials,D,other,,,no,EBARA CORPORATION,100,1,5144.63,5144.63,3128.05039706361,8,0.0015550192770804932,9,8.5457,28
Ecco,Denmark,Consumer Discretionary,D,suspended,,,no,,,0,,,,,,,,
Eesti Gaas,Estonia,Energy,D,other,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Ehrmann,Germany,Consumer Staples,D,suspended,,,no,MRS SABINE EHRMANN,100.0,3,2263.70,1728.05,-345.687183657661,5,0.0017360653285563466,6,7.7248,01
Ekosem Agrar AG,Germany,Consumer Staples,D,other,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Eli Lilly,United States,Health Care,D,suspended,,,no,FLY GROUP LIMITED,80.0,2,,,,,,17,,68
Engie,France,Utilities,D,other,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
FIDE,Switzerland,NGO,D,suspended,,2022-12-24,no,FIDEP,100.0,1,4563.77,4563.77,2946.99602795765,8,0.0017529384931438074,20,8.4259,46
FM Global,United States,Financials,D,suspended,,,no,FM HOLDING GMBH,100.0,1,2253.00,2253.00,1474.33255199715,80,0.03550826006860878,21,7.7200,10
Focus Brands - Cinnabon,United States,Industrials,D,other,,,no,BO HOLDING AG,100.0,1,2751.30,2751.30,-82.2289153868333,16,0.0058154393359561045,13,7.9198,46
Forever Living Products,United States,Consumer Discretionary,D,suspended,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Freelancer,Australia,Information Technology,D,other,,,no,LANIMER HOLDINGS LIMITED,76.92307692307692,2,7527.43,6459.26,797.172251574695,39,0.005728213047828104,13,8.9263,68
Freudenberg Group,Germany,Industrials,D,other,,,no,FREUDENBERG & CO. KOMMANDITGESELLSCHAFT,100.0,6,60213.08,31468.93,24213.2322226912,279,0.0028599633639982505,18,11.0056,13
GROUPE LIMAGRAIN/JACQUET-BROSSARD,France,Industrials,D,other,,,no,LIMAGRAIN,100.0,2,70294.90,67079.68,9745.62729574367,124,0.0016547484689507942,13,11.1605,46
Gedeon Richter,Hungary,Health Care,D,other,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Geox,Italy,Consumer Discretionary,D,suspended,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Gilead Sciences,United States,Health Care,D,suspended,,,no,"GILEAD SCIENCES, INC.",100,1,8783.38,8783.38,1519.93601661175,46,0.00523716499396618,10,9.0806,73
Giorgio Armani,Italy,Consumer Discretionary,D,suspended,,,no,MR ARMANI GIORGIO,100.0,1,195.15,195.15,140.606195798144,,,1,5.2738,46
GlaxoSmithKline,United Kingdom,Health Care,D,suspended,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Greif,United States,Materials,D,other,,,no,GREIF INC,100,1,59015.04,59015.04,41157.7594483355,221,0.0037448079482547843,20,10.9855,25
Grohe,Germany,Consumer Discretionary,D,suspended,2022-12-24,2022-12-24,yes,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Groupe Seb,France,Consumer Discretionary,D,suspended,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Gruma,Mexico,Consumer Staples,D,suspended,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
HERZ,Austria,Consumer Discretionary,D,other,,,no,PIT INVESTMENT KAMPANI VENCHERZ LTD.,100.0,1,,,,,,19,,08
HSBC,United Kingdom,Financials,D,other,,,no,,,0,,,,,,,,
HeidelbergCement,Germany,Materials,D,suspended,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Hellenic Bank,Cyprus,Financials,D,other,,,no,SHELL PLC,88.88888888888889,1,1455.21,1455.21,593.948783820495,2,0.0013743763535958016,17,7.2829,70
Hellenic Petroleum,Greece,Energy,D,other,,,no,SHELL PLC,88.88888888888889,1,1455.21,1455.21,593.948783820495,2,0.0013743763535958016,17,7.2829,70
HiPP,Switzerland,Consumer Staples,D,suspended,,,no,HIPP GMBH,100,5,19328.60,6427.54,-3294.4465096863,144,0.006067635922947796,16,9.8693,77
Hilton,United States,Consumer Discretionary,D,suspended,,,no,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU KHALTON TREIDING (LTD.),83.33333333333334,1,,,,,,20,,46
Hochland,Germany,Consumer Staples,D,suspended,,,no,HOCHLAND HOLDING GMBH & CO. KG,100.0,1,198952.67,198952.67,145403.376073032,404,0.0020306337629256294,22,12.2008,10
Huawei,China,Information Technology,D,suspended,,,no,HAWLE HOLDING GMBH,80.0,1,23237.20,23237.20,19899.2898412887,127,0.005465374572907666,15,10.0535,24
Hyatt,United States,Consumer Discretionary,D,suspended,,,no,,,0,,,,,,,,
IFF,United States,Consumer Discretionary,D,suspended,,,no,EIFFAGE,100.0,1,1873.65,1873.65,732.71091980394,10,0.005337188823244407,10,7.5356,71
ING Bank,Netherlands,Financials,D,other,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Infosys,India,Information Technology,D,other,2022-12-24,2022-12-24,yes,PIN HOLDINGS LIMITED,80.0,1,2812.25,2812.25,2812.15083654411,,,18,7.9417,64
Ingram Micro,United States,Information Technology,D,other,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Intermedia,United States,Communication Services,D,other,,,no,"INTERMEDICA, INC.",95.23809523809524,3,3337.02,1668.78,570.918226572685,89,0.02516808821916391,13,8.1128,46
International Baccalaureate Organization,Netherlands,NGO,D,other,,,no,CAL GMBH,100.0,1,15040.33,15040.33,3633.76697588153,44,0.002925468341886728,19,9.6185,46
Intesa Sanpaolo,Italy,Financials,D,suspended,,,no,INTESA SANPAOLO S.P.A.,100.0,2,35728.55,26275.36,26217.3348928411,12,7.611693358755736e-05,13,10.4837,73
Ipsen,France,Health Care,D,suspended,,,no,IPSEN,100,1,87304.60,87304.60,14367.1911589354,216,0.002474096367527086,15,11.3772,46
Itochu,Japan,Consumer Staples,D,suspended,,,no,YIT OYJ,80.0,1,28981.54,28981.54,20607.0857631583,,,11,10.2744,41
J. Neves &amp; Fihos (JNF),Portugal,Industrials,D,suspended,,,no,,,0,,,,,,,,
JDE Peet's,Netherlands,Consumer Staples,D,other,,,no,,,0,,,,,,,,
Japan Tobacco,Japan,Consumer Staples,D,suspended,,,no,JAPAN TOBACCO INC.,100,1,1146.24,1146.24,1110.94508617651,1,0.0008724191902227404,8,7.0442,68
Johnson &amp; Johnson,United States,Health Care,D,suspended,,,no,JOHNSON & JOHNSON,87.5,1,889248.70,889248.70,584846.975685312,1594,0.0017925244042574957,20,13.6981,46
KCA Deutag,United Kingdom,Energy,D,suspended,,,no,KCA DEUTAG INTERNATIONAL LIMITED,100,3,174847.94,69429.74,24235.5897654081,1625,0.0023621001468394297,17,12.0717,28
KDDI Corp,Japan,Communication Services,D,other,,,no,,,0,,,,,,,,
Kemin,United States,Health Care,D,other,,,no,KOMPANIYA KEMIN INDASTRIZ INK.,100.0,1,33678.00,33678.00,13363.0669391053,53,0.0015737277918116267,7,10.4246,10
Kimberly-Clark,United States,Consumer Staples,D,suspended,,,no,KIA CORPORATION,80.0,1,960015.35,960015.35,611643.520343747,163,0.00016978895260707434,14,13.7747,45
Knauf,Germany,Materials,D,suspended,,,no,,,0,,,,,,,,
Kraft Heinz - JBS,United States,Consumer Staples,D,suspended,,,no,THE KRAFT HEINZ COMPANY,84.61538461538461,2,196919.68,136151.47,35209.4551197756,2450,0.014792348308153236,18,12.1906,46
Kubíček VHS,Czech Republic,Industrials,D,suspended,,,no,,,0,,,,,,,,
Laboratoire Servier,France,Health Care,D,other,,,no,BO HOLDING AG,100.0,1,2751.30,2751.30,-82.2289153868333,16,0.0058154393359561045,13,7.9198,46
Lenovo,Hong Kong,Information Technology,D,suspended,,,no,NOV INC,100.0,5,157370.99,57011.18,53673.3934106976,436,0.0001227829304276259,11,11.9664,68
Loulis Mills,Greece,Consumer Staples,D,other,,,no,ALS LIMITED,80.0,1,769.73,769.73,401.264723620377,28,0.036376546777832176,16,6.6460,71
Maire Tecnimonet,Italy,Industrials,D,suspended,,,no,NEXT PLC,85.71428571428572,2,12433.53,11874.00,8810.27170068212,196,0.01642244197863229,8,9.4282,47
Manitowoc,United States,Industrials,D,suspended,,,no,"THE MANITOWOC COMPANY, INC.",100.0,1,24001.21,24001.21,13066.6444191104,1,4.166457349947606e-05,20,10.0859,46
Marel,Iceland,Consumer Staples,D,suspended,,,no,JBT MAREL CORP,100.0,1,10880.91,10880.91,6464.88336190674,34,0.0031247390534557885,17,9.2948,46
Mars,United States,Consumer Staples,D,other,,,no,DATAMARS SA,100.0,1,533.27,533.27,118.235192790627,1,0.001875223408092222,3,6.2790,46
Marubeni,Japan,Industrials,D,other,,,no,MARUBENI CORPORATION,100,1,596.12,596.12,210.03437480703,21,0.03522804932864608,2,6.3904,46
Mavenir,United States,Information Technology,D,other,,,no,"MAVENIR SYSTEMS, INC.",100.0,1,1303.18,1303.18,-2738.1999998875,60,0.046041047118872365,19,7.1726,46
Medtronic,United States,Health Care,D,other,,,no,MEDTRONIC PUBLIC LIMITED COMPANY,100.0,1,72398.29,72398.29,52959.3384536905,255,0.0035221828144755066,14,11.1899,46
Melamin,Slovenia,Materials,D,other,,,no,PIN HOLDINGS LIMITED,80.0,1,2812.25,2812.25,2812.15083654411,,,18,7.9417,64
Menarini Group,Italy,Health Care,D,suspended,,,no,MERINIA HOLDINGS LIMITED,80.0,3,3532.81,2693.26,2458.85858868714,134,0.02153527108908666,6,8.1699,86
Merck Group,United States,Health Care,D,other,,,no,"MERCK & CO., INC.",100.0,2,216521.44,214802.02,103935.653052339,330,0.0007309055923122068,14,12.2854,46
Merck KGaA,Germany,Health Care,D,other,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Metro,Germany,Consumer Staples,D,suspended,,,no,METROM PROJECT LIMITED,100.0,2,8422.24,5539.93,-1035.5270778425,6,,6,9.0386,68
Mocapor,Portugal,Industrials,D,suspended,,,no,ANOR HOLDINGS LIMITED,75.0,1,10785.13,10785.13,8894.02162890881,1,9.272029626248487e-05,18,9.2859,68
Mohawk Industries,United States,Consumer Discretionary,D,suspended,,,no,"MOHAWK INDUSTRIES, INC.",100,9,202790.07,80965.28,35196.9774303725,1099,0.0025690025195193754,5,12.2199,22
Mondelez - Nabisco,United States,Consumer Staples,D,other,,,no,MONDI PLC,88.88888888888889,1,,,,106,,13,,22
NTPC,India,Utilities,D,other,,,no,,,0,,,,,,,,
National Oilwell Varco,United States,Energy,D,suspended,,,no,ARC HOLDINGS,100.0,1,991.24,991.24,537.200198573992,15,0.015132519686143295,17,6.8990,70
Nature's Sunshine,United States,Consumer Staples,D,suspended,,,no,NEC CORPORATION,80.0,1,49721.71,49721.71,35756.8582186382,2650,0.05329664075544063,19,10.8142,63
Naust Marine,Iceland,Industrials,D,suspended,,,no,NEC CORPORATION,80.0,1,49721.71,49721.71,35756.8582186382,2650,0.05329664075544063,19,10.8142,63
Nestle,Switzerland,Consumer Staples,D,suspended,,,no,NESTLE S.A.,100.0,2,1419382.34,1189955.62,360198.171101271,5903,0.004960689209726258,16,14.1657,10
Nippon Steel,Japan,Materials,D,other,,,no,NIPPON STEEL CORPORATION,100,1,72.62,72.62,64.7305375831202,27,0.3718072709005626,15,4.2852,73
Nor-Maali,Finland,Industrials,D,suspended,,,no,ALI GROUP LLC,100.0,1,3584.65,3584.65,730.382289526984,16,0.004463475743612824,15,8.1844,46
Novartis,Switzerland,Health Care,D,suspended,,,no,NOVARTIS AG,100,2,544859.27,400286.30,12758.5249065682,8079,0.019653433296101933,16,13.2083,46
Novo Nordisk,Denmark,Health Care,D,suspended,,,no,NOVO NORDISK FONDEN,100.0,3,199066.04,165219.31,91437.9481970808,467,0.0028144410621026793,19,12.2014,21
OMV,Austria,Energy,D,other,,,no,DZHONNI MORTEN STROMVOLL,100.0,1,1777.85,1777.85,544.536056960933,2,0.001124955156029974,18,7.4832,46
Palfinger,Austria,Industrials,D,other,,,no,PALFINGER FAMILY,100.0,4,67325.32,40080.32,32836.0962970955,476,0.0033682368309133803,13,11.1173,46
Pfizer,United States,Health Care,D,suspended,,,no,PFIZER INC,100,1,291981.77,291981.77,59411.1922542788,241,0.0008253940013886726,7,12.5844,46
Philip Morris,United States,Consumer Staples,D,suspended,,,no,PHC HOLDINGS CORPORATION,80.0,1,20718.44,20718.44,3161.108870822,101,0.00487488375604219,7,9.9388,46
Philips,Netherlands,Consumer Discretionary,D,suspended,,,no,IPLS AG,85.71428571428572,3,9517.43,5692.77,107.843848433346,14,0.00140529024321788,10,9.1609,46
Polpharma,Poland,Health Care,D,suspended,,,no,"STATERA BIOPHARMA, INC.",87.5,1,3872.42,3872.42,3861.56893430464,1,0.00025823658976195944,11,8.2616,21
Pottinger,Austria,Industrials,D,other,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Procter &amp; Gamble (P&amp;G),United States,Consumer Staples,D,other,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
RHI Magnesita,Austria,Industrials,D,other,,,no,RHI MAGNESITA N.V.,100.0,2,21596.38,20789.31,9566.68619226478,58,0.0018278623892569932,13,9.9803,46
Radisson Hotels,,,D,suspended,,,no,ALS LIMITED,80.0,1,769.73,769.73,401.264723620377,28,0.036376546777832176,16,6.6460,71
Reckitt Benckiser Group,United Kingdom,Consumer Staples,D,other,2022-12-24,2022-12-24,yes,RECKITT BENCKISER GROUP PLC,100,2,101451.37,98372.14,33107.8057235153,1126,0.011446330458004462,19,11.5273,46
Red Bull,Austria,Consumer Staples,D,suspended,,,no,RED BULL GMBH,100,1,42145.19,42145.19,19706.6327016698,129,0.0030608473019025726,18,10.6489,46
Remondis,Germany,Industrials,D,other,,,no,MONDI PLC,100.0,1,,,,106,,13,,22
Ritter Sport,Germany,Consumer Staples,D,suspended,,,no,ITT INC.,100.0,1,8010.27,8010.27,2604.82198015135,1,0.0001248396935355797,9,8.9885,33
Roche,Switzerland,Health Care,D,suspended,,,no,ROCHE HOLDING AG,100,2,141075.93,103264.72,17097.5303491019,280,0.002120762925415035,13,11.8571,46
Rockwool,Denmark,Industrials,D,other,,,no,ROCKWOOL A/S,100,3,135550.31,80178.46,77314.1460131043,586,0.0025817409274302263,15,11.8171,23
SC Johnson,United States,Consumer Staples,D,suspended,,,no,JOHNSON & JOHNSON,88.88888888888889,1,889248.70,889248.70,584846.975685312,1594,0.0017925244042574957,20,13.6981,46
SCHOTT,Germany,Materials,D,suspended,,,no,SCHOTTEL INDUSTRIES GMBH,100.0,1,2773.08,2773.08,1821.67535140086,10,0.0036061043390074486,11,7.9277,46
SGS,Switzerland,Industrials,D,suspended,,,no,SGS S.A.,100.0,1,1886.55,1886.55,1193.26822359767,18,0.009541206059435899,18,7.5425,20
SLB | Schlumberger,United States,Energy,D,suspended,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
SWISS KRONO,Switzerland,Industrials,D,suspended,,,no,NOV INC,80.0,5,157370.99,57011.18,53673.3934106976,436,0.0001227829304276259,11,11.9664,68
Saipem,Italy,Industrials,D,suspended,,,no,SIEMENS ENERGY AG,80.0,2,244400.37,147713.32,21223.2440264989,,,2,12.4066,46
Sanofi,France,Health Care,D,other,,,no,SANOFI,100,2,74848.79,59461.25,21802.1038245363,510,0.0027917340620763976,18,11.2232,21
Sarens,Belgium,Industrials,D,other,,,no,SARENS,100,1,1498.31,1498.31,591.620153543539,15,0.010011310581216617,2,7.3121,52
Schmitz Cargobull,Germany,Industrials,D,suspended,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Signify,Netherlands,Consumer Discretionary,D,suspended,,,no,SIGNIFY N.V.,100.0,1,48159.44,48159.44,16185.3129936131,44,0.0009136319012599868,7,10.7823,46
Smith &amp; Nephew PLC,United Kingdom,Health Care,D,suspended,,,no,EW GROUP GMBH,100.0,5,117036.65,57714.70,42539.5390420416,659,0.005995006720199162,14,11.6702,01
Snap,United States,Communication Services,D,suspended,,,no,SNAP-ON INCORPORATED,100.0,1,3355.97,3355.97,2859.40991690475,5,0.001489880656932296,22,8.1185,46
Soudal,Belgium,Materials,D,other,,,no,CAL GMBH,80.0,1,15040.33,15040.33,3633.76697588153,44,0.002925468341886728,19,9.6185,46
Standard Chartered,United Kingdom,Financials,D,other,,,no,ESTA GROUP AG,85.71428571428572,1,,,,,,10,,49
Subway,United States,Consumer Staples,D,suspended,,,no,TSUBAKIMOTO CHAIN CO.,72.72727272727273,1,2168.83,2168.83,847.957928077318,,,10,7.6819,27
Sumitomo Mitsui Financial,Japan,Financials,D,other,,,no,SUMITOMO CORPORATION,100.0,6,54101.74,24948.27,13917.6982140299,64,0.0018838980282110999,15,10.8986,46
Syneos Health,United States,Health Care,D,other,,,no,THEA HOLDING,75.0,1,902.36,902.36,308.536781551316,4,0.004432798877178814,9,6.8050,73
TMF Group,Netherlands,Industrials,D,suspended,,,no,TMF GROUP LTD,100,4,3258.09,2319.57,1265.11925491784,97,0.04138695441951966,16,8.0889,69
TOM Tailor,Germany,Consumer Discretionary,D,suspended,,,no,ALCOR HOLDING SA,80.0,1,303.44,303.44,104.824728906155,,,17,5.7152,77
TZMO,Poland,Consumer Staples,D,suspended,,,no,,,0,,,,,,,,
Takeda,Japan,Health Care,D,suspended,,,no,TAKEDA PHARMACEUTICAL COMPANY LIMITED,100.0,1,56305.18,56305.18,51551.1901506633,2,3.552071282865194e-05,13,10.9385,21
Toshiba Group,Japan,Information Technology,D,suspended,,,no,IBA AG,100.0,1,898.03,898.03,670.57821831014,39,0.04342838314507705,4,6.8002,46
Toshulin,Czech Republic,Industrials,D,suspended,,,no,OLIN CORPORATION,85.71428571428572,1,8088.71,8088.71,6504.36239429004,2,0.0002472583407472659,7,8.9982,46
Total Energies,France,Energy,D,sold,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Toyota Tsusho,Japan,Materials,D,suspended,,,no,TOYOTA MOTOR CORPORATION.,75.0,2,2178231.30,1133042.13,569389.783652402,2582,0.0022788208199240995,21,14.5940,45
UCB,Belgium,Health Care,D,suspended,,,no,UCB S.A,100.0,2,33374.08,28821.40,1689.07802852057,24,0.00058983943088933,12,10.4155,46
UnionPay,China,Financials,D,suspended,,,no,OUN GMBH,80.0,1,10.00,10.00,-4.68418113514781,,,5,2.3027,62
Viatris,United States,Health Care,D,suspended,,,no,VIATRIS INC.,100,1,23699.99,23699.99,27.4859134424478,,,13,10.0732,46
Vimeo,United States,Communication Services,D,other,,,no,,,0,,,,,,,,
Vičiūnai,Lithuania,Consumer Staples,D,sold,2022-12-24,2022-12-24,yes,ALI GROUP LLC,80.0,1,3584.65,3584.65,730.382289526984,16,0.004463475743612824,15,8.1844,46
WeWork,United States,Real Estate,D,other,2022-12-24,2022-12-24,yes,EW GROUP GMBH,100.0,5,117036.65,57714.70,42539.5390420416,659,0.005995006720199162,14,11.6702,01
Weatherford International,United States,Energy,D,suspended,,,no,WEATHERFORD INTERNATIONAL PUBLIC LIMITED COMPANY,100.0,2,80563.62,70288.36,70279.8115963023,204,,14,11.2968,70
Welltec,Denmark,Energy,D,suspended,,,no,WELLTEC INTERNATIONAL APS,100.0,2,19826.04,19779.28,9366.45090902783,101,0.00505579630133352,15,9.8948,09
Xiaomi,China,Information Technology,D,suspended,,,no,ALBERTO GIACOMINI S.A.P.A. DI ALBERTO GIACOMINI HOLDING S.A.S. DI ALBERTO GIACOMINI,83.33333333333334,1,2593.25,2593.25,1040.65544856805,89,0.034319920104329354,5,7.8607,46
Yokogawa,Japan,Information Technology,D,other,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Yokohama,Japan,Consumer Discretionary,D,suspended,,,no,"THE YOKOHAMA RUBBER CO.,LTD.",100.0,1,16582.66,16582.66,9609.46299584955,4,0.00024121581300113164,12,9.7161,45
Young Living,United States,Consumer Staples,D,suspended,,,no,OUN GMBH,100.0,1,10.00,10.00,-4.68418113514781,,,5,2.3027,62
Yves Rocher,France,Consumer Staples,D,suspended,,,no,ROCHE HOLDING AG,100.0,2,141075.93,103264.72,17097.5303491019,280,0.002120762925415035,13,11.8571,46
dōTERRA,United States,Consumer Staples,D,suspended,,,no,TERRA HOLDING GMBH,100.0,1,1081.68,1081.68,792.245785208419,11,0.010169343472577181,15,6.9863,52
ANT Group,China,Information Technology,F,other,,,no,STICHTING ADMINISTRATIEKANTOOR LANCEROTH,100.0,1,,,,2,,4,,50
AUMA Riester GmbH &amp; Co,Germany,Industrials,F,other,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Agrana,Austria,Consumer Staples,F,other,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Agricultural Bank of China,China,Financials,F,other,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Air China,China,Industrials,F,other,,,no,ALI GROUP LLC,80.0,1,3584.65,3584.65,730.382289526984,16,0.004463475743612824,15,8.1844,46
Air Serbia,Serbia,Industrials,F,other,,,no,KIA CORPORATION,80.0,1,960015.35,960015.35,611643.520343747,163,0.00016978895260707434,14,13.7747,45
Alibaba,China,Consumer Discretionary,F,other,,,no,ALI GROUP LLC,100.0,1,3584.65,3584.65,730.382289526984,16,0.004463475743612824,15,8.1844,46
Align Technology,United States,Health Care,F,other,,,no,ALIGN TECHNOLOGY INC,100,1,7360.75,7360.75,2444.11957046017,7,0.0009509905053727507,4,8.9039,46
Alpina Žiri,Slovenia,Consumer Discretionary,F,other,,,no,PIN HOLDINGS LIMITED,100.0,1,2812.25,2812.25,2812.15083654411,,,18,7.9417,64
Alumil,Greece,Materials,F,other,,,no,ALTUM HOLDING AG,88.88888888888889,1,293.00,293.00,154.174168741331,,,1,5.6802,46
Anadolu Efes,Turkey,Consumer Staples,F,other,,,no,ANDROCLUS LIMITED,75.0,1,2214.82,2214.82,-73604.9071877263,,,17,7.7029,62
Anta Sports,China,Consumer Discretionary,F,other,,,no,"AMER SPORTS, INC.",84.21052631578947,1,31902.73,31902.73,13584.2329742536,5,0.00015672638539839163,18,10.3704,46
Antal,United Kingdom,Industrials,F,other,,,no,,,0,,,,,,,,
AnyDesk Software,Germany,Information Technology,F,other,,,no,Z-SOFTWARE GMBH,94.73684210526316,1,,,,10,,,,62
Ariston Group,Italy,Consumer Discretionary,F,other,,,no,MR GLEB KONSTANTINOVICH KHARITONOV,85.71428571428572,2,28.08,21.48,-1.21142615564167,25,0.046549248735462095,8,3.3350,62
Auchan-Retail,France,Consumer Staples,F,other,,,no,STK RETAIL HOLDING LIMITED,82.35294117647058,1,3.98,3.98,-1.84405981469899,,,17,1.3823,47
B. Braun,Germany,Health Care,F,other,,,no,LUDWIG G. BRAUN GMBH U. CO. KG,85.71428571428572,15,246992.25,152430.36,83691.1067566928,1488,0.0003411393871960452,15,12.4171,46
BPW,Germany,Consumer Discretionary,F,other,,,no,BPW BERGISCHE ACHSEN KOMMANDITGESELLSCHAFT,100.0,1,41038.72,41038.72,4648.98247518111,129,0.0031433731502269486,19,10.6223,46
Babolat,France,Consumer Discretionary,F,other,,,no,BO HOLDING AG,100.0,1,2751.30,2751.30,-82.2289153868333,16,0.0058154393359561045,13,7.9198,46
Bajaj Auto,India,Consumer Discretionary,F,other,,,no,B.S.A.,80.0,1,,,,1,,,,64
Benetton,Italy,Consumer Discretionary,F,other,,,no,MR GIORGIO BENETTOLO,87.5,1,1956.45,1956.45,1123.57083877642,57,0.029134353326195066,20,7.5789,28
Bharat Petroleum (BPCL),India,Energy,F,other,,,no,EBARA CORPORATION,80.0,1,5144.63,5144.63,3128.05039706361,8,0.0015550192770804932,9,8.5457,28
Binbit,Mexico,Communication Services,F,other,,,no,YIT OYJ,80.0,1,28981.54,28981.54,20607.0857631583,,,11,10.2744,41
Boggi,Italy,Consumer Discretionary,F,other,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Buzzi Unicem,Italy,Materials,F,other,,,no,NIKE INC,75.0,2,107717.35,86256.38,43098.2218644423,154,0.0014955415055234436,19,11.5873,46
CLAAS,Germany,Industrials,F,other,,,no,,,0,,,,,,,,
CLINTON,Germany,Consumer Discretionary,F,other,,,no,NIDIALINGTON HOLDING LIMITED,85.71428571428572,3,15759.64,6659.88,6450.10396280792,79,0.009459626221458524,11,9.6652,01
Calzedonia,Italy,Consumer Discretionary,F,other,,,no,CAL GMBH,100.0,1,15040.33,15040.33,3633.76697588153,44,0.002925468341886728,19,9.6185,46
Camille Albane,France,Consumer Discretionary,F,other,,,no,BARNEO AG,80.0,1,3728.19,3728.19,-257.374216911383,10,0.00268226607197701,4,8.2237,55
Carl's Jr. | CLK,United States,Consumer Discretionary,F,other,,,no,CAL GMBH,80.0,1,15040.33,15040.33,3633.76697588153,44,0.002925468341886728,19,9.6185,46
Cham Wings,Syria,Industrials,F,other,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
ChampionX,United States,Energy,F,other,,,no,CHAMPIONX RUSSIA HOLDING B.V.,100.0,1,2597.84,2597.84,2203.2072889749,,,12,7.8624,46
Charoen Pokphand Foods,Thailand,Consumer Staples,F,other,,,no,CHAS HOLDING AG,85.71428571428572,1,24818.58,24818.58,-18231.6944365948,174,0.007010875999794339,11,10.1193,28
Check Point Software,Israel,Information Technology,F,other,,,no,Z-SOFTWARE GMBH,94.73684210526316,1,,,,10,,,,62
China Communications Construction Company,China,Industrials,F,other,,,no,HS COMPANY LIMITED,88.88888888888889,1,4004.33,4004.33,-78220.7235068241,,,22,8.2951,64
China Construction Bank,China,Financials,F,other,,,no,ONEY BANK,87.5,1,,,,,,12,,70
China Life Insurance Company,China,Financials,F,other,,,no,EWT COMPANY GMBH,90.0,2,312.41,289.95,3.35161236394197,3,0.0068977857092797495,2,5.7443,46
China Minmetals,China,Materials,F,other,,,no,ALS LIMITED,100.0,1,769.73,769.73,401.264723620377,28,0.036376546777832176,16,6.6460,71
China Mobile,China,Communication Services,F,other,,,no,CIENA CORPORATION,80.0,1,3659.31,3659.31,3423.07304683421,,,12,8.2050,46
China National Petroleum Corporation,China,Energy,F,other,,,no,EATON CORPORATION PLC,80.0,2,22249.19,17645.88,13147.8638127008,191,0.01082405903737825,18,10.0101,46
